en;ru;kk;translation_key;is_preload
Certain month (select one or more);Определенный месяц (выберите один или несколько);Белгілі бір ай (бір немесе бірнешесін таңдаңыз);jobs.Specific_month;0
month starting with;месяц начиная с ;бастап ай;jobs.month_starting_in;0
Every month between the month;Каждый месяц между месяцем;Айлар арасындағы әрбір ай;jobs.Every_Month_between;0
and month;и месяц;және ай;jobs.and_month;0
Day beginning from day ;день начиная с дня;күнінен бастап күн;jobs.day_starting_at_day;0
month starting since;месяц начиная с;бастап ай;jobs.month_starting_on;0
Certain day of month (select one or more);Определенный день месяца (выберите один или несколько);Айдың белгілі бір күні (бір немесе бірнешесін таңдаңыз);jobs.Specific_day_of_month;0
hour from the hour;час начиная с часа;сағаттан бастап сағат;jobs.hour_starting_at_hour;0
Certain hour (select one or more);Определенный час (выберите один или несколько);Белгілі бір сағат (бір немесе бірнешесін таңдаңыз);jobs.Specific_hour;0
every hour between the hour;каждый час между часом;сағат арасындағы әрбір сағат;jobs.Every_hour_between;0
and an hour;и часом;және сағатпен;jobs.and_hour;0
month;месяцем;аймен;jobs.of_the_month;0
Yen;Японская йена;Жапон йені;currency_jap;0
By the amount;По сумме;Сома бойынша;by_amount;0
Expand the filter;Раскрыть фильтр;Сүзгіні ашу;expand_filter;0
Hide filter;Скрыть фильтр;Сүзгіні жасыру;close_filter;0
All payees;Все получатели;Барлық алушылар;all_receivers;0
notifications;уведомлений;хабарламалар ;notifications_notifications;0
New;Новых;Жаңалырды;notifications_new;0
No new notifications;Нет новых уведомлений;Жаңа хабарламалар жоқ;notifications_nonew;0
Invoices;Счета;Шоттар;all_accounts;0
All statuses;Все статусы;Барлық мәртебелер;all_states;0
All payers;Все плательщики;Барлық төлеушілер;all_payers;0
Setting of quick links;Настройка быстрых ссылок;Жылдам сілтемелерді баптау;quick_links_props;0
My account;Мной счета;Менің шоттарым;exposed_tab;0
Accounts for me;Мне счета;Маған шоттар;invoice_tab;0
Waiting for signature;Ожидающие подписи;Қолтаңбаны күтетіндер;task_awaits;0
Ready for send;Готовы к отправке;Жөнелтуге дайын;task_ready;0
With an error;С ошибкой;Қатемен;task_with_error;0
Unpaid invoices;Неоплаченые счета;Төленбеген шоттар;task_unpaid;0
All;Все;Бәрі;working_all;0
For signature;На подпись;Қол қоюға;working_sign;0
With an error;С ошибкой;Қатемен;working_error;0
FOR SENDING;К ОТПРАВКЕ;ЖІБЕРУГЕ;working_send;0
Cash order;Заказ наличности;Қолма-қол ақшаға тапсырыс;actions_DemandCash;0
Cash order;Заказ наличности;Қолма-қол ақшаға тапсырыс;navigation_Cash;0
Inactive;Не активна;Активті емес;jobs.isNotActive;0
Started;Запущена;Іске қосылды;jobs.isRunning;0
Change activity;Сменить активность;Активтілікті ауыстыру;jobs.changeActive;0
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;edit_exposed;0
Create an account;Создание счета;Шот жасау;create_exposed;0
Stop;Остановить;Тоқтату;jobs.stop;0
Per year;За год;Бір жыл үшін;graph_periodType_year;0
Per quarter;За квартал;Бір тоқсан үшін;graph_periodType_quarter;0
Per month;За месяц;Бір ай үшін;graph_periodType_month;0
Balance;Остаток;Қалдық;graph_dataType_balance;0
Inflows;Приходы;кірістер;graph_dataType_credit;0
Costs;Расходы;Шығыстар;graph_dataType_debet;0
Financial dynamics;Финансовая динамика;Қаржылық динамика;graph_title;0
Loading;Идёт загрузка;Жүктеу жүріп жатыр;common_loading;0
I'm creating a key;Создаю ключ;Кілт жасау;signature_creatingKey;0
Key created;Ключ создан;Кілт жасалды;signature_createdKey;0
СNY;Китайский юань;Қытай юаны;currency_chin;0
Downloading a file;Идет загрузка файла;Файлды жүктеу жүріп жатыр;file_import_in_progress;0
Importing of documents;Импорт документов;Құжаттардың импорты;file_import_title;0
Total balance;Общий суммарный остаток;Жалпы сомалық қалдық;common_sum_balance;0
Log on to Internet-banking;Вход в систему Интернет-банкинг;Интернет-банкинг жүйесіне кіру;login_expo_head;0
For confirmation ;На подтверждение;Растауға;action_sendForConfirmation;0
Confirm;Подтвердить;Растау;confirmation_title;0
Departments;Отделения;Бөлімше;departments;0
Tafiffs;Тарифы;Тарифтер;common_tariffs;0
I permit the authorized bank to provide information on this payment and (or) transfer of money to the law enforcement agencies of the Republic of Kazakhstan and the National Bank upon their request.;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;Уәкілетті банкіге осы төлем және (немесе) ақша аударымы туралы ақпаратты талаптары бойынша Қазақстан Республикасының құқыққорғау органдарына және Ұлттық Банкіге беруге рұқсат етемін. ;intTransfer_isPermitGiveInformation;0
Currency conversion;Конвертация валюты;Валюта конвертациясы;document_conversion;0
Internal payments;Внутренние платежи;Ішкі төлемдер;document_transfer;0
Current;Текущий;Ағымдағы;acc_current;0
Depositary;Депозитный;Депозиттік;acc_deposit;0
Credit;Кредитный;Кредиттік;acc_credit;0
Card;Карточный;Карталық;acc_card;0
User type;Тип пользователя;Пайдаланушы типі;events_executortype;0
The document (s) are being signed;Подписываются документ(ы);Құжатқа(тарға) қол қойылуды;docSigning_processing;0
Account currency should not be differ;Валюты счетов не должны различатся;Шоттардың валютасы ерекшеленбеуі тиіс;error_differentCurrency;0
Write-offs details;Реквизиты списания;Есептен шығару  деректемелері;document_transferDebitDetails;0
Requisites of entering an account;Реквизиты  зачисления;Ақша аудару деректемелері ;document_transferCreditDetails;0
Details of sale;Реквизиты продажи;Сату деректемелері;document_conversionDebitDetails;0
Purchase requisites;Реквизиты  покупки;Сатып алу деректемелері;document_conversionCreditDetails;0
Password should not match login;Пароль не должен соответствовать логину;Құпиясөз логинге сәйкеспеуі тиіс;customeruser_passwordeqlogin;0
User with such login already exists;Пользователь с таким логином уже существует;Мұндай логині бар пайдаланушы бұрыннан бар;customeruser_alreadyexist;0
User is not found;Пользователь не найден;Пайдаланушы табылған жоқ;customeruser_notfound;0
Phone Number;Номер телефона;Телефон нөмірі;login_phone_number;0
Failed to sign in under the digital signature! The password may not be entered correctly.;Не удалось войти по цифровой подписи! Возможно, пароль введен неправильно.;Сандық қолтаңба бойынша кіру мүмкін болмады! Құпиясөздің дұрыс енгізілмеуі ықтимал;login_signErr;0
Interface language;Язык интерфейса;Интерфейс тілі ;personal_langSelector;0
Welcome;Добро пожаловать;Қош келдіңіз;welcome;0
Your personal manager;Ваш персональный менеджер;Сіздің дербес менеджеріңіз;personal_manager;0
Customer support contacts:;Контакты службы клиентской поддержки:;Клиенттік қолдау қызметінің байланыстары:;support_contacts;0
My Favorites;Избранное;Таңдаулы;favorite;0
Currency calculator;Калькулятор валюты;Валюта калькуляторы;currency_calc;0
Updated ;Обновлено;Жаңаланды;er_refreshed;0
Purchase;Покупка;Сатып алу;er_buy;0
Sale;Продажа;Сату;er_sell;0
View all exchange rates;Посмотреть все курсы;Барлық курстарды қарау;err_all_rates;0
I'm buying;Покупаю;Сатып аламын;calc_buy;0
For Sale;Продаю;Сатамын;calc_sell;0
Calculate;Рассчитать;Есептеу;calc_calc;0
Reset;Сбросить;Кетіру;calc_reset;0
Result;Результат;Нәтижесі;calc_result;0
All accounts;Все счета;Барлық шоттар;common_all_accounts;0
Operations history;История операций;Операциялар тарихы;operation_history;0
Statement format;Формат выписки;Көшірме форматы;format_statement;0
File;Файл;Файл;st_file;0
Search by destination of payment;Поиск по назначению платежа;Төлем арналамы бойынша іздеу;search_purpose;0
Not selected;Не выбрано;Таңдалған жоқ;common_notChosen;0
All transactions;Все операции;Барлық операциялар;dt_allOperations;0
Headline news;Главные новости;Басты жаңалықтар;news_main;0
News archive;Архив новостей;Жаңалықтар мұрағаты;archive_news;0
Without a template;Без шаблона;Шаблонсыз;without_temp;0
By the amount of write-offs;По сумме списания;Есептен шығару сомасы бойынша;at_writeOff;0
By the amount of deposit;По сумме зачисления;Есептеу сомасы бойынша;at_enlistment;0
At a rate of;По курсу;Курс бойынша;at_rate;0
By write-off account;По счету списания;Есептен шығару шоты бойынша;at_writeOffAcc;0
By deposit account;По счету зачисления;Есептеу шоты бойынша;at_enlistmentAcc;0
By write-off currency;По валюте списания;Есептен шығару валютасы бойынша;at_writeOffCurr;0
By deposit currency;По валюте зачисления;Есептеу валютасы бойынша;at_enlistmentCurr;0
All currency;Все валюты;Барлық валюталар;all_currencies;0
All categories;Все категории;Барлық санаттар;all_categories;0
Default language;Язык поумолчанию;Үнсіздік бойынша тілі;clear_notification_defaultLanuage;0
Forgot your password;Забыли пароль;Құпиясөзді ұмыттыңыз;login_forgot;0
Password reset;Восстановление пароля;Құпиясөзді қалпына келтіру;login_recovery;0
Show all;Показать все;Барлығын көрсету;common_show_all;0
Search by beneficiary's details;Поиск по реквизитам получателя;Алушы деректемелері бойынша іздеу;search_benefDetails;0
Require SMS at the entrance;Требовать СМС при входе;Кіргенде СМС сұрау;personal_smsrequire;0
Information about the bank;Информация о банке;банк туралы ақпарат;footer_bankInfo;0
Bank details;Реквизиты банка;Банк деректемелері;footer_requisites;0
Licenses and solutions;Лицензии и решения;Лицензиялар мен рұқсаттар;footer_licence;0
Reporting;Отчетность;Есептілік;footer_accountability;0
Payments in national currency;Платежи в нац. валюте;Ұлт. валютадағы төлемдер;navigation_payments_expo;0
Payments in foreign currency ;Платежи в ин. валюте;Шет. валютамен төлемдер;navigation_intTransfers_expo;0
Conversions;Конвертации;Конвертациялар;navigation_conversion_expo;0
The total length of the following fields of the Recipient;Суммарная длина следующих полей Получателя;Алушының келесі жолдарының сомалық ұзындығы;field_total_length;0
can not exceed 140 characters;не должна превышать 140 символов;140 белгіден артық болмауы тиіс;should_not_exceed_140;0
Opening an Account;Открытие Счета;Шот ашу;OpenAccount;0
Issuing loan;Выдача займа;Қарыз беру;OpenCredit;0
Early loan repayment;досрочное погашение кредита;несиені мерзімінен бұрын өтеу;CloseCredit;0
Cards issuance;выпуск карты;картаны шығару;CreateCard;0
Card re-issue;Перевыпуск карты;Картаны қайташығару;ReCreateCard;0
Name in English;Наименование Английское;Атауы Ағылшын;common.nameEn;0
Name in Russian;Наименование Русское;Атауы Орысша;common.nameRu;0
Name in Kazakh;Наименование Казахское;Атауы Қазақша;common.nameKK;0
Repeat sending;Повторить отправку;Жөнелтуді қайталау;resend_sms;0
IIN;ИИН;ЖСН;paymentOrder_payerCode_expo;0
It is forbidden to cancel publication if there are already created applications in the database;Запрещена отмена публикации если уже есть созданные заявления в базе;Егер база жасалған өтініштер ендіге бар болса, жариялауды болдырмауға тыйым салынған;customRequestType.unpublishedError;0
Here will be  the text of the agreement, a multi-line part;Здесь будет находится текст соглашения, многострочная часть;Бұл жерде келісімнің мәтіні бар, көп жолды бөлік;translation_18;0
Change in the amount of payment with preservation of the loan term- Change in the loan term with preservation of repayment amount;Изменение суммы выплаты с сохранением срока займа-Изменение срока займа с сохранением суммы выплаты;Қарыз мерзімін сақтаумен төлеу сомасын өзгерту - Төлеу сомасын сақтаумен қарыз мерзімін өзгерту;translation_19;0
Closing of account is possible only in the absence of funds on this account;Закрытие счета возможно только при отсутствии денежных средств на счете;Шотты жабу шотта ақша қаражаттары болмаған кезде ғана мүмкін;translation_20;0
Confirmation of agreement with terms of deposit opening;Подтверждение о согласии с условиями открытия вклада;Салым ашу шарттарына келісімі туралы растау;translation_21;0
Confirmation of  agreement with  terms of issue of the card;Подтверждение о согласии с условиями выпуска карты;Карта шығару шарттарына келісімі туралы растау;translation_22;0
The application for cash in the cash desk is submitted for one working day (transaction day). In the absence of an application, an additional fee of 0.10% of the issued amount is withdrawn.;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;translation_23;0
Connection error. Check if the necessary software is installed to work with EDS;Ошибка подключения. Проверьте установлено ли необходимое программное обеспечение для работы с ЭЦП;Қосу қатесі. ЭСҚ-мен жұмыс үшін қажетті бағдарламалық жасақтаманың орнатылғанын тексеріңіз;socket_closed;0
Search by recipient;Поиск по получателю;Алушы бойынша іздеу;search_receiver_asia;0
Transfer between accounts;Перевод между счетами;шоттар арасындағы аударым;actions_transfer;0
Conversion;Конвертация;Конвертация;actions_conversion;0
CHF;Швейцарский франк;Швейцария франкі;currency_frank;0
Meaning in several languages;Значение на нескольких языках;Бірнеше тілдегі мәні;multilanguage_value_label;0
One of the values ​​for localization is empty;Одно из значений для локализации не заполнено;Оқшаулауға арналған мәндердің бірі толтырылмаған;constant.validation.multi.value.empty;0
Contracts (Agreements);Контракты;Келісім-шарттар;contracts;0
Work time starting;Время начала работы;Жұмыстың басталу уақыты;start_time;0
Work time completion;Время окончания работы;Жұмыстың аяқталу уақыты;end_time;0
Break time starting ;Время начала перерыва;Үзілістің басталу уақыты;break_start_time;0
Break time completion;Время окончания перерыва;Үзілістің аяқталу уақыты;break_end_time;0
Task active;Задача активна;Тапсырма белсенді;isActive;0
Mo;Пн;Дс;short_MONDAY;0
Tu;Вт;Сс;short_TUESDAY;0
Wd;Ср;Ср;short_WEDNESDAY;0
Thu;Чт;Бс;short_THURSDAY;0
Fr;Пт;Жм;short_FRIDAY;0
St;Сб;Сб;short_SATURDAY;0
Su;Вс;Жк;short_SUNDAY;0
Days-off;Нерабочие дни;Жұмыс емес күндер;days_off;0
The size of the number exceeds the allowed value;Размер числа превышает допустимое значение;Санның мөлшері жол берілетін мәннен артық;error_toLongField;0
Enter the date in following format: 31.12.2017;Введите дату в следующем формате 31.12.2017;Келесі пішімде күнді енгізіңіз 31.12.2017;set_date_in_format;0
Bank code;Код банка;Банктің коды;bankCode;0
Mandatory field at payment amount exceeding or equal to  10,000 USD;Обязательное поле при сумме платежа большей или равной 10 000$;10 000$ артық немесе тең төлем сомасындағы міндетті жол;required_field_10000;0
The specified beneficiary account does not correspond to the selected bank. Bank code;Указанный счет получателя не соответствует выбранному банку. Код банка;Алушының көрсетілген шоты таңдалған банкіге сәйкеспейді. Банк коды;account_error_string1;0
5-7 account symbols should be-;5-7 символы счета должны быть -;5-7 шот символдары болуы тиіс - ;account_error_string2;0
Template saved successfully;Шаблон успешно сохранен;Шаблон сәтті сақталды;template_saved;0
Saving a template;Сохранение шаблона;Шаблонды сақтау;template_saving;0
Fill  in the message template for the channel;Заполните шаблон сообщения для канала;Арна үшін хабарлама шаблонын толтырыңыз;notificationtype_messagetextempty;0
Save;Сохранить;Сақтау;common_updateDocument;0
Invoice to customers ;Выставленные клиентам счета;Клиенттерге ұсынылған шоттар;manager_exposedOrder;0
Planned balance;Плановый остаток;Жоспарлы қалдық;common_planBalance;0
Value (one of the values) is invalid;Значение(одно из значений) заполнено неверно;Мәні (мәндердің біреуі) дұрыс толтырылмаған;constant.validation.multi.value.invalid;0
VAT;НДС;ҚҚС;VAT_CODE;0
National currencies;Национальные валюты;Ұлттық валюта;CURRENCY_CODE;0
PCO token synchronization window;Окно синхронизации ОТП токена;Токен ОТП синхрондау терезесі;LOOK_AHEAD_RESYNCHRONIZATION_WINDOW;0
Password length of  token technical support department ;Длина пароля ОТП токена;Токен ОТП құпиясөзінің ұзындығы;OTP_TOKEN_LENGTH;0
Maximum number of incorrect PCO token attempts;Максимально количество неверных попыток ОТП токена;ОТП токеннің дұрыс емес әрекеттерінің максималды саны;INCORRECT_ATTEMPTS;0
Full name;Полное наименование;Толық атауы;FULL_BANK_NAME;0
Abbreviated name;Сокращённое наименование;Қысқартылған атауы;SHORT_BANK_NAME;0
BIC;БИК;БСК;property_BIK;0
BIN;БИН;БСН;property_BIN;0
Beneficiary Code;КБЕ;КБЕ;property_KBE;0
General Classifier of Enterprises and Organizations;Код ОКПО;КҰЖЖ коды;property_OKPO_CODE;0
Юридический адрес;Юридический адрес;Юридический адрес;property_BANK_ADDRESS;0
minimum login length;минимальная длина логина;логинның минималды ұзындығы;property_MIN_LOGIN_LENGTH;0
maximum login length;максимальная длина логина;логинның максималды ұзындығы;property_MAX_LOGIN_LENGTH;0
minimum password length;минимальная длина пароля;құпиясөздің минималды ұзындығы;property_MIN_PWD_LENGTH;0
maximum password length;максимальная длина пароля;құпиясөздің максималды ұзындығы;property_MAX_PWD_LENGTH;0
required characters for the password;требуемые символы для пароля;құпиясөз үшін сұралатын белгілер;property_ALLOWED_PWD_SYMBOLS;0
Password history depth;глубина истории паролей;құпиясөздердің тарихы тереңдігі;property_PWD_HISTORY_DEEP;0
Number of incorrect password attempts;колличество неверных попыток паролей;Құпиясөздердің дұрыс емес әрекеттері саны ;property_PWD_INCORRECT_ATTEMPTS;0
Password expiration date;Срок действия пароля;Құпиясөз әрекетінің мерзімі;property_PWD_LIFE;0
Number of days till notification of the user on the expiry of password;колличество дней до уведомления пользователя об окночании срока пароля;пайдаланушыға құпиясөздің мерзімінің аяқталуы туралы хабарландырғанға дейінгі күндер саны;property_PWD_NOTIFICATION;0
File type;Тип файла;Файл типі;property_FILE_TYPE;0
File size Mb;Размер файла Мб;Файл мөлшері МБ;property_FILE_SIZE;0
Duration of session, with;Продолжительность сессии, c;Сессия ұзақтығы, бастап;property_SESSION_TIME;0
Profile;Profile;Profile;property_PROFILE;0
ProfilePassword;ProfilePassword;ProfilePassword;property_PROFILE_PASSWORD;0
ManagerSN;ManagerSN;ManagerSN;property_KEY_SERIAL_NUMBER;0
Number of sessions;Количество сессий;Сессиялар саны;property_SESSION_AMOUNT;0
Default tariff;Default tariff;Default tariff;property_DEFAULT_TARIFF;0
Body size of the letter;Размер тела письма;Хат денесінің өлшемі;property_LETTER_BODY_SIZE;0
Duration of news applicability;Длительность актуальности новости;Өзекті жаңалықтар ұзақтығы;property_NEWS_ACTUALITY;0
The period for the valuation of payments (maximum number of days);Период валютирования платежей (максимальное колличество дней);Төлемдерді валюталау кезеңі (максималды күндер саны);property_MAX_VALUE_DAYS;0
URL Buses of the Bank;URL шины банка;банк шинасының URL;property_INTEGRATION_ABS_URL;0
Login access to the bank bus;Логин доступа к шине банка;Банктің шинасына қол жеткізу логины;property_INTEGRATION_ABS_LOGIN;0
Password for access to the bank bus;Пароль доступа к шине банка;Банк шинасына қолжеткізу құпиясөзі;property_INTEGRATION_ABS_PASSWORD;0
SMS code expiration date;Срок действия смс-кода;Смс-код әрекетінің мерзімі;property_SMS_VALID_PERIOD;0
The message about the receipt of the code for entering the Internet banking;Сообщение о получении кода для входа в интернет-банкинг;Интернет-банкингке кіретін код алғаны туралы хабарлама;translation_27;0
Message about the receipt of the code to confirm the document;Сообщение о получении кода для подтверждения документа;Құжатты растау үшін код алғаны туралы хабарлама;translation_28;0
Message about the receipt of code to confirm the change of password;Сообщение о получении кода для подтверждения смены пароля;Құпиясөзді ауыстырғанын растау үшін код алғаны туралы хабарлама ;translation_29;0
Fixed PDC in currency conversion (purchase of currency);Фиксированый КНП при конвертации валюты (покупка валюты);Валютаны конвертациялағандағы тыянақталған КНП (валюта сатып алу);translation_30;0
Fixed PDC in currency conversion (currency sale);Фиксированый КНП при конвертации валюты (продажа валюты);Валютаны конвертациялағандағы тыянақталған КНП (валюта сату);translation_31;0
Fixed purpose of payment for internal payments (transfer from account to account in the same currency);Фиксированое назначение платежа при внутренних платежах (перевод со счета на счет в одной валюте);Ішкі төлемдердегі төлемнің тыянақталған арналамы (бір валютамен шоттан шотқа аудару);translation_32;0
SMS code expiration date;Срок действия смс-кода;Смс-код әрекетінің мерзімі;translation_33;0
SMPP HOST;SMPP HOST;SMPP HOST;translation_34;0
SMPP PORT;SMPP PORT;SMPP PORT;translation_35;0
SMPP USER;SMPP USER;SMPP USER;translation_36;0
SMPP PASSWORD;SMPP PASSWORD;SMPP PASSWORD;translation_37;0
SMPP TON;SMPP TON;SMPP TON;translation_38;0
SMPP NPI;SMPP NPI;SMPP NPI;translation_39;0
Blocking time;Время блокировки;Бұғаттау уақыты;property_USER_BLOCK_TIME;0
Your Data account is blocked by the bank manager. For details contact the bank;Ваша учетная запись была заблокирована администратором банка. Для уточнения деталей обратитесь в банк.;Сіздің есеп жазбаңыз банк әкімшісімен бұғатталған. Егжей-тегжейлерін нақтылау үшін банкке жүгініңіз.;login.adminBlock;0
Login should not be from the list;Логин не должен быть из списка;Логин тізімнен болмауы тиіс;errorLoginFromList;0
The number of incorrect passwords was exceeded! Your account has been temporarily suspended!;Превышено колличество ввода неверных паролей! Ваша учетная запись временно заблокирована!;Дұрыс емес құпиясөздер санын енгізу санынан асып кетті! Сізің есептік жазбаңыз уақытша бұғатталды!;login_morePass;0
The combination of characters does not match the password policy;Комбинация символов не соответствует парольной политике;Символдардың комбинациясы құпиясөз саясатына сәйкес келмейді;passPolicy;0
No more than 2 consecutive symbols;Не более 2-х повторяющихся подряд символов;Қатарынан 2 қайталанатын белгіден артық емес;passSequence;0
No more than 2 consecutive characters;Не более 2-х последовательных символов;Бірінен соң бірі 2 белгіден артық емес;passSeq2;0
Login and password should not be the same;Логин и пароль не должны совпадать;Логин мен құпиясөз сәйкес келмеуі тиіс;passNotTheSame;0
Password should be less;Пароль должен быть меньше;Құпиясөз кішірек болуы тиіс;passLessPass;0
Password should be longer than;Пароль должен быть больше;Құпиясөз үлкенірек болуы тиіс;passMorePass;0
The sender was not found with IIN;Отправитель не найден с ИИН;ЖСН-нен жөнелтуші табылған жоқ;mt_sender_invalid_inn;0
Value date should be more or equal to current date;дата валютирования должна быть больше или равна текущей дате;валюталау күні ағымдағы күннен артық немесе тең болуы тиіс;mt_invalid_value_date;0
MT100: invalid PSO;МТ100: неверный PSO;МТ100: дұрыс емес PSO;mt_invalid_pso;0
MT100: invalid VO;МТ100: неверный VO;МТ100: дұрыс емес VO;mt_invalid_vo;0
Cash currency shound be KZT;валюта денег должна быть KZT;ақша  валютасы КZT болуы тиіс;mt_invalid_currency;0
Is not owned by the customer with IIN;не пренадлежыт кастомеру с ИИН;ЖСН бар кастомеріне тиесілі емес;acc_not_for_inn;0
the total amount does not match;итоговая сумма не совпадает;қорытынды сома сәйкес келмейді;mt_invalid_result_amount;0
The structure is disrupted;Нарушена структура;Құрылымы бұзылды;mt_invalid_structure;0
Can not use recent;Невозможно использовать последние;Соңғыларды пайдалану мүмкін емес;passDepth;0
Passwords;паролей;құпиясөздердің;passDepthPass;0
Create a password;Создание пароля;Құпиясөз жасау;login_passCreation;0
Branch in Atyrau;Филиал в г.Атырау;Атырау қ. филиал;sp_Branch_Atyrau;0
Branch in Astana;Филиал в г.Астана;Астана қ. филиал;sp_Branch_Astana;0
Branch in Almaty;Филиал в г.Алматы;Алматы қ. филиал;sp_Branch_Almaty;0
Transfers for application type;Переводы для тип заявления;Өтініш типіне арналған аударымдар;translation_for_type_document;0
Completed;Завершенная;Аяқталған;ct_Completed;0
Blocked;Заблокированная;Бұғатталған ;ct_Blocked;0
Client;Клиент;Клиент;events_client;0
User ID;Идентификатор пользователя;Пайдаланушы сәйкестендіргіші;events_login;0
The purchase rate cannot be equal to sales rate;Курс покупки не может быть равен курсу продажи;Сатып алу бағамы сату бағамына тең болмайды;exchangeRate.equal.amount;0
ExchangeRateDTO is null;ExchangeRateDTO is null;ExchangeRateDTO is null;exchangeRateDTO.null;0
Remove vidget settings;Удалить настройки виджетов;Виджеттер баптауын алып тастау;clear_orders_settings;0
Subject size of the message;Размер темы письма;Хат тақырыбының өлшемі;translation_43;0
Internal error! Try to send the message later;Внутренняя ошибка! Попробуйте отправить письмо позже;Ішкі қате! Хатты кешірек жіберіп көріңіз;message_sending_error;0
Edit account;Редактировать аккаунт;Акаунтты редакциялау;privilege_account_edit;0
Mailing group;Группы рассылки;Жіберу топтары;mailing_groups;0
Postal correspondence;Почтовая переписка;Пошталық хат алмасу;mailing_correspondence;0
Bulk mailing;Массовая рассылка;Жаппай жіберу;mass_mailing;0
Clients;Клиенты;Клиенттердің өтініштері;clients;0
Edit e-mail;Редактировать письмо;Хатты редакциялау;letter_edit;0
Reply to message;Ответить на письмо;Хатқа жауап беру;letter_reply;0
View of correspondence;Просмотр переписки;Хаталмасуды қарау;letter_chain_view;0
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;letter_view_edit;0
Name of Sender;Наименование Отправителя;Жіберушінің атауы;sender_name;0
Sender's account;Счет Отправителя;Жөнелтуші шоты;sender_acc;0
Name of recipient;Наименование получателя;Алушының атауы;receiver_name;0
Customer's ID ABS;ID клиента АБС;АБС клиентінің ID;abs_client_id;0
Should not contain;Не должно содержать;болмауы тиіс;should_not_contain;0
Download of cards;Загрузка карт;Карталарды жүктеу;translation_45;0
All statuses;Все статусы;Барлық мәртебелер;user_status_all;0
New;Новые;Жаңалар;user_status_new;0
Waiting for signature;Ожидающие подписания;Қол қоюды күтетіндер;user_status_awaits_signature;0
Waiting for sending;Ожидающие отправку;Жіберуді күтетіндер;user_status_waiting;0
In processing;В обработке;Өңдеуде;user_status_in_work;0
Executed;Исполненые;Орындалғандар;user_status_executed;0
Recalled;Отозванные;Кері шақыртылғандар;user_status_revoked;0
Containing errors;Содержащие ошибки;қате мазмұны;user_status_with_errors;0
Signed;Подписан;Қол қойылды;state_signed;0
Draft;Черновик;Жоба-жазбалар;state_draft;0
Waiting for signature;Ожидает подписи;Қол қоюды күтуде;state_awaitssignature;0
Deleted;Удалён;Алып тасталды;state_deleted;0
Sent to RBS;Отправлен в ДБО;ЕБҰ-ға жөнелтілгендер ;state_senttorbs;0
Adopted in RBS;Принят в ДБО;ЕБҰ-на қабылдау;state_acceptedinrbs;0
Accepted in ABS;Принят в АБС;АБЖ-не қабылдау;state_acceptedinabs;0
Not accepted in ABS;Не принят в АБС;АБЖ-не қабылданған жоқ;state_notacceptedinabs;0
Recalled;Отозван;Кері шақыртылды;state_revoked;0
Recalled;Отозван;Кері шақыртылды;state_paid;0
Refused;Отказан;Бас тартылды;state_refused;0
Executed;Исполнен;Орындалды;state_executed;0
Accepted;Принят;Қабылдау;state_accepted;0
For payment;К оплате;Төлеуге;state_pay;0
Repayment from the payee's bank;Возврат от банка получателя;Алушының банкінен қайтару;state_return;0
Sent to the bank;Отправленные в банк;Банкке жөнелтілгендер;user_status_sendtobank;0
All types;Все типы;Барлық типтер;common_allTypes;0
Card statement;Выписка по картам;Карталар бойынша үзінді көшірме;translation_40;0
Download of loans;Загрузка кредитов;Кредиттерді  жүктеу;translation_41;0
Download of enterprises (organizations);Загрузка организаций;Ұйымдарды жүктеу;translation_42;0
Event ID;ИД события;Оқиғаның СД;event_id;0
Download of local banks;Загрузка локальных банков;Жергілікті банктерді жүктеу;job_LOCAL_BANK;0
Download of foreign banks;Загрузка иностранных банков;Шетелдік банктерді жүктеу;job_BANK;0
Download of payment destination codes;Загрузка кодов назначения платежа;Төлемнің белгілену кодтарын жүктеу;job_PAYMENT_CODE;0
Download of budget classification codes;Загрузка кодов бюджетной класификации;Бюджеттік жіктеу кодтарын жүктеу;job_BUDGET_CLASSIFICATION_CODE;0
Operation;Описание;Сипаттау;common_operation_desc;0
Place of birth;Место рождения;Туған жері;person_birth_place;0
Passport Number;Номер паспорта;Паспорт нөмірі;person_passport_number;0
Passport continuity date;Дата начала действия пасспорта;Төлқұжаттың әрекетінің басталу күні;person_passport_start_date;0
Passport expiry date;Дата окончания действия пасспорта;Төлқұжаттың әрекетінің аяқталу күні;person_passport_end_date;0
Place of passport issue;Место выдачи пасспорта;Төлқұжатты беру орны;place_passport_issue;0
Sex (Gender);Пол;Жыныс;gender;0
Male;Мужской;Еркек;Male;0
Female;Женский;Әйел;Female;0
Account statement depth (days);Глубина выписки по счету (дни);Шот бойынша үзінді көшірме тереңдігі (күндер);account_stm;0
Card statement depth (days);Глубина выписки по карте (дни);Карта бойынша үзінді көшірме тереңдігі (күндер);card_stm;0
