en;ru;uk;translation_key;output_channel
Break start time;Время начала перерыва;Час початку перерви;break_start_time;W
Break end time;Время окончания перерыва;Час завершення перерви;break_end_time;W
Length of amount too long;Размер числа превышает допустимое значение;Розмір числа перевищує припустиме значення;error_toLongField;W
Set date in next format 31.12.2017;Введите дату в следующем формате 31.12.2017;Введіть дату в форматі: 31.12.2017;set_date_in_format;W
Bank code;Код банка;Код банку;bankCode;W
Required field when payment amount more or equals then 10 000$;Обязательное поле при сумме платежа большей или равной 10 000$;Обов'язкове поле при сумі платежу більше або дорівнює 10 000 дол.США;required_field_10000;W
Template saved successfully;Шаблон успешно сохранен;Шаблон успішно збережено;template_saved;W
Saving template;Сохранение шаблона;Збереження шаблону;template_saving;W
Fill message template for channel;Заполните шаблон сообщения для канала;Заповніть шаблон повідомлення для каналу;notificationtype_messagetextempty;W
Save;Сохранить;Зберегти;common_updateDocument;W
Client's exposed order;Выставленные клиентам счета;Виставлення клієнтам рахунку;manager_exposedOrder;W
Planned balance;Плановый остаток;Доступний залишок;common_planBalance;W
Password doesn't match password policy;Комбинация символов не соответствует парольной политике;Комбінаія символів не відповідає парольній політиці;passPolicy;W
Password constraints more than 2 sequence characters;Не более 2-х повторяющихся подряд символов;Не біьше 2-х повторюваних підряд симвлів ;passSequence;W
Password constraints more than 2 sequence characters;Не более 2-х последовательных символов;Не біьше 2-х повторюваних симвлів ;passSeq2;W
translation for type document;Переводы для тип заявления;Платіж для тип заяви;translation_for_type_document;W
User id;Идентификатор пользователя;Ідентифікатор користувача;events_login;W
Clear orders settings;Удалить настройки виджетов;Видалити налаштування віджетів;clear_orders_settings;W
Mailing groups;Группы рассылки;Групи розсилки;mailing_groups;W
Correspondence;Почтовая переписка;Поштова переписка;mailing_correspondence;W
Mass mailing;Массовая рассылка;Масова розсилка;mass_mailing;W
View/Edit;Просмотр/Редактирование;Перегляд / Редагування;letter_view_edit;W
Sender name;Наименование отправителя;Назва відправника;sender_name;W
Sender account;Счет отправителя;Рахунок відправника;sender_acc;W
Receiver name;Наименование получателя;Назва отримувача;receiver_name;W
External ID;ID клиента АБС;ID клієнта АБС;abs_client_id;W
Should not contain;Не должно содержать;Не може включати;should_not_contain;W
All types;Все типы;Всі типи;common_allTypes;W
Birth place;Место рождения;Місце народження;person_birth_place;W
Passport Number;Номер паспорта;Номер паспорту;person_passport_number;W
Passport Start date;Дата начала действия пасспорта;Дата початку дії паспорту;person_passport_start_date;W
Passport End date;Дата окончания действия пасспорта;Дата закінчення дії паспорту;person_passport_end_date;W
Passport Place issue;Место выдачи пасспорта;Місце видачі паспорту;place_passport_issue;W
Gender;Пол;Стать;gender;W
Add Category;Добавить категорию;Додати категорію;provider_service_add_category;W
Category of services;Категории услуг;Категорії послуг;provider_service_categories;W
Name;Наименование;Назва;provider_service_name;W
Full name;Полное наименование;Повне найменування ;provider_service_full_name;W
Code;Код;Код;provider_service_full_code;W
Upper category;Категория верхнего уровня;Категорія верхнього рівня;provider_service_upper_category;W
Payment services;Платежные услуги;Плтіжні послуги;provider_service_payment_services;W
View Payment services;Просмотр Платежных услуг;Перегляд Платіжних послуг;provider_service_payment_services_view;W
Edit Payment services;Редактирование Платежных услуг;Редагування Платіжних послуг;m_provider_service_edit;W
Service Provider;Агрегаторы услуг;Агрегатори послуг;provider_service_providers;W
Add Provider;Добавить Агрегатор;Додати Агрегатор;provider_service_add_provider;W
Services;Услуги;Послуги;provider_service_services;W
Add Service;Добавить услугу;Додати послугу;provider_service_add_service;W
Field type;Тип поля;Тип поля;provider_service_field_type;W
Reference to dictionary;Ссылка на справочник;Посилання на довідник;provider_service_ref_to_dict;W
Provider name;Название провайдера;Назва провайдера;provider_service_provider_name;W
Add field;Добавить поле;Додати поле;provider_service_add_field;W
Export to MT;Экспорт в МТ;Експорт в МТ;export_mt;W
Export in MT format (documents):;Експортировано в формате МТ (документов):;Експортовано в форматі МТ (документів);export_mt_result;W
Information;Информация;Інформація ;navigation_infoAndSuggestions;W
Other operations;Прочие операции;Інші операції;navigation_otherTransactions;W
International transfers;Перевод валюты;Платіж в валюті;navigation_intTransfers;W
Invoices;Счета на оплату;Рахунки до сплати;navigation_invoices;W
Accounts and products;Счета и продукты;Рахунки і продукти;navigation_p_person_products;W
In national currency;В национальной валюте;В національній валюті;navigation_p_person_domTransfer;W
In currency;В валюте;В валюті;navigation_p_person_intTransfer;W
Transfers between own account;Между своими счетами;Між своїми рахунками;navigation_p_person_accountTransfer;W
Card transfers;Переводы между картами;Платежі між картами;navigation_p_person_p2p;W
To editing;Редактировать;Відкликати;action_toDraft;W
Send for signature;На подпись;На підпис;action_sendForSignature;W
symbols;символов;символів;common_symbolsForLength;W
Length;Поле должно быть;Поле має бути;common_length;W
Beneficiary account number and bank code could not be empty.;Номер счета и код банка плательщика не могут быть пустыми.;Номер рахунку і код банку не можуть бути пустими;error_acc_number_bik_not_null;W
Account number and amount could not be empty.;Номер счета плательщика и сумма платежа не могут быть пустыми;Номер рахунку платника і сума платежу не можуть бути пустими;error_acc_number_amount_not_null;W
5-7 account symbols must be -;5-7 символы счета должны быть -;5-7 символи рахунку мають бути - ;account_error_string2;W
The specified beneficiary account does not correspond to the selected bank. Bank code;Указанный счет получателя не соответствует выбранному банку. Код банка;Вказаний рахунок отримувача не відповідає обраному банку. Код банку;account_error_string1;W
Show;Показать;Відобразити;common_show;W
Client;Клиенты;Клієнти;clients;W
Активен;Активен;Активний;organization.grid.active;W
Opened;Открытый;Відкитий;common_active;W
Current accounts;Текущие счета;Рахунки;current_accounts;W
Cash Flow;Финансовая динамика;Фінансова динаміка;graph_title;W
Year;За год;За рік;graph_periodType_year;W
Quarter;За квартал;За квартал;graph_periodType_quarter;W
Month;За месяц;За місяць;graph_periodType_month;W
Balance;Остаток;Залишок;graph_dataType_balance;W
Credit;Приходы;Надходження;graph_dataType_credit;W
Debet;Расходы;Видатки;graph_dataType_debet;W
Domestic Payments;Платежи в нац. валюте;Платежі в нац.валюті;navigation_payments_expo;W
Conversions;Конвертации;Конвертація;navigation_conversion_expo;W
Welcome;Добро пожаловать;Ласкаво просимо;welcome;W
IIN;ИИН;ІПН;paymentOrder_payerCode_expo;W
Debit details;Реквизиты продажи;Реквізити продажу;document_conversionDebitDetails;W
Credit details;Реквизиты  покупки;Реквізити купівлі;document_conversionCreditDetails;W
Beneficiary details;Детали бенефициара;Деталі бенфеціара;paymentOrder_beneficiary;W
Internal payments;Внутренние платежи;Внутрішні платежі;document_transfer;W
The total length of the following Recipient fields;Суммарная длина следующих полей Получателя;Сумарна довжина наступних полів Отримувача;field_total_length;W
should not exceed 140 chars;не должна превышать 140 символов;Не повинно перевищувати 140 символів;should_not_exceed_140;W
Support contacts;Контакты службы клиентской поддержки:;Контакти служби клієнтської підтримки:;support_contacts;W
Account transfer;Перевод между своими счетами / Конвертация валюты;Платежі між власними рахунками/Конвертація валюти;paymentOrder_addNewAccountTransfer;W
Opened;Открытый;Відкитий;common_opened;W
Your personal manager;Ваш персональный менеджер;Ваш персональний менеджер;personal_manager;W
Search by beneficiary's details;Поиск по реквизитам получателя;Пошук за реквізитами отримувача;search_benefDetails;W
Password change;Изменение пароля;Зміна паролю;personal_changingPass;W
Validation for red balance;Проверка на красный баланс;Перевірка на червоний баланс;valid_redBalance;W
Количество дней после создания документа на протяжении которого его можна подписать;Количество дней после создания документа на протяжении которого его можна подписать;Кількість днів після створення документу, протягом яких можливе його підписання;valid_maxPeriodForDocumentExecution;W
Max amount for one payment (hrn.);Максимальная сумма по одному платежу (грн.);Максимальна сума по одному платежу (грн.);valid_maxAmountPerOperation;W
Max payments amount for day (hrn.);Максимальная сумма по платежам за день (грн.);Максимальна сума по платежам за день (грн.);valid_maxAmountPerDay;W
Max payments amount for month (hrn.);Максимальная сумма по платежам за месяц (грн.);Максимальна сума по платежам за місяць (грн.);valid_maxAmountPerMonth;W
Validation for unique main fields;Проверка на уникальность по основным полям;Перевірка на унікальність за основним полями;valid_uniqueMainFields;W
Validate account for  digital bank code;Проверка на соответсвие счета цифровому кода банка;Перевірка на відповідність рахунку цифровому коду банку;valid_validateAccountByBankCode;W
Edit the letter;Редактировать письмо;Редагувати лист;letter_edit;W
Reply letter;Ответить на письмо;Відповісти на лист;letter_reply;W
View letter chain;Просмотр переписки;Перегляд переписки;letter_chain_view;W
Sent to bank;Отправить в банк;Відправити в банк;action_sentToBank;W
Confirm by;Подтвердить;Підписати;confirmation_title;W
eSign;ЭЦП;ЕЦП;login_factor_Signature;W
Create exposed order;Выставление нового счета;Виставлення нового рахунку ;invoice_createNew;W
Информация;Информация;Інформація;page_expose_orders_information;W
Show closed cards;Показать закрытые карты;Відобразити закриті карти;showClosedCards;W
View and edit invoice;Просмотр/редактирование;Перегляд / Редагування;invoice_edit;W
Loan term;Срок займа;Строк займу;loanTerm;W
 months; месяца;місяця;months;W
Conversion;Конвертация валюты;Конвертація валюти;document_conversion;W
Name;Наименование;Назва;constraint_name;W
Type;Тип;Тип;constraint_type;W
Value;Значение;Значення;constraint_value;W
Is required;Признак обязательности;Ознака обов'язковості;constraint_isRequired;W
Error text;Текст ошибки;Текст помилки;constraint_error;W
Validations;Валидации полей;Валідація полів;constraint_validations;W
Enable;Включена;Включена;constraint_true;W
Disable;Отключена;Відключена;constraint_false;W
Warning;Предупреждение;Попередження;constraint_warn;W
Mandatory field;Обязательное поле;Обов'язкове поле;constraint_required_field;W
Max length;Максимальная длина поля;Максимальна довжина поля;constraint_max_length;W
Min length;Минимальная длина поля;Мінімальна довжина поля;constraint_min_length;W
Length;Длина поля;Довжина поля;constraint_length;W
Regular expression;Регулярное выражение;Регулярний вираз;constraint_regexp;W
Iban account validation;Iban валидация счета;iban валідація рахунку;constraint_iban;W
Tax number validation;Валидация налогового номера;Валідація податкового номеру;constraint_tax_number;W
Amount not null;Сумма не должна быть 0;Сума не може бути 0;constraint_amount_not_null;W
Check in database;Проверка в базе данных;Перевірка в базі даних;constraint_check_db;W
Check account for belonging to user;Проверка счета на принадлежность юзеру;Перевірка рахунку на належність юзеру;constraint_check_acc;W
Control vat;Контроль НДС;Контроль ПДВ;constraint_vat;W
Check value date;Проверка даты платежа;Перевірка дати платежу;constraint_value_date;W
Common document validation;Общая валидация документа;Загальна валідація документу;constraint_global;W
Document fields validation;Валидация полей документа;Валідація полів документу;constraint_fields_validation;W
Employee fields validation;Валидация полей сотрудников;Валідація полів співробітників;constraint_employee_validation;W
Handbook of KBE;Справочник КБЕ;Довідник КБЕ;constraint_db_residencyCodes;W
Handbook of budget codes;Справочник бюджетных кодов;Довідник бюджетних кодів;constraint_db_budgetCodes;W
Handbook of employee transfer categories;Справочник типов отчислений сотрудникам;Довідник типів відрахувань співробітникам;constraint_db_employeeTransferCategories;W
Handbook of Fee type;Справочник типов комисий;Доідник типів комісій;constraint_db_feeType;W
Handbook of countries;Справочник стран;Довідник країн;constraint_db_countries;W
Handbook of banks;Справочник банков;Довідник банків;constraint_db_bank;W
Handbook of local banks;Справочник локальных банков;Довідник локальних банків;constraint_db_localBanks;W
Handbook of currencies;Справочник валют;Довідник валют;constraint_db_currency;W
Yes;Да;Так;common_yes;W
No;Нет;Ні;common_no;W
Individual privilegies;Индивидуальные привилегии;Індивідуальні привілеї;companyperson_indprivileges;W
Collapse;Свернуть;Згорнути;common_collapse;W
Expand;Развернуть;Розвернути;common_expand;W
Service point status;Состояние отделения;Стан відділення;service_point_status;W
Open;Открыто;Відкрито;service_point_open;W
Closed;Закрыто;Закрито;service_point_closed;W
New currency;Создание новой Валюты;Створення нової валюти;currency_newcurrency;W
Currency editor;Обновление Валюты;Оновлення Валюти;currency_currencyeditor;W
Id;Ид;ID;common_short_id;W
Non blocked;Не блокирован;Не блокований;common_nonBlocked;W
Organization status;Статус организации;Статус підприємства /організації;common.organization.status;W
Payment for services;Оплата услуг;Сплата послуг;payment_service_view;W
Jobs;Задачи;Завдання;navigation_tasks;W
View payment order;Просмотр платежного поручения;Перегляд платіжного доручення;paymentOrder_view;W
View all rates;Посмотреть все курсы;Переглянути всі курси;err_all_rates;W
SMS;SMS;SMS-пароль;login_factor_SMS;W
Debit details;Реквизиты списания;Реквізити списання;document_transferDebitDetails;W
Credit details;Реквизиты  зачисления;Реквізити зарахування;document_transferCreditDetails;W
Tax code;ИНН;ІПН;common_tax_code;W
Create Category;Создать категорию;Створити категорію;provider_service_create_category;W
Edit Category;Редактировать категорию;Редагувати категорію;provider_service_edit_category;W
Create Provider;Создать Агрегатор;Створити Агрегатор;provider_service_create_provider;W
Edit Provider;Редактировать Агрегатор;Редагувати Агрегатор;provider_service_edit_provider;W
Organization tax code;ИИН/БИН Организации;ІПН/БІН Організації;common_organization_tax_code;W
Card does not supported;Карта не потдержуется;Карта не підтримується;error_card_does_not_supported;W
View/edit template of card transfer;Просмотр/редактирование шаблона перевода между картами;Перегляд / Редагування Шаблону переводу між картами;view_edit_template_card_transfer;W
Create card transfer;Создание перевода между картами;Створення переводу між картами;create_card_transfer;W
Create template of card transfer;Создание шаблона перевода между картами;Створення Шаблону переводу між картами;Create_template_card_transfer;W
View/edit card transfer;Просмотр/редактирование перевода между картами;Перегляд / Редагування переводу між картами;view_edit_card_transfer;W
A Letter type;Тип письма;Тип листа;letterType;W
View \ Edit International Template;Просмотр \ Редактирование  Шаблона международного платежа;Перегляд/редагування Шаблону міжнародного платежу;intTransfer_EditTemplate;W
create International transfer Template;Создание Шаблона международного платежа;Створення Шаблону міжнародного платежу;intTransfer_createTemplate;W
Action was taken;Выполнено действие;Виконана дія;didAction;W
documents;документами;документами;documents1;W
documents;документов;документів;documents2;W
on;над;над;on;W
Changing email;Изменение email;Зміна e-mail;personal_changingEmail;W
Contract amount;Сумма контракта;Сума контракту;common_contractAmount;W
Search by receiver;Поиск по получателю;Пошук по отримувачу;search_receiver_asia;W
Type;Тип;Тип;account_type;W
Registry;Реестр;Реєстр;common_list_of_employees;W
Issue date;Дата выпуска;Дата випуску;issueDate;W
Blocked sum;Заблокированная сумма;Заблокована сума;blockedSum;W
Delete document?;Удалить документ?;Видалити документ?;delete_document_title;W
Type;Тип;Тип;account_type;W
Account transfer;Перевод между счетами;Платежі між рахунками;DocType_AccountTransfer;W
Domestic transfer;Платеж в национальной валюте;Платіж в національній валюті;DocType_DomesticTransfer;W
International transfer;Международный платеж;Міжнародний платіж;DocType_InternationalTransfer;W
Document withdraw;Отзыв документа;Відкликання документу;DocType_DocumentWithdraw;W
Exposed order;Выставленные мной счета;Виставлені мною рахунки;DocType_ExposedOrder;W
Demand;Заявление;Заява;DocType_Demand;W
Payment order;Платёжное поручение;Платіжне доручення;DocumentSubType_PaymentOrder;W
Payroll;Зарплатное отчисление;Відрахування заробітної плати;DocumentSubType_Payroll;W
Pension contribution;Пенсионное отчисление;Пенсійне відрахування;DocumentSubType_PensionContribution;W
Social contribution;Социальное отчисление;Соціальне відрахування;DocumentSubType_SocialContribution;W
P2P;Карточный перевод;Картковий перевод;DocumentSubType_P2P;W
Email cannot be empty;Электронная почта не может быть пуста;Електронна пошта не може бути пустою;email_cant_be_empty;W
Incorrect email. use email like: jack@gmail.com;Недействительный емейл адрес . Используйте емейл вида: jack@gmail.com;Недійсний e-mail. Використовуйте e-mail виду: jack@gmail.com;email_dont_match_regex;W
Phone cannot be empty;Телефон не может быть пустым;Телефон не може бути пустим;phone_cant_be_empty;W
Incorrect phone. Use the phone like: +38 097 777 7777;Неверный телефон. Используйте телефон вида: +38 097 777 7777;Невіоний телефон. Використовуйте телефон виду: +38 097 777 7777;phone_dont_match_regex;W
Countries;Страны;Країни;common_countries;W
publish;Опубликовать;Опублікувати;common_publish;W
Account/card receiver;Счет/карта зачисления;Рахунок / карта зарахування;credit_card_acc_grid_column;W
Account/card payer;Счет/карта списания;Рахунок / карта списання;debit_card_acc_grid_column;W
New password could not match previous %d ones;Новый пароль не может соответствовать предыдущим %d паролям;Новий пароль не може повторювати попередні  %d паролі;passHistoryPolicy;W
Documents commission;Комисия по платежным документам;Комісія за платіжним дорученням;commission_documents;W
Calculate commission in banks ABS;Расчет комисии в АБС банка;Розрахунок комісії в АБС Банку;commission_calculate_in_abs;W
Logo not found;Логотип не найден;Логотип не знайдено;commission_logo_not_found;W
Logo file name;Имя файла логотипа;Ім'я файлк логотипу;commission_logo_file_name;W
This letter has already taken in work;Это письмо уже взято в работу;Цей лист уже взято в роботу;common_letter_blocked;W
Maximum letter body length - 2000!;Максимальная длина - 2000!;Максимальна довжина - 2000!;letter.validation.company.description.max.length;W
Company person id is not present;Company person id is not present;Company person id is not present;letter.validation.company.person;W
Letter body can not be empty;Текст письма не может быть пустым;Текст листа не може бути пустим;letter.validation.company.description;W
Edit Category;Редактировать Категорию;Редагувати Категорію;CodeCategory_EditCategory;W
Reason of blocking;Причина блокировки;Причини блокування;blocked_reason;W
Unblock reason;Причина разблокировки;Причина розблокування;unblock_reason;W
Place ID;ИД города;ID міста;place_id;W
Custom request;Заявка;Заявка;job_EXPORT_CUSTOM_REQUEST;W
Custom request state check;Проверка статусов заявок;Перевірка статусів заявок;job_CUSTOM_REQUEST_STATE_CHANGED;W
Max length 60;Длина не должна превышать 60 символов;Довжина не повинна перевищувати 60 символів;validation.maxLength60;W
Field could not be empty;Поле не может быть пустым;Поле не може бути пустим;validation.notEmpty;W
Server-side validation error;Ошибка валидации на стороне сервера;Помилка валідації на боці серверу;default_backend_validation_error;W
Request;Запрос;Запит;common.request;W
Save;Сохранить;Зберегти;common.save;W
Import new client;Импорт нового клиента;Імпорт нового клієнта;organizationsCreate_import;W
Status in DB;Статус в базе;Статус в базі;common_status_in_db;W
Wrong document type;Неправильный тип документа;Невірний тип документу;wrongDocumentType;W
Default;По умолчанию;По замовчуванню;common_default;W
Customer with such externalId already existed in DB;Организация с таким externalId уже существует в базе;Підприємство з таким externalId вже є в базі;customer.validation.externalId;W
You don't have enough privileges for this action;У вас недостаточно прав для этой операции;У Вас недостатньо прав для цієї операції;error.accessDenied;W
Download;Загрузить;Завантажити;common_download;W
Choose certificate;Выберите сертификат;Виберіть сертифікат;login_choose_certificate;W
Expiration time;Срок действия;Строк дії;login_expiration_time;W
No keys available;Нет доступных ключей;Відсутні доступні ключі;login_no_keys;W
There is no certificate in your key;В вашем ключе отсутствует сертификат;В вашому ключі відсутній сертифікат;login_no_keys_in_cert;W
Do you want to save the certificate on token?;Желаете сохранить сертификат на токен?;Бажаєте зберегти сертифікат до токену?;common_is_save_cert;W
Failed to save certificate;Не удалось сохранить сертификат;Не вдалось зберегти сертифікат;login_failed_save_cert;W
Enter the password for the storage;Введите пароль на хранилище;Введіть пароль до сховища;login_enter_password;W
The certificate was saved successfully. Enter the password for the storage;Сертификат сохранен успешно. Введите пароль на хранилище;Сертифікат збережено успішно. Введіть пароль до сховища;login_saved_enter_pass;W
Log;Журнал;Журнал;navigation_requests_title;W
Communication with clients;Коммуникации с клиентами;Комунікації з клієнтами;navigation_clients_communication;W
User settings;Настройка пользователей;Налаштування користувачів;navigation_users_settings;W
Is job active;Задача активна;Завдання активне;jobs.isActive;W
Manager;Менеджер;Менеджер;letter.chat.manager;W
Customer;Клиент;Клієнт;letter.chat.customer;W
Functionality is under development;Функционал в разработке;Функціонал в розробці;functionality_is_under_development;W
Notify on new letters;Уведомлять о новых сообщениях от пользователей;Повідомити про нові запити від користувачів;email_notification_on_new_letters;W
Processing...;Обработка...;Обробка;common_await;W
Min length;Поле должно быть не меньше;Значення повинно бути не менше;common_minLength;W
Set active/not active;Сделать активным/неактивным;Зробити активним / неактивним;jobs.setActivity;W
Actions with news;Действия с новостью;Дія з новиною;actions_with_news;W
Client;Клиент;Клієнт;events_client;W
Block;Блокировать;Блокувати;common_block;W
Unblock;Разблокировать;Розблокувати;common_unblock;W
Valid;Валидный;Валідний;key_ok;W
Not for document signing;Не для подписания документов;Не для підписання документів;key_not_for_sign;W
Unknown;Неизвестный;Невідомий;key_unknown;W
Inactive;Неактивен;Неактивний;key_inactive;W
Too early for signing;Рано для подписания;Зарано для підпису;key_too_early;W
Revoked;Отозваный;Відкликаний;key_revoked;W
Password expiration (min);Время жизни пароля (мин);Термін дії паролю (хв);key_expired;W
Confirm job deletion?;Подтвердить удаление джоба?;Підтвердити видалення джобу?;jobs.delete.confirmation;W
Error during job deletions;Ошибка при удалении джоба;Помилка при видаленні джобу;jobs.delete.error;W
The application for cash in the cash desk is submitted for one working day (transaction day). In the absence of an application, an additional fee of 0.10% of the issued amount is withdrawn.;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;Заявка на отримання готівки в касі подається за один робочий (операційний) день. У випадку відсутності заявки знімається додаткова комісія в розмірі 010% від суми такої видачі;translation_23;W
Certificate expired or not exist;Сертификат не найден или истек;Сертифікат не знайдено або термін його дії скінчився;login.certificateExpiredOrNotExist;W
New user warning;Предупреждение нового сотрудника;Попередження нового співробітника;privilege_new_user_warning;W
Favorite widget view;Просмотр виджета избранное;Перегляд віджету вибране;privilege_favorite_widget_view;W
BirthDate;Дата рождения;Дата народження;common_birthDate;W
documen_seria;Серия документа;Серія документу;common_documen_seria;W
Document number;Номер документа;Номер документу;common_document_number;W
Post index;Почтовый индекс;Поштовий індекс;common_post_index;W
Phone is empty;Телефон не заполнен;Телефон не заповнено;error_phone_is_empty;W
Password can not be equal to phone;Пароль не должен соответствовать телефону;Пароль не може співпадати з номером телефону;error_password_equal_phone;W
Year or month or day is empty;Год или месяц или день рождения не заполненны;Рік або місяць або день народження не заповнені;error_birthday_empty;W
Password can not contain birthday;Пароль не может содержать в себе дату рождения;Пароль не може включати в себе дату народження;error_password_can_not_contain_birthday;W
Password can not be:;Пароль не может быть:;Пароль не може бути:;error_password_can_not_be;W
Login is empty;Логин не заполнен;Логін не заповнено;error_login_is_empty;W
Password can not be equal to login;Пароль и логин не должны совпадать;Пароль і логін не повинні співпадати;error_password_can_not_be_equal_login;W
Password and password confirmation are different;Пароль и подтверждение пароля не одинаковы;Пароль і підтвердження паролю не однакові;error_password_and_confirmation_different;W
Forbidden for password words;Запрещенные для пароля слова;Заборонені для паролю слова;property_FORBIDDEN_PWD_WORDS;W
Certificates for mobile;Сертификаты для мобильных;Сертифікати для мобільних;certificate_mobile_delivery;W
Create request;Создать запрос;Створити запит;profile.createCertificateRequest;W
Sign request;Подписать запрос;Підписати запит;profile.signCertificateRequest;W
Unsigned;Не подписан;Не підписаний;common_unsigned;W
of the month;месяц;Місяць;jobs.of_the_month_postfix;W
Open / Close CRON manual;Открыть / закрыть CRON - мануал;Відкрити /закрити CRON - мануал;cron_manual.open_close;W
CRON manual;CRON - мануал;CRON - інструкція;cron_manual.title;W
Manual for correct cron setup;CRON - мануал для правильной настройки cron;CRON - інструкція для коректного налаштування cron;cron_manual.subtitle;W
Open CRON manual;Открыть CRON - мануал;Відкрити CRON - мануал;cron_manual.open;W
Close CRON manual;Закрыть CRON - мануал;Закрити CRON мануал;cron_manual.close;W
CRON manually input;Ручной ввод CRON;Ручний ввод CRON;cron_manually_input.title;W
CRON manually input;Ручной ввод CRON;Ручний ввод CRON;cron_manually_input.subtitle;W
Enter CRON;Введите CRON;Введіть CRON;cron_manually_input.enter_cron;W
Result CRON:;Результирующий CRON:;Результуючий CRON:;jobs.result_cron;W
back_to_login;назад к логину;Назад до логіну;back_to_login;W
Changing phone;Изменение телефона;Зміна телефону;personal_changingPhone;W
Back;Назад;Назад;common_back;W
Поле не может начинаться с нуля;Поле не может начинаться с нуля;Значення поля не може починатись з 0 (нуля);error_can_not_start_zero;W
Поле должно быть 8 или 10 символов;Поле должно быть 8 или 10 символов;Значення повинно мати 8 або 10 символів;error_wrong_tax_code;W
Дата регистрации документа;Дата регистрации документа;Дата реєстрації документа;document_registration_date;W
Пояснительная информация;Пояснительная информация;Пояснювальна інформація;explanatoryInfo;W
Идент. код плательщика, за которого выполняется платеж;Идент. код плательщика, за которого выполняется платеж;Ідентифікаційний код платника, за якого виконується платіж;thirdPartyTaxCode;W
Код вида расчета;Код вида расчета;Код виду розрахунку;payment_code_type;W
Серия/№ паспорта;Серия/№ паспорта;Серія / Номер паспорту;serial_passport_number;W
НДС;НДС;ПДВ;field_vat;W
Autopayment Rules;Правила автоавторизации платежей;Правила авторизації платежів;autopayment_rules;W
Denied Payments;Запрещенные платежи;Заборонені платежі;deniedpayment_rules;W
Create Autopayment Rules;Создание Правила автоавторизации платежей;Створення Правила авторизації платежів ;autopayment_rules_create;W
Edit Autopayment Rules;Редактирование Правила автоавторизации платежей;Редагування Правила авторизації платежів;autopayment_rules_edit;W
Delete Autopayment Rules?;Удалить Правило автоавторизации платежей?;Видалити Правило авторизації платежів?;autopayment_rules_delete;W
Create Denied Payment Rules;Создание Правила запрещенных платежей;Створення правилу заборонених платежів;denied_payment_rules_create;W
Edit Denied Payment Rules;Редактирование Правила запрещенных платежей;Редагування правила заборонених платежів;denied_payment_rules_edit;W
Delete Denied Payment Rules?;Удалить Правило запрещенных платежей?;Видалити правило заборонених платежів?;denied_payment_rules_delete;W
Payer Account Mask;Маска счета плательщика;Маска рахунку платника;payer_account_mask;W
Recipient Account Mask;Маска счета получателя;Маска рахунку отримувача;recipient_account_mask;W
Payment type;Тип платежа;Тип платежу;payment_type;W
internal;внутренний;Внутрішній;payment_type_internal;W
external;внешний;зовнішній;payment_type_external;W
Invalid account key;Неверный ключ счета;невірний ключ рахунку;account_InvalidKey;W
Rule already existed;Правило уже существует;Правило вже існує;error.validation.accounts_pair.existed;W
Should be fulfilled all necessary translation fields;Должны быть заполнены все обязательные поля;Мають бути заповнені всі обов'язкові поля;error.validation.all_necessary_fields;W
in;в;в;common.in;W
Your personal manager;Ваш персональный менеджер;Ваш персональний менеджер;chat.your_manager;W
is typing;печатает;Друкує;chat.typing;W
Enter message;Введите текст сообщения;Введіть текст повідомлення;chat.enter_message;W
Edit day;Редактирование дня;Редагування дня;calendar_EditDay;W
Editing a calendar;Редактирование календаря;Редагування календаря;calendarEditing;W
Creating a calendar;Создание календаря;Створення календаря;calendarCreating;W
Monday;Понедельник;Понеділок;common.monday;W
Tuesday;Вторник;Вівторок;common.tuesday;W
Wednesday;Среда;Середа;common.wednesday;W
Thursday;Четверг;Четвер;common.thursday;W
Friday;Пятница;П'ятниця;common.friday;W
Saturday;Субота;Субота;common.saturday;W
Sunday;Воскресенье;Неділя;common.sunday;W
Execution date;Дата выполнения;Дата виконання;execution_date;W
Execution week day;День недели выполнения;День тижня виконання;execution_week_day;W
Execution month day;День ежемесячного выполнения;День щоденного виконання;execution_month_day;W
Проверка на операционное время;Проверка на операционное время;Проверка на операционное время;operation_time;W
Вы отправляете документ в послеоперационное время. Согласно п.5.1.6 Тарифов за рассчетно-кассовое обслуживание клиентов ПАО "Альфа-Банк", за обработку данного документа предусмотрена дополнительная комиссия;Вы отправляете документ в послеоперационное время. Согласно п.5.1.6 Тарифов за рассчетно-кассовое обслуживание клиентов ПАО "Альфа-Банк", за обработку данного документа предусмотрена дополнительная комиссия;Вы отправляете документ в послеоперационное время. Согласно п.5.1.6 Тарифов за рассчетно-кассовое обслуживание клиентов ПАО "Альфа-Банк", за обработку данного документа предусмотрена дополнительная комиссия;error_after_operation_time;W
