en;ru;kk;translation_key;output_channel
specific Minute;Указанная минута;Көрсетілген минут;jobs.schedule.specificMinute;W
beetween Minute;Между минутами;Минуттар арасында;jobs.schedule.beetweenMinute;W
every Hour;Каждый час;Сағаттар арасында;jobs.schedule.everyHour;W
start From Hour;Начиная с определенного часа;Белгілі сағаттан бастап;jobs.schedule.startFromHour;W
specific Hour;Указанный час;Көрсетілген сағат;jobs.schedule.specificHour;W
beetween Hour;Между часами;Сағаттар арасында;jobs.schedule.beetweenHour;W
every Day;Каждый день;Күн сайын;jobs.schedule.everyDay;W
start From Day Of Week;Начиная с дня недели;Апта күнінен бастап;jobs.schedule.startFromDayOfWeek;W
start From Day Of Month;Начиная с дня Месяца;Айдың күнінен бастап;jobs.schedule.startFromDayOfMonth;W
specific Day Of Week;Определенный день недели;Аптаның белгілі күні;jobs.schedule.specificDayOfWeek;W
specific Day Of Month;Определенный день месяца;Айдың белгілі күні;jobs.schedule.specificDayOfMonth;W
every Month;Каждый месяц;Ай сайын;jobs.schedule.everyMonth;W
start From Month;Начиная с определенного месяца;Белгілі айдан бастап;jobs.schedule.ststartFromMonth;W
specific Month;Определенный месяц;Белгілі ай;jobs.schedule.specificMonth;W
beetween Month;Между месяцами;Айлар арасында;jobs.schedule.beetweenMonth;W
Second;Секунды ;Секундтар ;jobs.schedule.second;W
Minute;Минуты ;Минуттар ;jobs.schedule.minute;W
Hour;Часы ;Сағат ;jobs.schedule.hour;W
Day;Дни ;Күндер ;jobs.schedule.day;W
Month;Месяцы ;Айлар;jobs.schedule.Month;W
Every ;Каждый ;Әрбір ;jobs.Every;W
second(s) starting at second;секунду начиная с секунды;секунд секундтан бастап;jobs.second_starting_at_second;W
Every;Каждую;Әрбір;jobs.Every_second;W
Specific second (choose one or many);Определенная секунда (выберите одну или несколько);Белгілі секунд (біреусін немесе бірнешеуін таңдаңыз);jobs.Specific_second;W
Every second between second;Каждую секунду между секундой ;Секунд арасындағы секунд сайын;jobs.every_second_between_second;W
and second;и секундой;және секунд;jobs.and_second;W
minute(s) starting at minute;минуту начиная с минуты;минуттан бастап минут;jobs.minute_starting_at_minute;W
Specific minute (choose one or many);Определенная минута (выберите одну или несколько);Белгілі минут (біреусін немесе бірнешеуін таңдаңыз);jobs.specific_minute;W
Every minute between minute;Каждую минуту между минутой;Минут арасындағы минут сайын;jobs.Every_minute_between;W
and minute;и минутой;және минут;jobs.and_minute;W
Specific day of week (choose one or many);Определенный день недели (выберите один или несколько);Аптаның белгілі күні (біреусін немесе бірнешеуін таңдаңыз);jobs.Specific_day_of_week;W
Specific month (choose one or many);Определенный месяц (выберите один или несколько);Белгілі ай (біреусін немесе бірнешеуін таңдаңыз);jobs.Specific_month;W
month(s) starting in;месяц начиная с ;... айдан бастап ;jobs.month_starting_in;W
Every Month between month;Каждый месяц между месяцем;Ай арасындағы ай сайын;jobs.Every_Month_between;W
and month;и месяц;және ай;jobs.and_month;W
day starting at day;день начиная с дня;күннен бастап күн;jobs.day_starting_at_day;W
month starting on the;месяц начиная с;... бастап ай;jobs.month_starting_on;W
Specific day of month (choose one or many);Определенный день месяца (выберите один или несколько);Айдың белгілі күні (біреусін немесе бірнешеуін таңдаңыз);jobs.Specific_day_of_month;W
hour(s) starting at hour;час начиная с часа;сағаттан бастап сағат;jobs.hour_starting_at_hour;W
Specific hour (choose one or many);Определенный час (выберите один или несколько);Белгілі сағат (біреусін немесе бірнешеуін таңдаңыз);jobs.Specific_hour;W
Every hour between hour;каждый час между часом;Сағат арасындағы сағат сайын;jobs.Every_hour_between;W
and hour;и часом;және сағат;jobs.and_hour;W
By amount;По сумме;Сомасы бойынша;by_amount;W
Expand filter;Раскрыть фильтр;Сүзгіні ашу;expand_filter;W
Close filter;Скрыть фильтр;Сүзгіні жасыру;close_filter;W
All receivers;Все получатели;Барлық алушы;all_receivers;W
New;Новых;Жаңа;notifications_new;W
No new notifications;Нет новых уведомлений;Жаңа хабарлама жоқ;notifications_nonew;W
All accounts;Счета;Шоттар;all_accounts;W
All states;Все статусы;Барлық мәртебелер;all_states;W
All payers;Все плательщики;Барлық төлеушілер;all_payers;W
Quick links properties;Настройка быстрых ссылок;Жылдам сілтемелерді баптау;quick_links_props;W
Exposed order;Выставленные мной счета;Мен ұсынған шоттар;exposed_tab;W
Invoice;Выставленные мне счета;Маған ұсынылған шоттар;invoice_tab;W
Awaits Signature;Ожидающие подписи;Қол қоюды күтуде;task_awaits;W
Ready;Готовы к отправке;Жіберуге дайын;task_ready;W
With error;С ошибкой;Қатесі бар;task_with_error;W
Unpaid;Неоплаченые счета;Төленбеген шоттар;task_unpaid;W
ALL;ВСЕ;БАРЛЫҒЫ;working_all;W
ON SIGN;НА ПОДПИСЬ;ҚОЛ ҚОЮҒА;working_sign;W
WITH ERROR;С ОШИБКОЙ;ҚАТЕЛІГІ БАР;working_error;W
FOR SEND;К ОТПРАВКЕ;ЖІБЕРУГЕ;working_send;W
Running;Запущена;Іске қосылды;jobs.isRunning;W
change Active;Сменить активность;Белсенділікті аудару;jobs.changeActive;W
Stop;Остановить;Тоқтату;jobs.stop;W
Loading;Идёт загрузка;Қотару жүруде;common_loading;W
Creating key;Создаю ключ;Кілт жасау;signature_creatingKey;W
Key has been created;Ключ создан;Кілт жасалды;signature_createdKey;W
File import in progress;Идет загрузка файла;Файлды қотару жүруде;file_import_in_progress;W
File import;Импорт документов;Құжаттарды импорттау;file_import_title;W
Common balance;Общий суммарный остаток;Жалпы жиынтық қалдық;common_sum_balance;W
Logon to Personal Internet Banking;Вход в систему Интернет-банкинг;Интернет-банкинг жүйесіне кіру;login_expo_head;W
Departments;Отделения;Бөлімшелер;departments;W
Tariffs;Тарифы;Тарифтер;common_tariffs;W
Hereby I do authorize the Bank to submit the information about this payment/money transfer to the law-enforcement bodies and National Bank of the Republic of Kazakhstan, if so required.;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;Уәкілетті банкке бұл төлем және (немесе) ақша аударымы туралы ақпаратты Қазақстан Республикасының құқық қорғау органдарына және Ұлттық банкке беруге рұқсат етемін;intTransfer_isPermitGiveInformation;W
User type;Тип пользователя;Пайдаланушы түрі;events_executortype;W
Documents are signing;Подписываются документ(ы);Құжатқа (құжаттарға) қол қойылады;docSigning_processing;W
Phone number;Номер телефона;Телефон нөмірі;login_phone_number;W
Can't login by signature! Possible password incorrect.;Не удалось войти по цифровой подписи! Возможно, пароль введен неправильно.;Сандық қолтаңба бойынша кіру мүмкін болмады! Бәлкім, құпиясөз қате енгізілген шығар;login_signErr;W
Interface language;Язык интерфейса;Интерфейс тілі;personal_langSelector;W
Favorite;Избранное;Таңдаулы;favorite;W
Currency calculator;Калькулятор валюты;Валюта калькуляторы;currency_calc;W
Refreshed;Обновлено;Жаңартылды;er_refreshed;W
Buy;Покупка;Сатып алу;er_buy;W
Sell;Продажа;Сату;er_sell;W
Buy;Покупаю;Сатып аламын;calc_buy;W
Sell;Продаю;Сатамын;calc_sell;W
Calculate;Рассчитать;Есептеу;calc_calc;W
Reset;Сбросить;Ысыру;calc_reset;W
Result;Результат;Нәтижесі;calc_result;W
All accounts;Все счета;Барлық шоттар;common_all_accounts;W
Operations history;История операций;Амалдар тарихы;operation_history;W
Format statement;Формат выписки;Үзінді-көшірме форматы;format_statement;W
File;Файл;Файл;st_file;W
Search with purpose;Поиск по назначению платежа;Төлемнің тағайындалуы бойынша іздеу;search_purpose;W
Not chosen;Не выбрано;Таңдалған жоқ;common_notChosen;W
All operations;Все операции;Барлық амалдар;dt_allOperations;W
Main news;Главные новости;Бас жаңалықтар;news_main;W
Archive news;Архив новостей;Жаңалықтар мұрағаты;archive_news;W
Without template;Без шаблона;Үлгісіз;without_temp;W
By write-off amount;По сумме списания;Есептен шығару сомасы бойынша;at_writeOff;W
Enlistment amount;По сумме зачисления;Есептеу сомасы бойынша;at_enlistment;W
By rate;По курсу;Бағам бойынша;at_rate;W
By write-off account;По счету списания;Есептен шығару шоты бойынша;at_writeOffAcc;W
By Enlistment account;По счету зачисления;Есептеу шоты бойынша;at_enlistmentAcc;W
By write-off currency;По валюте списания;Есептен шығару валютасы бойынша;at_writeOffCurr;W
By enlistment currency;По валюте зачисления;Есептеу валютасы бойынша;at_enlistmentCurr;W
All currencies;Все валюты;Барлық валюта;all_currencies;W
All categories;Все категории;Барлық санаттар;all_categories;W
Forgot password;Забыли пароль;Құпиясөзді ұмыттыңыз ба?;login_forgot;W
Show all;Показать все;Барлығын көрсету;common_show_all;W
SMS require;Требовать СМС при входе;Кіретін кезде СМС талап ету;personal_smsrequire;W
Bank information;Информация о банке;Банк туралы ақпарат;footer_bankInfo;W
Bank requisites;Реквизиты банка;Банктің деректемелері;footer_requisites;W
Licences and solutions;Лицензии и решения;Лицензиялар мен шешімдер;footer_licence;W
Accountability;Отчетность;Есептілік;footer_accountability;W
International Payments;Платежи в ин. валюте;Шетел валютасындағы төлемдер;navigation_intTransfers_expo;W
name En;Наименование Английское;Ағылшынша атауы;common.nameEn;W
name Ru;Наименование Русское;Орысша атауы;common.nameRu;W
name KK;Наименование Казахское;Қазақша атауы;common.nameKK;W
Resend sms;Повторить смс;sms-ты қайталаңыз;resend_sms;W
BIN/IIN/INN;БИН/ИИН/ИНН;БСН/ЖСН/ЖСН;intTransfer_benefCode;W
Connection error. Check your digital signature software;Ошибка подключения. Проверьте установлено ли необходимое программное обеспечение для работы с ЭЦП;Қате қосылды. ЭСҚ-мен жұмыс істеуге арналған қажетті бағдарламалық жасақтаманың орнатылғанын тексеріңіз;socket_closed;W
Transfer between accounts;Перевод между счетами;Шоттар арасындағы аударым;actions_transfer;W
Conversion;Конвертация;Айырбастау;actions_conversion;W
Value on all languages;Значение на нескольких языках;Бірнеше тілдегі мәні;multilanguage_value_label;W
Contracts;Контракты;Келісім-шарттар;contracts;W
Start time;Время начала работы;Жұмыстың басталу уақыты;start_time;W
End time;Время окончания работы;Жұмыстың аяқталу уақыты;end_time;W
Break start time;Время начала перерыва;Үзілістің басталу уақыты;break_start_time;W
Break end time;Время окончания перерыва;Үзілістің аяқталу уақыты;break_end_time;W
Length of amount too long;Размер числа превышает допустимое значение;Санның үлкендігі рұқсат етілген мәннен асады;error_toLongField;W
Set date in next format 31.12.2017;Введите дату в следующем формате 31.12.2017;Күнді келесі үлгіде 31.12.2017 жазыңыз;set_date_in_format;W
Bank code;Код банка;Банктің коды;bankCode;W
Required field when payment amount more or equals then 10 000$;Обязательное поле при сумме платежа большей или равной 10 000$;Төлем сомасы 10 000$-дан үлкен немесе тең міндетті жолақ;required_field_10000;W
Template saved successfully;Шаблон успешно сохранен;Үлгі табысты сақталды;template_saved;W
Saving template;Сохранение шаблона;Үлгіні сақтау;template_saving;W
Fill message template for channel;Заполните шаблон сообщения для канала;Арнаға арналған хабарлама үлгісін толтырыңыз;notificationtype_messagetextempty;W
Save;Сохранить;Сақтау;common_updateDocument;W
Client's exposed order;Выставленные клиентам счета;Клиенттерге ұсынылған шоттар;manager_exposedOrder;W
Planned balance;Плановый остаток;Жоспарлы қалдық;common_planBalance;W
Password doesn't match password policy;Комбинация символов не соответствует парольной политике;Таңбалар комбинациясы құпиясөз саясатына сәйкес келмейді;passPolicy;W
Password constraints more than 2 sequence characters;Не более 2-х повторяющихся подряд символов;Бірінен кейін бірі қайталанатын 2 таңбадан аспайды;passSequence;W
Password constraints more than 2 sequence characters;Не более 2-х последовательных символов;2 реттік таңбадан аспайды;passSeq2;W
translation for type document;Переводы для тип заявления;Өтініш түріне арналған аударымдар;translation_for_type_document;W
User id;Идентификатор пользователя;Пайдаланушыны сәйкестендіргіш;events_login;W
Clear orders settings;Удалить настройки виджетов;Виджеттердің баптауларын жою;clear_orders_settings;W
Mailing groups;Группы рассылки;Жіберу топтары;mailing_groups;W
Correspondence;Почтовая переписка;Пошта арқылы хат алмасу;mailing_correspondence;W
Mass mailing;Массовая рассылка;Көпшілікке жіберу;mass_mailing;W
View/Edit;Просмотр/Редактирование;Қарау/редакциялау;letter_view_edit;W
Sender name;Наименование отправителя;Жіберушінің атауы;sender_name;W
Sender account;Счет отправителя;Жіберушінің шоты;sender_acc;W
Receiver name;Наименование получателя;Алушының атауы;receiver_name;W
External ID;ID клиента АБС;АБС клиентінің ID;abs_client_id;W
Should not contain;Не должно содержать;Қамтымауы тиіс;should_not_contain;W
All types;Все типы;Барлық түрлер;common_allTypes;W
Birth place;Место рождения;Туған жері;person_birth_place;W
Passport Number;Номер паспорта;Төлқұжат нөмірі;person_passport_number;W
Passport Start date;Дата начала действия пасспорта;Төлқұжаттың қолданыла бастаған күні;person_passport_start_date;W
Passport End date;Дата окончания действия пасспорта;Төлқұжаттың қолданылуының аяқталатын күні;person_passport_end_date;W
Passport Place issue;Место выдачи пасспорта;Төлқұжаттың берілген орны;place_passport_issue;W
Gender;Пол;Жынысы;gender;W
Add Category;Добавить категорию;Санатты қосу;provider_service_add_category;W
Category of services;Категории услуг;Қызметтер санаттары;provider_service_categories;W
Name;Наименование;Атауы;provider_service_name;W
Full name;Полное наименование;Толық атауы;provider_service_full_name;W
Code;Код;Коды;provider_service_full_code;W
Upper category;Категория верхнего уровня;Жоғары деңгей санаты;provider_service_upper_category;W
Payment services;Платежные услуги;Төлем қызметтері;provider_service_payment_services;W
View Payment services;Просмотр Платежных услуг;Төлем қызметтерін қарау;provider_service_payment_services_view;W
Edit Payment services;Редактирование Платежных услуг;Қызметті редакциялау;m_provider_service_edit;W
Service Provider;Агрегаторы услуг;Қызметтердің агрегаторлары;provider_service_providers;W
Add Provider;Добавить Агрегатор;Агрегаторды қосу;provider_service_add_provider;W
Services;Услуги;Қызметтер;provider_service_services;W
Add Service;Добавить услугу;Қызмет қосу;provider_service_add_service;W
Field type;Тип поля;Жолақ түрі;provider_service_field_type;W
Reference to dictionary;Ссылка на справочник;Анықтамалыққа сілтеме;provider_service_ref_to_dict;W
Provider name;Название провайдера;Провайдердің аты;provider_service_provider_name;W
Add field;Добавить поле;Жолақ қосу;provider_service_add_field;W
Export to MT;Экспорт в МТ;МТ-ға экспорттау;export_mt;W
Export in MT format (documents):;Экспортировано в формате МТ (документов):;МТ форматында экспортталды (Құжаттар):;export_mt_result;W
Overdue;Просроченный;Мерзімі өткен;ps_Overdue;W
Information and suggestions;Информация и предложения;Ақпарат пен ұсыныстар;navigation_infoAndSuggestions;W
Other operations;Прочие операции;Басқа амалдар;navigation_otherTransactions;W
International transfers;Перевод валюты;Валюта аудару;navigation_intTransfers;W
Invoices;Счета на оплату;Төленетін шоттар;navigation_invoices;W
Accounts and products;Счета и продукты;Шоттар мен өнімдер;navigation_p_person_products;W
In tenge;В тенге;Теңгемен;navigation_p_person_domTransfer;W
In currency;В валюте;Валютада;navigation_p_person_intTransfer;W
Transfers between own account;Между своими счетами;Өзінің шоттары арасында;navigation_p_person_accountTransfer;W
Card transfers;Переводы между картами;Карталар арасындағы аударымдар;navigation_p_person_p2p;W
To editing;Редактировать;Редакциялау;action_toDraft;W
Send for signature;На подпись;ҚОЛ ҚОЮҒА;action_sendForSignature;W
symbols;символов;... таңба;common_symbolsForLength;W
Length;Поле должно быть;Жолақ ... болуы тиіс;common_length;W
Beneficiary account number and bank code could not be empty.;Номер счета и код банка плательщика не могут быть пустыми.;Төлеуші шотының нөмірі мен банкісінің коды бос болмауы керек.;error_acc_number_bik_not_null;W
Account number and amount could not be empty.;Номер счета плательщика и сумма платежа не могут быть пустыми;Төлеуші шотының нөмірі мен төлем сомасы бос болмауы тиіс;error_acc_number_amount_not_null;W
5-7 account symbols must be -;5-7 символы счета должны быть -;Шоттың 5-7 таңбасы ... болуы тиіс;account_error_string2;W
The specified beneficiary account does not correspond to the selected bank. Bank code;Указанный счет получателя не соответствует выбранному банку. Код банка;Көрсетілген алушының шоты таңдалған банкке сәйкес келмейді. Банктің коды;account_error_string1;W
Show;Показать;Көрсету;common_show;W
Client;Клиенты;Клиенттер;clients;W
Активен;Активен;Белсенді;organization.grid.active;W
Opened;Открытый;Ашық;common_active;W
Current accounts;Текущие счета;Ағымдағы шоттар;current_accounts;W
Cash Flow;Финансовая динамика;Қаржы серпіні;graph_title;W
Year;За год;Бір жылда;graph_periodType_year;W
Quarter;За квартал;Бір тоқсанда;graph_periodType_quarter;W
Month;За месяц;Бір ай бұрын;graph_periodType_month;W
Balance;Остаток;Қалдық;graph_dataType_balance;W
Credit;Приходы;Кіріс;graph_dataType_credit;W
Debet;Расходы;Шығыс;graph_dataType_debet;W
Domestic Payments;Платежи в нац. валюте;Ұлттық валютадағы төлемдер;navigation_payments_expo;W
Conversions;Конвертации;Айырбастаулар;navigation_conversion_expo;W
Welcome;Добро пожаловать;Қош келдіңіз;welcome;W
IIN;ИИН;ЖСН;paymentOrder_payerCode_expo;W
Debit details;Реквизиты продажи;Сату деректемелері;document_conversionDebitDetails;W
Credit details;Реквизиты  покупки;Сатып алу деректемелері;document_conversionCreditDetails;W
Beneficiary details;Детали бенефициара;Бенефициардың егжей-тегжейі;paymentOrder_beneficiary;W
Internal payments;Внутренние платежи;Ішкі төлемдер;document_transfer;W
The total length of the following Recipient fields;Суммарная длина следующих полей Получателя;Алушының келесі жолақтарының жиынтық ұзындығы;field_total_length;W
should not exceed 140 chars;не должна превышать 140 символов;140 таңбадан аспауы тиіс;should_not_exceed_140;W
Support contacts;Контакты службы клиентской поддержки:;Клиеттерді қолдау қызметінің байланыстары:;support_contacts;W
Account transfer;Перевод между своими счетами / Конвертация валюты;Өз шоттарыңыз арасында аудару / Валюта айырбастау;paymentOrder_addNewAccountTransfer;W
Opened;Открытый;Ашық;common_opened;W
Your personal manager;Ваш персональный менеджер;Сіздің жеке менеджеріңіз;personal_manager;W
Search by beneficiary's details;Поиск по реквизитам получателя;Алушының деректемелері бойынша іздеу;search_benefDetails;W
Password change;Изменение пароля;Құпиясөзді өзгерту;personal_changingPass;W
Validation for red balance;Проверка на красный баланс;Қызыл балансқа тексеру;valid_redBalance;W
Validation for unique main fields;Проверка на уникальность по основным полям;Негізгі жолақтар бойынша бірегейлікке тексеру;valid_uniqueMainFields;W
Validate account for  digital bank code;Проверка на соответсвие счета цифровому кода банка;Шоттардың банктің сандық кодына сәйкестігін тексеру;valid_validateAccountByBankCode;W
Edit the letter;Редактировать письмо;Хатты редакциялау;letter_edit;W
Reply letter;Ответить на письмо;Хатқа жауап беру;letter_reply;W
View letter chain;Просмотр переписки;Өзара жазысқан хат-хабарларды қарау;letter_chain_view;W
Sent to bank;Отправить в банк;Банкке жіберу;action_sentToBank;W
Confirm by;Подтвердить;Растау;confirmation_title;W
eSign;ЭЦП;ЭСҚ;login_factor_Signature;W
Create exposed order;Выставление нового счета;Жаңа шоттар ұсыну;invoice_createNew;W
Информация;Информация;Ақпарат;page_expose_orders_information;W
Show closed cards;Показать закрытые карты;Жабық карталарды көрсету;showClosedCards;W
View and edit invoice;Просмотр/редактирование;Қарау/редакциялау;invoice_edit;W
Loan term;Срок займа;Қарыз мерзімі;loanTerm;W
 months; месяца; ай;months;W
Conversion;Конвертация валюты;Валюта айырбастау;document_conversion;W
Name;Наименование;Атауы;constraint_name;W
Type;Тип;Түрі;constraint_type;W
Value;Значение;Мәні;constraint_value;W
Is required;Признак обязательности;Міндеттілік белгісі;constraint_isRequired;W
Error text;Текст ошибки;Қателік мәтіні;constraint_error;W
Validations;Валидации полей;Жолақтар валидациялары;constraint_validations;W
Enable;Включена;Қосулы;constraint_true;W
Disable;Отключена;Өшірулі;constraint_false;W
Warning;Предупреждение;Ескерту;constraint_warn;W
Mandatory field;Обязательное поле;Міндетті жолақ;constraint_required_field;W
Max length;Максимальная длина поля;Жолақтың максималды ұзындығы;constraint_max_length;W
Min length;Минимальная длина поля;Жолақтың минималды ұзындығы;constraint_min_length;W
Length;Длина поля;Жолақтың ұзындығы;constraint_length;W
Regular expression;Регулярное выражение;Тұрақты көрсету;constraint_regexp;W
Iban account validation;Iban валидация счета;Шоттың Iban валидациясы;constraint_iban;W
Tax number validation;Валидация налогового номера;Салық нөмірінің валидациясы;constraint_tax_number;W
Amount not null;Сумма не должна быть 0;Сома 0 болмауы тиіс;constraint_amount_not_null;W
Check in database;Проверка в базе данных;Деректер базасынан тексеру;constraint_check_db;W
Check account for belonging to user;Проверка счета на принадлежность пользователю;Шоттардың пайдаланушыға тиесілі екендігін тексеру;constraint_check_acc;W
Control vat;Контроль НДС;ҚҚС бақылау;constraint_vat;W
Check value date;Проверка даты платежа;Төлем күнін тексеру;constraint_value_date;W
Common document validation;Общая валидация документа;Құжаттың жалпы валидациясы;constraint_global;W
Document fields validation;Валидация полей документа;Құжат жолақтарының валидациясы;constraint_fields_validation;W
Employee fields validation;Валидация полей сотрудников;Қызметкерлер жолақтарының валидациясы;constraint_employee_validation;W
Handbook of KBE;Справочник КБЕ;БеК анықтамалығы;constraint_db_residencyCodes;W
Handbook of budget codes;Справочник бюджетных кодов;Бюджеттік кодтар анықтамалығы;constraint_db_budgetCodes;W
Handbook of KNP;Справочник КНП;ТТК анықтамалығы;constraint_db_purposeCodes;W
Handbook of employee transfer categories;Справочник типов отчислений сотрудникам;Қызметкерлерге аударым түрлерінің анықтамалығы;constraint_db_employeeTransferCategories;W
Handbook of Fee type;Справочник типов комисий;Комиссия түрлерінің анықтамалығы;constraint_db_feeType;W
Handbook of countries;Справочник стран;Елдер анықтамалығы;constraint_db_countries;W
Handbook of banks;Справочник банков;Банктер анықтамалығы;constraint_db_bank;W
Handbook of local banks;Справочник локальных банков;Жергілікті банктер анықтамалығы;constraint_db_localBanks;W
Handbook of currencies;Справочник валют;Валюталар анықтамалығы;constraint_db_currency;W
Yes;Да;Иә;common_yes;W
No;Нет;Жоқ;common_no;W
Individual privilegies;Индивидуальные привилегии;Жеке артықшылықтар;companyperson_indprivileges;W
For individuals?;Для физических лиц?;Жеке тұлғалар үшін бе?;knp_for_individuals;W
Collapse;Свернуть;Кішірейту;common_collapse;W
Expand;Развернуть;Жаю;common_expand;W
Service point status;Состояние отделения;Бөлімшенің жағдайы;service_point_status;W
Open;Открыто;Ашық;service_point_open;W
Closed;Закрыто;Жабық;service_point_closed;W
New currency;Создание новой Валюты;Жаңа валюта жасау;currency_newcurrency;W
Currency editor;Обновление Валюты;Валютаны жаңарту;currency_currencyeditor;W
Id;Ид;ID;common_short_id;W
Non blocked;Не блокирован;Бұғатталмаған;common_nonBlocked;W
Organization status;Статус организации;Ұйымның мәртебесі;common.organization.status;W
Payment for services;Оплата услуг;Қызметтерді төлеу;payment_service_view;W
Jobs;Задачи;Мақсаттар;navigation_tasks;W
View payment order;Просмотр платежного поручения;Төлем тапсырмасын қарау;paymentOrder_view;W
View all rates;Посмотреть все курсы;Бағамдардың барлығын қарау;err_all_rates;W
SMS;SMS;SMS;login_factor_SMS;W
Debit details;Реквизиты списания;Есептен шығару деректемелері;document_transferDebitDetails;W
Credit details;Реквизиты  зачисления;Есептеу деректемелері;document_transferCreditDetails;W
Tax code;ИНН;ЖСН;common_tax_code;W
Create Category;Создать категорию;Санат жасау;provider_service_create_category;W
Edit Category;Редактировать категорию;Санатты редакциялау;provider_service_edit_category;W
Create Provider;Создать Агрегатор;Агрегатор жасау;provider_service_create_provider;W
Edit Provider;Редактировать Агрегатор;Агрегаторды редакциялау;provider_service_edit_provider;W
Organization tax code;ИИН/БИН Организации;Ұйымның ЖСН/БСН;common_organization_tax_code;W
Card does not supported;Карта не поддерживается;Картаға қолдау көрсетілмейді;error_card_does_not_supported;W
View/edit template of card transfer;Просмотр/редактирование шаблона перевода между картами;Карталар арасындағы аударым үлгісін қарау/редакциялау;view_edit_template_card_transfer;W
Create card transfer;Создание перевода между картами;Карталар арасында аударым жасау;create_card_transfer;W
Create template of card transfer;Создание шаблона перевода между картами;Карталар арасында аударым үлгісін жасау;Create_template_card_transfer;W
View/edit card transfer;Просмотр/редактирование перевода между картами;Карталар арасындағы аударымды қарау/редакциялау;view_edit_card_transfer;W
A Letter type;Тип письма;Хат түрі;letterType;W
View \ Edit International Template;Просмотр \ Редактирование  Шаблона международного платежа;Қарау / Халықаралық үлгіні редакциялау;intTransfer_EditTemplate;W
create International transfer Template;Создание Шаблона международного платежа;Халықаралық төлем үлгісін жасау;intTransfer_createTemplate;W
Action was taken;Выполнено действие;Әрекет орындалды;didAction;W
documents;документами;Құжаттармен;documents1;W
documents;документов;Құжат;documents2;W
on;над;над;on;W
Changing email;Изменение email;Электрондық поштаны өзгерту;personal_changingEmail;W
Contract amount;Сумма контракта;Келісім-шарттың сомасы;common_contractAmount;W
Type;Тип;Түрі;account_type;W
Registry;Реестр;Тізілім;common_list_of_employees;W
Issue date;Дата выпуска;Шығарылған күні;issueDate;W
Blocked sum;Заблокированная сумма;Бұғатталған сома;blockedSum;W
Delete document?;Удалить документ?;Құжатты жою керек пе?;delete_document_title;W
Type;Тип;Түрі;account_type;W
Account transfer;Перевод между счетами;Шоттар арасындағы аударым;DocType_AccountTransfer;W
Domestic transfer;Платеж в национальной валюте;Ұлттық валютадағы төлем;DocType_DomesticTransfer;W
International transfer;Международный платеж;Халықаралық төлем;DocType_InternationalTransfer;W
Document withdraw;Отзыв документа;Құжатты кері қайтару;DocType_DocumentWithdraw;W
Exposed order;Выставленные мной счета;Мен ұсынған шоттар;DocType_ExposedOrder;W
Demand;Заявление;Өтініш;DocType_Demand;W
Payment order;Платёжное поручение;Төлем тапсырмасы;DocumentSubType_PaymentOrder;W
Payroll;Зарплатное отчисление;Еңбекақы аударымы;DocumentSubType_Payroll;W
Pension contribution;Пенсионное отчисление;Зейнетақы аударымы;DocumentSubType_PensionContribution;W
Social contribution;Социальное отчисление;Әлеуметтік аударым;DocumentSubType_SocialContribution;W
P2P;Карточный перевод;Карта аударымы;DocumentSubType_P2P;W
Email cannot be empty;Электронная почта не может быть пуста;Электрондық пошта бос болмауы керек;email_cant_be_empty;W
Incorrect email. use email like: jack@gmail.com;Недействительный емейл адрес . Используйте емейл вида: jack@gmail.com;Электрондық пошта мекенжайы жарамсыз. jack@gmail.com түріндегі электрондық пошта мекенжайын пайдаланыңыз;email_dont_match_regex;W
Phone cannot be empty;Телефон не может быть пустым;Телефон бос болмауы керек;phone_cant_be_empty;W
Incorrect phone. Use the phone like: +7 777 777 7777;Неверный телефон. Используйте телефон вида: +7 777 777 7777;Қате телефон. +7 777 777 7777 түріндегі телефонды пайдаланыңыз;phone_dont_match_regex;W
Countries;Страны;Елдер;common_countries;W
publish;Опубликовать;Жариялау;common_publish;W
Account/card receiver;Счет/карта зачисления;Есептік жазба / тіркеу картасы;credit_card_acc_grid_column;W
Account/card payer;Счет/карта списания;Есептік жазба / карта;debit_card_acc_grid_column;W
New password could not match previous %d ones;Новый пароль не может соответствовать предыдущим %d паролям;Жаңа құпиясөз бұрынғы %d құпиясөздерге сәйкес келмеуі тиіс;passHistoryPolicy;W
Documents commission;Комисия по платежным документам;Төлем құжаттары бойынша комиссия;commission_documents;W
Calculate commission in banks ABS;Расчет комиссии в АБС банках;Комиссияны АБС банктерінде есептеу;commission_calculate_in_abs;W
Logo not found;Логотип не найден;Логотип табылмады;commission_logo_not_found;W
Logo file name;Имя файла логотипа;Логотип файлының аты;commission_logo_file_name;W
This letter has already taken in work;Это письмо уже взято в работу;Бұл хатпен жұмыс жүріп жатыр;common_letter_blocked;W
Maximum letter body length - 2000!;Максимальная длина - 2000!;Максималды ұзындық - 2000!;letter.validation.company.description.max.length;W
Company person id is not present;Нет id представителя организации;Ұйым өкілінің id жоқ;letter.validation.company.person;W
Letter body can not be empty;Текст письма не может быть пустым;Хаттың мәтіні бос болмауы керек;letter.validation.company.description;W
Edit Category;Редактировать Категорию;Санатты редакциялау;CodeCategory_EditCategory;W
