"id";"ru";"translation_key"
3427;БИК банка интернациональный;banks_bikBankIntNat
3428;Действие;events_action
3429;Отменить публикацию;createDemandType_unpublish
3430;БИК Банка Получателя;transferRequisites_recipientBankCode
3431;Связанные кнопка;CustomRequestType_relatedButton
3432;Создать;common_create
3491;Действия;operationsWithCity
3492;Статусы карт;cardsStatuses
3433;Это поле не должно превышать 20 символа!;noMore20Symbols
3434;Обязательность заполнения;requiredField
3435;Удален;customeruser_deleted
3436;Статус публикации: опубликовано;createDemandType_statusPublishedTrue
3437;Отозвать;common_withdraw
3438;Наименование;paymentOrder_recipientBankName
3439;Тип документа с таким кодом уже существует;docTypeWithSameCodeAlreadyExists
3440;Название типа задачи;jobs.type_name
3441;Название;currency_currencyname
3442;Действия;operationsWithBank
3443;Процентная ставка;interestRate
3444;КПП;counterparty_kpp
3445;Активный;sessions_active
3446;Завершенный;ps_Completed
3447;Создание назначения платежа;paymentOrder_createPaymentPurpose
3448;Прикрепить файл;intTransfer_uploadFile
3449;Дата с;common_periodFrom
3450;Подписать;common.sign
3451;Логин;login_login
3452;Организация не определена;common_orgIsNotDefined
3453;Добавить роль;role_add
3454;Оплатить;action_pay
3455;Войти;login_to_enter
3456;Эффективная процентная ставка;effectiveInterestRate
3457;Отмененный;ps_Canceled
3458;Блокирование/Разблокирование карты;cardBlockUnblock
3459;Список пользователей;customeruser_userslist
3460;Просмотр/редактирование Социального отчисления;paymentOrder_viewEditSocialContribution
3461;Типы курсов валют отсутствуют;noExchangeRateTypes
3462;Получить;common_get
3463;Менеджеры счёта;common_accountManagers
3464;Статус карты;cardStatus
3465;Страна (Банка Посредника);intTransfer_agentBankCountry
3466;Тип точки;pointType
3467;Просмотр деталей;common_details
3468;Уполномоченные лица;companyPersons_title
3469;Код ответа;requests_responseCode
3470;Почта;navigation_mail
3471;Действия;cardsOperations
3472;Редактирование роли;role_editTitle
3473;Создание роли;role_createTitle
3474;Быстрые ссылки;quick_links
3475;Показать клавиатуру;login_display_keyboard
3476;Издатель (DN);companyperson_certificate_issuerDN
3477;Сообщение;documentHistory_massage
3478;Автономный генератор;authfactorcreate_generator
3479;Создать шаблон;paymentOrder_createTemplate
3480;Изменить пароль;personal_changePassword
3481;Роль менеджера;managerView_role
3482;Тип с таким кодом уже существует;authfactoredit_alreadyexist
3483;Населённый пункт;common_locality
3484;Группа констант;global_settings.constants.table.col.group
3485;Краткое имя;customeruser_shortName
3486;Удалить настройки быстрых ссылок;clear_links_settings
3487;Дата завершения;completionDate
3488;Город;common_city
3494;Реквизиты;invoice_requisites
3495;БИК Банка Получателя;paymentOrder_recipientBankCode
3496;Срок действия;invoice_expire
3498;Принять;accept
3499;Продажа;exchangeRates_sale
3500;Зачисление;accTransfer_credit
3501;Создать новый тип заявлени;demandType_newDemand
3502;Назначение платежа;paymentOrder_paymentPurpose
3503;Менеджер;refunds.manager
3504;Вы действительно хотите удалить Вид карточных продуктов №;sureYouWantDeleteCardProductType
3505;Новый кредит;credit_addNewDemand
3506;Валюта;common_currency
3507;Состояние;common_state
3508;Группа типа задачи;jobs.job_group
3509;Выбранный Файл;upload_choosenFile
3510;Создать новый Банкомат/отделение/терминал;createAtmBranchTerminal
3511;Учетная запись;companyPersons_useraccount
3512;Просмотр/редактирование Платежного поручения;paymentOrder_viewEditOrder
3513;Выписка;navigation_statement
3514;Дата публикации;news_publDate
3515;Точка доставки заявления;CustomRequestType_demandEndPoint
3516;ЭЦП;authfactorcreate_signature
3517;Остаток;common_plannedBalance
3518;Менеджмент;navigation_management
3519;Редактирование правила для подписи;signingrules_edit_title
3520;Валюты отсутствуют;noCurrencies
3521;Просмотр и редактирование Причины разблокировки карты;viewingEditingCardUnblockReason
3522;Тип;limit_type
3523;Отправить на подпись;common.submit
3524;Настройки фильтра истории транзакций;transactionsHistoryFilterSettings
3525;размерность поля;temp_sizeField
3526;Валюта списания;paymentOrder_debitCurrency
3527;Валюта;intTransfer_currency
3528;Список сотрудников;paymentOrder_employeeList
3529;Исполнитель;events_executor
3530;Возвраты;navigation_returns
3531;Начальное состояние;documentHistory_previousState
3532;Сессии пользователей;sessions_title
3533;Создать новый Статус карт;createCardStatus
3534;Событие;eventview_title
3535;Вы действительно хотите удалить Тип документа;sureYouWantDeleteDocType
3536;Справочник: Курс валют;exchangeRates_handbook
3537;Недопустимые символы;paymentOrder_valid_invalidCharacters
3538;Просмотр и редактирование Кода бюджетной классификации(КБК);viewingEditingKBK
3539;События с;events_eventsfrom
3540;значение поля;common_fieldValue
3541;История транзакций;common_transactionHistory
3542;Документ с таким номером уже существует, рекомендуем указать следующий номер;paymentOrder_valid_documentExist
3594;Транслитерация;intTransfer_transliterate
3543;"Пожалуйста нажмите ""Продлить"" чтобы работать далее";mainbar_timeoutActions
3544;Системные справочники;systemHandbooks
3545;Создание типа счёта;creatingAccountType
3546;Имя шаблона;payment_templateName
3547;Перевыпуск;reissuance
3548;Подтвердите действие: Вы действительно хотите удалить элемент ?;demandType_confirm
3549;Справочник: Области;districts_handbook
3550;Действия;operationsWithKBK
3551;Активный;customeruser_active
3552;Просмотр/редактирование Пенсионноого отчисления;paymentOrder_viewEditPensionContribution
3553;История;common_history
3554;Добавить новое заявление;demandCreate_addNewDemand
3555;Идентификатор;global_settings.constants.id
3556;БИК/SWIFT;intTransfer_bankSwift
3557;Курс валют;navigation_exchangeRates
3559;Международный перевод валюты;navigation_currencyTransfer
3560;Удалить настройки колонок;clear_column_settings
3561;Создать новую задачу;jobs.new_job.title
3562;Филиалы банка;bankBranches
3563;Пользователь;documentHistory_user
3564;КБЕ;common_kbe
3565;Наименование Банка;refunds.sender.bank.name
3566;год;yearLowerCase
3567;Отклонён;common_rejected
3568;Значение из справочника;global_settings.constants.handbook_value
3569;Заблокированные транзакции;blockedTransactions
3571;Тип сертификата;certTypes
3572;Описание VO;intTransfer_codeVoDescription
3573;Виды кредитных продуктов;creditProductTypes
3574;Поле должно быть не больше;common_maxLength
3575;Счет списания;accTransfer_debitAccount
3576;Сумма от;signingrules_amountFrom
3577;Канал;events_channel
3578;Вы действительно хотите удалить Причину блокировки карты;sureYouWantDeleteCardBlockReason
3579;Это поле должно содержать только буквенные символы!;common_field_onlyletters
3580;Роль в организации;companyperson_organizationRole
3581;PDF;common_exporttopdf
3582;Платежи;navigation_payments
3583;Учетный номер контракта;common_contractAuditNumber
3584;Покупка;exchangeRates_purchase
3585;Ваш текст;yourText
3586;Это поле не должно превышать 512 символа!;noMore512Symbols
3587;Вы действительно хотите удалить Код бюджетной классификации №;sureYouWantDeleteKBK
3588;Скопировать календарь;copyCalendar
3589;Телефон;customeruser_phone
3590;Возвраты;refunds.title
3591;Национальный банк Республики Казахстан;exchangeRates_nbrk
3592;Сумма;domTransfer_amount
3593;Периодичность;standing.order.periodicity
3595;Юридический статус;organizationsCreate_persontype
3596;Имя плательщика;common_fullName
3597;Создание Вида карточных продуктов;creatingCardProductType
3598;Установить по умолчанию;common_setDefault
3599;Дополнительно;additionally
3600;БИН/ИИН;senderBIN
3601;Действия;operationsWithCardsStatus
3602;Дата;events_eventdate
3603;Исходящий остаток;carriedForwardBalance
3604;добавить поле типа заявления;add_custom_field
3605;Создать новый тип;common_createNewType
3606;ФИО;sessions_username
3607;"3 буквенных символа";common_field_3letters
3608;Ошибка загрузки списка календарей. Перезагрузите страницу или попробуйте позже;calendarsLoadingErrorReload
3609;Тарифы УЦ;tariffs
3610;Блок реквизитов: Информациия от банка;refunds.infoFromBank
3611;Отправлено;sent
3612;Типы документов;signingrules_doctypes
3613;Сессия завершится через;mainbar_timeoutWarning
3614;символов максимальная длина;paymentOrder_valid_lengthLimit
3615;iban имеет не правильный формат;common.iban.wrongCode
3616;Технологический сертификат;companyperson_certificate_temp
3617;Отправить;send
3618;Сотрудники;navigation_employees
3619;IP терминала;events_terminal2
3620;Ссылка;link
3621;Изменить;Common_change
3622;Возврат по пенсионному отчислению;refunds.pensioncontribution
3623;Общая заблокированная сумма;totalBlockedAmount
3624;Код;paymentOrder_payerResidencyCode
3625;Дополнительная информация;paymentOrder_info
3626;Меню менеджера;page_managermenutitle
3627;Кор. счет;intTransfer_correspondentAccount
3628;Стоимость;cost
3629;Шаблон уведомления;template_notification
3630;Роли;companyPersonEdit_roletabTitle
3631;Контрагент;counterparty
3632;Продлить;mainbar_continue
3633;Действия;operationsWithDepositProductType
3634;Файлы;intTransfer_files
3635;Блокировка/Разблокировка карты;title_block_unblock
3636;Номер карты;card_number
3637;Блокирован;card_number_is_blocked
3638;Данные в таблице отсутствуют;grid_emptyRowLabel
3639;Часы;hour
3640;Минуты;minute
3641;Заявление;demand_tab
3642;По документу;for_document
3643;Группа задач;jobsGroup.edit_jobGroup.title
3644;Номер черновика;draft_number
3645;Тип черновика;draft_type
3646;Банк посредник;bank_correspondent
3647;Документ;document
3648;Настройки входа;personal_login
3649;документом;document1
3650;кликните чтобы скрыть это сообщение;Click_hide_this_message
3651;Каждую секунду;jobs.schedule.everySecond
3652;Начиная с секунды / интервал;jobs.schedule.startFromSecond
3653;Указаны секунды;jobs.schedule.specificSecond
3654;Между секундами;jobs.schedule.beetweenSecond
3655;Каждую минуту;jobs.schedule.everyMinute
3656;Начиная с минуты / интервал;jobs.schedule.startFromMinute
3657;Указаны минуты;jobs.schedule.specificMinute
3658;Между минутами;jobs.schedule.beetweenMinute
3659;Каждый час;jobs.schedule.everyHour
3660;Начиная с часа / интервал;jobs.schedule.startFromHour
3661;Указаны часы;jobs.schedule.specificHour
3662;Между часами;jobs.schedule.beetweenHour
3663;Каждый день;jobs.schedule.everyDay
3664;Начиная с дня недели;jobs.schedule.startFromDayOfWeek
3665;Начиная с дня месяца;jobs.schedule.startFromDayOfMonth
3666;Определенный день недели;jobs.schedule.specificDayOfWeek
3667;Определенный день месяца;jobs.schedule.specificDayOfMonth
3668;Каждый месяц;jobs.schedule.everyMonth
3669;Начиная с месяца / интервал;jobs.schedule.ststartFromMonth
3670;Определенные месяца;jobs.schedule.specificMonth
3671;Между месяцами;jobs.schedule.beetweenMonth
3672;Секунды ;jobs.schedule.second
3673;Минуты ;jobs.schedule.minute
3674;Часы ;jobs.schedule.hour
3675;Дни ;jobs.schedule.day
3676;Месяцы ;jobs.schedule.Month
3677;через каждый ;jobs.Every
3678;Начиная с секунды;jobs.second_starting_at_second
3679;через каждую;jobs.Every_second
3680;Определенная секунда (выберите одну или несколько);jobs.Specific_second
3681;Каждую секунду между секундой ;jobs.every_second_between_second
3682;и секундой;jobs.and_second
3683;Начиная с минуты;jobs.minute_starting_at_minute
3684;Определенная минута (выберите одну или несколько);jobs.specific_minute
3685;Каждую минуту между минутой;jobs.Every_minute_between
3686;и минутой;jobs.and_minute
3687;Определенный день недели (выберите один или несколько);jobs.Specific_day_of_week
3688;Определенный месяц (выберите один или несколько);jobs.Specific_month
3689;Начиная с ;jobs.month_starting_in
3690;Каждый месяц между месяцем;jobs.Every_Month_between
3691;и месяцем;jobs.and_month
3692;Начиная с дня;jobs.day_starting_at_day
3693;месяц начиная с;jobs.month_starting_on
3694;Определенный день месяца (выберите один или несколько);jobs.Specific_day_of_month
3695;Начиная с часа;jobs.hour_starting_at_hour
3696;Определенный час (выберите один или несколько);jobs.Specific_hour
3697;каждый час между часом;jobs.Every_hour_between
3698;и часом;jobs.and_hour
3699;По сумме;by_amount
3700;Раскрыть фильтр;expand_filter
3701;Скрыть фильтр;close_filter
3702;Все получатели;all_receivers
3703;Новых;notifications_new
3704;Нет новых уведомлений;notifications_nonew
3705;Счета;all_accounts
3706;Все статусы;all_states
3707;Все плательщики;all_payers
3708;Настройка быстрых ссылок;quick_links_props
3709;Мной счета;exposed_tab
3710;Мне счета;invoice_tab
3711;Ожидающие подписи;task_awaits
3712;Готовы к отправке;task_ready
3713;С ошибкой;task_with_error
3714;Неоплаченые счета;task_unpaid
3717;С ОШИБКОЙ;working_error
3718;К ОТПРАВКЕ;working_send
3719;Запущена;jobs.isRunning
3720;Сменить активность;jobs.changeActive
3721;Остановить;jobs.stop
3722;Идёт загрузка;common_loading
3723;Создаю ключ;signature_creatingKey
3724;Ключ создан;signature_createdKey
3725;Идет загрузка файла;file_import_in_progress
3726;Импорт документов;file_import_title
3727;Общий суммарный остаток;common_sum_balance
3728;Вход в систему Интернет-банкинг;login_expo_head
3729;Отделения;departments
3730;Тарифы;common_tariffs
3731;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;intTransfer_isPermitGiveInformation
3732;Тип пользователя;events_executortype
3733;Подписываются документ(ы);docSigning_processing
3734;Номер телефона;login_phone_number
3735;Не удалось войти по цифровой подписи! Возможно, пароль введен неправильно.;login_signErr
3736;Язык интерфейса;personal_langSelector
3737;Избранное;favorite
3738;Калькулятор валюты;currency_calc
3739;Обновлено;er_refreshed
3740;Покупка;er_buy
3741;Продажа;er_sell
3742;Покупаю;calc_buy
3743;Продаю;calc_sell
3744;Рассчитать;calc_calc
3745;Сбросить;calc_reset
3746;Результат;calc_result
3747;Все счета;common_all_accounts
3748;История операций;operation_history
3749;Формат выписки;format_statement
3750;Файл;st_file
3751;Поиск по назначению платежа;search_purpose
3752;Не выбрано;common_notChosen
3753;Все операции;dt_allOperations
3754;Главные новости;news_main
3755;Архив новостей;archive_news
3756;Без шаблона;without_temp
3757;По сумме списания;at_writeOff
3758;По сумме зачисления;at_enlistment
3759;По курсу;at_rate
3760;По счету списания;at_writeOffAcc
3761;По счету зачисления;at_enlistmentAcc
3762;По валюте списания;at_writeOffCurr
3763;По валюте зачисления;at_enlistmentCurr
3764;Все валюты;all_currencies
3765;Все категории;all_categories
3766;Забыли пароль;login_forgot
3767;Показать все;common_show_all
3768;Требовать СМС при входе;personal_smsrequire
3769;Информация о банке;footer_bankInfo
3770;Реквизиты банка;footer_requisites
3771;Лицензии и решения;footer_licence
3772;Отчетность;footer_accountability
3773;Платежи в ин. валюте;navigation_intTransfers_expo
3774;Наименование Английское;common.nameEn
3775;Наименование Русское;common.nameRu
3776;Наименование Казахское;common.nameKK
3777;Повторить смс;resend_sms
3778;БИН/ИИН/ИНН;intTransfer_benefCode
3779;Ошибка подключения. Проверьте установлено ли необходимое программное обеспечение для работы с ЭЦП;socket_closed
3780;Перевод между счетами;actions_transfer
3781;Конвертация;actions_conversion
3782;Значение на нескольких языках;multilanguage_value_label
3783;Контракты;contracts
3784;Время начала работы;start_time
3785;Время окончания работы;end_time
3786;Время начала перерыва;break_start_time
3787;Время окончания перерыва;break_end_time
3788;Размер числа превышает допустимое значение;error_toLongField
3789;Введите дату в следующем формате 31.12.2017;set_date_in_format
3790;Код банка;bankCode
3791;Обязательное поле при сумме платежа большей или равной 10 000$;required_field_10000
3792;Шаблон успешно сохранен;template_saved
3793;Сохранение шаблона;template_saving
3794;Заполните шаблон сообщения для канала;notificationtype_messagetextempty
3795;Сохранить;common_updateDocument
3796;Выставленные клиентам счета;manager_exposedOrder
3798;Комбинация символов не соответствует парольной политике;passPolicy
3799;Не более 2-х повторяющихся подряд символов;passSequence
3800;Не более 2-х последовательных символов;passSeq2
3801;Переводы для тип заявления;translation_for_type_document
3802;Идентификатор пользователя;events_login
3803;Удалить настройки виджетов;clear_orders_settings
3804;Группы рассылки;mailing_groups
3805;Почтовая переписка;mailing_correspondence
3806;Массовая рассылка;mass_mailing
3807;Просмотр/Редактирование;letter_view_edit
3808;Наименование отправителя;sender_name
3809;Счет отправителя;sender_acc
3810;Наименование получателя;receiver_name
3811;ID клиента АБС;abs_client_id
3812;Не должно содержать;should_not_contain
3813;Все типы;common_allTypes
3814;Место рождения;person_birth_place
3815;Номер паспорта;person_passport_number
3816;Дата начала действия пасспорта;person_passport_start_date
3817;Дата окончания действия пасспорта;person_passport_end_date
3818;Место выдачи пасспорта;place_passport_issue
3819;Пол;gender
3820;Добавить категорию;provider_service_add_category
3821;Категории услуг;provider_service_categories
3822;Наименование;provider_service_name
3823;Полное наименование;provider_service_full_name
3824;Код;provider_service_full_code
3825;Категория верхнего уровня;provider_service_upper_category
3826;Платежные услуги;provider_service_payment_services
3827;Просмотр Платежных услуг;provider_service_payment_services_view
3828;Редактирование Платежных услуг;m_provider_service_edit
3829;Агрегаторы услуг;provider_service_providers
3830;Добавить Агрегатор;provider_service_add_provider
3831;Услуги;provider_service_services
3832;Добавить услугу;provider_service_add_service
3833;Тип поля;provider_service_field_type
3834;Ссылка на справочник;provider_service_ref_to_dict
3835;Название провайдера;provider_service_provider_name
3836;Добавить поле;provider_service_add_field
3837;Экспорт в МТ;export_mt
3838;Експортировано в формате МТ (документов):;export_mt_result
3839;Просроченный;ps_Overdue
3840;Информация;navigation_infoAndSuggestions
3841;Прочие операции;navigation_otherTransactions
3842;Перевод валюты;navigation_intTransfers
3843;Счета на оплату;navigation_invoices
3844;Счета и продукты;navigation_p_person_products
3845;В национальной валюте;navigation_p_person_domTransfer
3846;В валюте;navigation_p_person_intTransfer
3847;Между своими счетами;navigation_p_person_accountTransfer
3848;Переводы между картами;navigation_p_person_p2p
3850;На подпись;action_sendForSignature
3851;символов;common_symbolsForLength
3852;Поле должно быть;common_length
3853;Номер счета и код банка плательщика не могут быть пустыми.;error_acc_number_bik_not_null
3854;Номер счета плательщика и сумма платежа не могут быть пустыми;error_acc_number_amount_not_null
3855;"5-7 символы счета должны быть -";account_error_string2
3901;Срок займа;loanTerm
3856;Указанный счет получателя не соответствует выбранному банку. Код банка;account_error_string1
3857;Показать;common_show
3858;Клиенты;clients
3281;Активен;organization.grid.active
3859;Открытый;common_active
3861;Финансовая динамика;graph_title
3862;За год;graph_periodType_year
3863;За квартал;graph_periodType_quarter
3864;За месяц;graph_periodType_month
3865;Остаток;graph_dataType_balance
3866;Приходы;graph_dataType_credit
3867;Расходы;graph_dataType_debet
3868;Платежи в нац. валюте;navigation_payments_expo
3869;Конвертации;navigation_conversion_expo
3870;Добро пожаловать;welcome
3871;ИИН;paymentOrder_payerCode_expo
3872;Реквизиты продажи;document_conversionDebitDetails
3873;Реквизиты  покупки;document_conversionCreditDetails
3874;Детали бенефициара;paymentOrder_beneficiary
3875;Внутренние платежи;document_transfer
3876;Суммарная длина следующих полей Получателя;field_total_length
3877;не должна превышать 140 символов;should_not_exceed_140
3878;Контакты службы клиентской поддержки:;support_contacts
3879;Перевод между своими счетами / Конвертация валюты;paymentOrder_addNewAccountTransfer
3880;Открытый;common_opened
3881;Ваш персональный менеджер;personal_manager
3882;Поиск по реквизитам получателя;search_benefDetails
3883;Изменение пароля;personal_changingPass
3884;Проверка на красный баланс;valid_redBalance
3885;Количество дней после создания документа на протяжении которого его можна подписать;valid_maxPeriodForDocumentExecution
3886;Максимальная сумма по одному платежу (грн.);valid_maxAmountPerOperation
3887;Максимальная сумма по платежам за день (грн.);valid_maxAmountPerDay
3888;Максимальная сумма по платежам за месяц (грн.);valid_maxAmountPerMonth
3889;Проверка на уникальность по основным полям;valid_uniqueMainFields
3890;Проверка на соответсвие счета цифровому кода банка;valid_validateAccountByBankCode
3891;Редактировать письмо;letter_edit
3892;Ответить на письмо;letter_reply
3893;Просмотр переписки;letter_chain_view
3894;Отправить в банк;action_sentToBank
3896;ЭЦП;login_factor_Signature
3897;Выставление нового счета;invoice_createNew
3898;Информация;page_expose_orders_information
3899;Показать закрытые карты;showClosedCards
3900;Просмотр/редактирование;invoice_edit
3903;Конвертация валюты;document_conversion
3904;Наименование;constraint_name
3905;Тип;constraint_type
3906;Значение;constraint_value
3907;Признак обязательности;constraint_isRequired
3908;Текст ошибки;constraint_error
3909;Валидации полей;constraint_validations
3910;Включена;constraint_true
3911;Отключена;constraint_false
3912;Предупреждение;constraint_warn
3913;Обязательное поле;constraint_required_field
3914;Максимальная длина поля;constraint_max_length
3915;Минимальная длина поля;constraint_min_length
3916;Длина поля;constraint_length
3917;Регулярное выражение;constraint_regexp
3918;Iban валидация счета;constraint_iban
3919;Валидация налогового номера;constraint_tax_number
3920;Сумма не должна быть 0;constraint_amount_not_null
3921;Проверка в базе данных;constraint_check_db
3922;Проверка счета на принадлежность юзеру;constraint_check_acc
3923;Контроль НДС;constraint_vat
3924;Проверка даты платежа;constraint_value_date
3925;Общая валидация документа;constraint_global
3926;Валидация полей документа;constraint_fields_validation
3927;Валидация полей сотрудников;constraint_employee_validation
3928;Справочник КБЕ;constraint_db_residencyCodes
3929;Справочник бюджетных кодов;constraint_db_budgetCodes
3930;Справочник КНП;constraint_db_purposeCodes
3931;Справочник типов отчислений сотрудникам;constraint_db_employeeTransferCategories
3932;Справочник типов комисий;constraint_db_feeType
3933;Справочник стран;constraint_db_countries
3934;Справочник банков;constraint_db_bank
3935;Справочник локальных банков;constraint_db_localBanks
3936;Справочник валют;constraint_db_currency
3937;Да;common_yes
3938;Нет;common_no
3939;Индивидуальные привилегии;companyperson_indprivileges
3940;Для физических лиц?;knp_for_individuals
3941;Свернуть;common_collapse
3942;Развернуть;common_expand
3943;Состояние отделения;service_point_status
3944;Открыто;service_point_open
3945;Закрыто;service_point_closed
3946;Создание новой Валюты;currency_newcurrency
1456;Обновление Валюты;currency_currencyeditor
3947;Ид;common_short_id
3948;Не блокирован;common_nonBlocked
3949;Статус организации;common.organization.status
3950;Оплата услуг;payment_service_view
3951;Задачи;navigation_tasks
3952;Просмотр платежного поручения;paymentOrder_view
3953;Посмотреть все курсы;err_all_rates
3955;Реквизиты списания;document_transferDebitDetails
3956;Реквизиты  зачисления;document_transferCreditDetails
3958;Создать категорию;provider_service_create_category
3959;Редактировать категорию;provider_service_edit_category
3960;Создать Агрегатор;provider_service_create_provider
3961;Редактировать Агрегатор;provider_service_edit_provider
3962;ИИН/БИН Организации;common_organization_tax_code
3963;Карта не потдержуется;error_card_does_not_supported
3964;Просмотр/редактирование шаблона перевода между картами;view_edit_template_card_transfer
3965;Создание перевода между картами;create_card_transfer
3966;Создание шаблона перевода между картами;Create_template_card_transfer
3967;Просмотр/редактирование перевода между картами;view_edit_card_transfer
3968;Тип письма;letterType
3969;Просмотр \ Редактирование  Шаблона международного платежа;intTransfer_EditTemplate
3970;Создание Шаблона международного платежа;intTransfer_createTemplate
3971;Выполнено действие;didAction
3972;документами;documents1
3973;документов;documents2
3974;над;on
3975;Изменение email;personal_changingEmail
3976;Сумма контракта;common_contractAmount
3977;Поиск по получателю;search_receiver_asia
3979;Реестр;common_list_of_employees
3980;Дата выпуска;issueDate
3981;Заблокированная сумма;blockedSum
3982;Удалить документ?;delete_document_title
3978;Тип;account_type
3983;Перевод между счетами;DocType_AccountTransfer
3984;Платеж в национальной валюте;DocType_DomesticTransfer
3985;Международный платеж;DocType_InternationalTransfer
3986;Отзыв документа;DocType_DocumentWithdraw
3987;Выставленные мной счета;DocType_ExposedOrder
3988;Заявление;DocType_Demand
3989;Платёжное поручение;DocumentSubType_PaymentOrder
3990;Зарплатное отчисление;DocumentSubType_Payroll
3991;Пенсионное отчисление;DocumentSubType_PensionContribution
3992;Социальное отчисление;DocumentSubType_SocialContribution
3993;Карточный перевод;DocumentSubType_P2P
3994;Электронная почта не может быть пуста;email_cant_be_empty
3995;Недействительный емейл адрес . Используйте емейл вида: jack@gmail.com;email_dont_match_regex
3996;Телефон не может быть пустым;phone_cant_be_empty
3997;Неверный телефон. Используйте телефон вида: +38 097 777 7777;phone_dont_match_regex
3998;Страны;common_countries
3999;Опубликовать;common_publish
4000;Счет/карта зачисления;credit_card_acc_grid_column
4001;Счет/карта списания;debit_card_acc_grid_column
4002;Новый пароль не может соответствовать предыдущим %d паролям;passHistoryPolicy
4003;Комисия по платежным документам;commission_documents
4004;Расчет комисии в АБС банка;commission_calculate_in_abs
4005;Логотип не найден;commission_logo_not_found
4006;Имя файла логотипа;commission_logo_file_name
4007;Это письмо уже взято в работу;common_letter_blocked
4008;Максимальная длина - 2000!;letter.validation.company.description.max.length
4009;Company person id is not present;letter.validation.company.person
4010;Текст письма не может быть пустым;letter.validation.company.description
4011;Редактировать Категорию;CodeCategory_EditCategory
4012;Причина блокировки;blocked_reason
4013;Причина разблокировки;unblock_reason
4014;ИД города;place_id
4015;Заявка;job_EXPORT_CUSTOM_REQUEST
4016;Проверка статусов заявок;job_CUSTOM_REQUEST_STATE_CHANGED
4017;КНП с таким кодом уже существует;knp_with_this_code_already_exist
4018;Длина не должна превышать 60 символов;validation.maxLength60
4019;Поле не может быть пустым;validation.notEmpty
4020;Ошибка валидации на стороне сервера;default_backend_validation_error
4021;Запрос;common.request
4022;Сохранить;common.save
4023;Импорт нового клиента;organizationsCreate_import
4024;Статус в базе;common_status_in_db
4025;Неправильный тип документа;wrongDocumentType
4026;По умолчанию;common_default
4027;Организация с таким externalId уже существует в базе;customer.validation.externalId
4028;У вас недостаточно прав для этой операции;error.accessDenied
4029;Загрузить;common_download
4030;Выберите сертификат;login_choose_certificate
4031;Срок действия;login_expiration_time
4032;Нет доступных ключей;login_no_keys
4033;В вашем ключе отсутствует сертификат;login_no_keys_in_cert
4034;Желаете сохранить сертификат на токен?;common_is_save_cert
4035;Не удалось сохранить сертификат;login_failed_save_cert
1470;Введите пароль на хранилище;login_enter_password
4036;Сертификат сохранен успешно. Введите пароль на хранилище;login_saved_enter_pass
4037;Журнал;navigation_requests_title
4038;Коммуникации с клиентами;navigation_clients_communication
4039;Настройка пользователей;navigation_users_settings
4040;Задача активна;jobs.isActive
4041;Менеджер;letter.chat.manager
4042;Клиент;letter.chat.customer
4043;Функционал в разработке;functionality_is_under_development
4044;Уведомлять о новых сообщениях от пользователей;email_notification_on_new_letters
4045;Обработка...;common_await
4046;Поле должно быть не меньше;common_minLength
4047;Сделать активным/неактивным;jobs.setActivity
4048;Действия с новостью;actions_with_news
4049;Клиент;events_client
4050;Блокировать;common_block
4051;Разблокировать;common_unblock
4052;Валидный;key_ok
4053;Не для подписания документов;key_not_for_sign
4054;Неизвестный;key_unknown
4055;Неактивен;key_inactive
4056;Рано для подписания;key_too_early
4057;Отозваный;key_revoked
4058;Время жизни пароля (мин);key_expired
4059;Подтвердить удаление джоба?;jobs.delete.confirmation
4060;Ошибка при удалении джоба;jobs.delete.error
4061;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;translation_23
4062;Сертификат не найден или истек;login.certificateExpiredOrNotExist
4063;Предупреждение нового сотрудника;privilege_new_user_warning
4064;Просмотр виджета избранное;privilege_favorite_widget_view
4065;Дата рождения;common_birthDate
4066;Серия документа;common_documen_seria
4067;Номер документа;common_document_number
4068;Почтовый индекс;common_post_index
4069;Телефон не заполнен;error_phone_is_empty
4070;Пароль не должен соответствовать телефону;error_password_equal_phone
4071;Год или месяц или день рождения не заполненны;error_birthday_empty
4072;Пароль не может содержать в себе дату рождения;error_password_can_not_contain_birthday
4073;Пароль не может быть:;error_password_can_not_be
4074;Логин не заполнен;error_login_is_empty
4075;Пароль и логин не должны совпадать;error_password_can_not_be_equal_login
4076;Пароль и подтверждение пароля не одинаковы;error_password_and_confirmation_different
4077;Запрещенные для пароля слова;property_FORBIDDEN_PWD_WORDS
4078;Сертификаты для мобильных;certificate_mobile_delivery
4079;Создать запрос;profile.createCertificateRequest
4080;Подписать запрос;profile.signCertificateRequest
4081;Не подписан;common_unsigned
4082;месяц;jobs.of_the_month_postfix
4083;Открыть / закрыть CRON - мануал;cron_manual.open_close
4084;CRON - мануал;cron_manual.title
4085;CRON - мануал для правильной настройки cron;cron_manual.subtitle
4086;Открыть CRON - мануал;cron_manual.open
4087;Закрыть CRON - мануал;cron_manual.close
4088;Ручной ввод CRON;cron_manually_input.title
4089;Ручной ввод CRON;cron_manually_input.subtitle
4090;Введите CRON;cron_manually_input.enter_cron
4091;Результирующий CRON:;jobs.result_cron
