en;ru;uk;kk;translation_key
Amount of on payment could not be greater then %1$s hrn.;Сумма одного платежа не может превышать = %1$s грн.;Сумма одного платежа не может превышать = %1$s грн.;Сумма одного платежа не может превышать = %1$s грн.;error_maxPaymentAmountPerOperation
Сумма платежей по данному документу и всем документам за день не может превышать = %1$s грн. У вас уже за сегодня подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за день не может превышать = %1$s грн.  У вас уже за сегодня подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за день не может превышать = %1$s грн. У вас уже за сегодня подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за день не может превышать = %1$s грн. У вас уже за сегодня подписано документов на = %2$s грн.;error_maxPaymentAmountPerDay
Сумма платежей по данному документу и всем документам за месяц не может превышать = %1$s грн. У вас уже за месяц подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за месяц не может превышать = %1$s грн.  У вас уже за месяц подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за месяц не может превышать = %1$s грн. У вас уже за месяц подписано документов на = %2$s грн.;Сумма платежей по данному документу и всем документам за месяц не может превышать = %1$s грн. У вас уже за месяц подписано документов на = %2$s грн.;error_maxPaymentAmountPerMonth
Документ созданный позже  %1$s не может быть проведен;Документ созданный позже  %1$s не может быть проведен;Документ созданный позже  %1$s не может быть проведен;Документ созданный позже  %1$s не может быть проведен;error_maxPeriodForDocumentExecution
Receiver account number  [%1$s] does not corresponds to bank MFO  [%2$s];Счет получателя [%1$s] не соответствует указанному МФО банка [%2$s];Счет получателя [%1$s] не соответствует указанному МФО банка [%2$s];Счет получателя [%1$s] не соответствует указанному МФО банка [%2$s];error_accountNotCorrespondMFO

Document with same account number, amount and receiver account number have already created today.;Документ с таким же номером счета, суммой платежа и счетом получателя уже создан сегодня.;Документ с таким же номером счета, суммой платежа и счетом получателя уже создан сегодня.;Документ с таким же номером счета, суммой платежа и счетом получателя уже создан сегодня;error_notUniqueMainFields
Name of client with this tax code is;Имя клиента с таким БИН/ИНН -;Имя клиента с таким БИН/ИНН -;Имя клиента с таким БИН/ИНН -;name_of_customer_is
Double tax code in database;База содержит более чем одного клиента с таким БИН/ИНН;База содержит более чем одного клиента с таким БИН/ИНН;База содержит более чем одного клиента с таким БИН/ИНН;double_tax_code_in_db
Неверно указан Логин;Неверно указан Логин;Неверно указан Логин;Неверно указан Логин;restore_pwd_invalid_login
Карта указана неверно для вашего логина;Карта указана неверно для вашего логина;Карта указана неверно для вашего логина;Карта указана неверно для вашего логина;restore_pwd_invalid_card
Указанный смс пароль не верен. Попробуйте еще раз!;Указанный смс пароль не верен. Попробуйте еще раз!;Указанный смс пароль не верен. Попробуйте еще раз!;Указанный смс пароль не верен. Попробуйте еще раз!;restore_pwd_invalid_sms_code
Invalid password;Неверно указан пароль;Неверно указан пароль;Неверно указан пароль;restore_pwd_invalid_password
Transfer to another client card(P2P);Перевод на карту другого клиента(P2P);Перевод на карту другого клиента(P2P);Перевод на карту другого клиента(P2P);job_PAYCARD
Beneficiary card is required;Карта получателя обязательная;Карта получателя обязательная;Карта получателя обязательная;benef_card_required
Beneficiary card is invalid;Карта получателя неверная;Карта получателя неверная;Карта получателя неверная;benef_card_invalid_data

Rate not found;Курс даной пары валют не найден;Курс даной пары валют не найден;Курс даной пары валют не найден;rate_invalid_data

Beneficiary card length must be {0} characters;Карта получателя должна быть {0} символов;Карта получателя должна быть {0} символов;Карта получателя должна быть {0} символов;benef_card_required_length
Sign level;null;null;null;sign_level
Sign allow;null;null;null;sign_allow
Organization role;null;null;null;organization_role
Role;null;null;null;role
Factor;null;null;null;factor
Is sign allow;null;null;null;is_sign_allow
Is sms required;null;null;null;is_sms_required
Fetching of the list of bank branches;Получение списка филиалов банка;Получение списка филиалов банка;Получение списка филиалов банка;job_BANK_BRANCH
Fetching of the list of countries;Получение списка стран;Получение списка стран;Получение списка стран;job_COUNTRY
Default country;Страна по-умолчанию (2-хбуквенный код);Страна по-умолчанию (2-хбуквенный код);Страна по-умолчанию (2-хбуквенный код);default_country
Fetching of the list of currencies;Получение списка валют;Получение списка валют;Получение списка валют;job_CURRENCY
Accumulative;Сберегательный;Сберегательный;Жанақтаушы;SAVINGS_deposit_type
Saving;НАКОПИТЕЛЬНЫЙ;НАКОПИТЕЛЬНЫЙ;Сақтаушы;ACCUMULATIVE_deposit_type
Saved;Сохранено;Сохранено;Сақталды;common_saved
Sent;Отправлено;Отправлено;Жіберілді;common_sent
New;Новое;Новое;Жаңа;common_new_mail
Read;Прочитано;Прочитано;Оқылды;common_read
Request to bank error;Ошибка запроса в банк;Ошибка запроса в банк;Банк сұрауының қатесі;integrator.fatal
Request to bank error;Ошибка запроса в банк;Ошибка запроса в банк;Банк сұрауының қатесі;integrator.config

Invalid CAPTCHA;Код с картинки введен неверно;Код с картинки введен неверно;Код с картинки введен неверно;common_confirmation_invalid_captcha
Incorrect SMS password;Неверный SMS пароль;Неверный SMS пароль;Неверный SMS пароль;common_confirmation_invalid_sms_code

Send signup application form to email;Отправить копию заявления на регистрацию на e-mail;Отправить копию заявления на регистрацию на e-mail;Отправить копию заявления на регистрацию на e-mail;property_SIGNUP_SEND_APPLICATION_TO_EMAIL

Email sender's mailbox;Почтовый ящик отправителя элекронной почты;Почтовый ящик отправителя элекронной почты;Поштова скринька відправника електронної пошти;property_EMAIL_SENDER_MAILBOX
Тело письма сообщения о регистрации;Тело письма сообщения о регистрации;Тело письма сообщения о регистрации;Тело письма сообщения о регистрации;property_EMAIL_SIGNUP_MESSAGE_BODY
Тема письма сообщения о регистрации;Тема письма сообщения о регистрации;Тема письма сообщения о регистрации;Тема письма сообщения о регистрации;property_EMAIL_SIGNUP_MESSAGE_SUBJECT
The file name of the application for registration of a new user (Latin);Название файла заявления о регистрации нового пользователя (латиницей);Название файла заявления о регистрации нового пользователя (латиницей);Файл додатка для реєстрації нового користувача (латинь);property_SIGNUP_APPLICATION_FILENAME

EXPORT_ACCOUNT_TRANSFER;EXPORT_ACCOUNT_TRANSFER;EXPORT_ACCOUNT_TRANSFER;EXPORT_ACCOUNT_TRANSFER;integration_EXPORT_ACCOUNT_TRANSFER
EXPORT_INTERNATIONAL;EXPORT_INTERNATIONAL;EXPORT_INTERNATIONAL;EXPORT_INTERNATIONAL;integration_EXPORT_INTERNATIONAL
EXPORT_DOMESTIC_TRANSFER;EXPORT_DOMESTIC_TRANSFER;EXPORT_DOMESTIC_TRANSFER;EXPORT_DOMESTIC_TRANSFER;integration_EXPORT_DOMESTIC_TRANSFER


Error occuder during calendar approval. Same calendar is already in a system;Ошибка утверждения календаря. Такой календарь уже существует;Ошибка утверждения календаря. Такой календарь уже существует;Ошибка утверждения календаря. Такой календарь уже существует;calendar_ApprovalError
Calendar approval successful;Каледнарь успешно подтвержден;Каледнарь успешно подтвержден;Каледнарь успешно подтвержден;calendar_ApproveSuccessful
Write off;Списания;Списания;Списання;transaction_type_out
Incoming;Поступления;Поступления;Надходження;transaction_type_in
