id;ru;ua;translation_key
3952;Просмотр платежного поручения;Перегляд платіжного доручення;paymentOrder_view
3827;Просмотр Платежных услуг;Перегляд Платіжних послуг;provider_service_payment_services_view
2641;Просмотр Социального отчисления;Перегляд Соціального відрахування;paymentOrder_viewSocialContribution
1556;Просмотр страны;Перегляд країни;countryViewing
1545;Просмотр транзакции;Перегляд транзакції;transactionsViewing
2797;Просмотр/Изменение;Перегляд / Зміна;common_viewEdit
4166;Просмотр/Изменение;Перегляд / Зміна;common_viewEditLabel
1078;Просмотр/Редактирование;Перегляд / Редагування;privilege_deposits_edit
1684;Просмотр/редактирование;Перегляд / Редагування;edit_exposed
3141;Просмотр/редактирование;Перегляд / Редагування;viewingEditingDeposit
3807;Просмотр/Редактирование;Перегляд / Редагування;letter_view_edit
3900;Просмотр/редактирование;Перегляд / Редагування;invoice_edit
2942;Просмотр/редактирование группы констант;Перегляд / Редагування групи констант;global_settings.constants.group.screen.view_edit
2973;Просмотр/редактирование Зарплатного отчисления;Перегляд / Редагування Зарплатного відрахування;paymentOrder_viewEditPayroll
3402;Просмотр/редактирование константы;Перегляд / Редагування константи;global_settings.constants.screen.view_edit
1399;Просмотр/редактирование контрагента;Перегляд / Редагування контрагента;counterparty_edit
1485;Просмотр/редактирование международного перевода валюты;Перегляд / Редагування міжнародного переводу валюти;intTransfer_viewEdit
3552;Просмотр/редактирование Пенсионноого отчисления;Перегляд / Редагування Пенсійного відрахування;paymentOrder_viewEditPensionContribution
3967;Просмотр/редактирование перевода между картами;Перегляд / Редагування переводу між картами;view_edit_card_transfer
1532;Просмотр/редактирование Перевода между своими счетами / Конвертации валюты;Перегляд / Редагування Переводу між своїми рахунками / Конвертації валюти;paymentOrder_viewEditAccountTransfer
3512;Просмотр/редактирование Платежного поручения;Перегляд / Редагування Платіжного доручення;paymentOrder_viewEditOrder
3460;Просмотр/редактирование Социального отчисления;Перегляд / Редагування Соціального відрахування;paymentOrder_viewEditSocialContribution
3327;Просмотр/Редактирование Шаблона  Социального отчисления;Перегляд / Редагування Шаблону Соціального відрахування;paymentOrder_viewEditSocialTemplate
3964;Просмотр/редактирование шаблона перевода между картами;Перегляд / Редагування Шаблону переводу між картами;view_edit_template_card_transfer
2431;Просмотреть;Переглянути;organizations_details
1369;Просрочен;Прострочений;common_overdue
1412;Профили отсутствуют;Профілі відсутні;docSigning_noValidProfiles
1886;Профиль по-умолчанию;Профіль по замовчуванню;property_EDS_DEFAULT_PROFILE
3443;Процентная ставка;Відсоткова ставка;interestRate
1057;Прочие операции;Інші операції;page_other_transactions
3841;Прочие операции;Інші операції;navigation_otherTransactions
2003;Прочитано;Прочитано;common_read
3142;Прочитано;Прочитано;read
1738;Пт;Пт;short_FRIDAY
4130;Пятница;П'ятниця;common.friday
1413;Работа с ОТП токенами;Робота з OTP-токенами;navigation_otp
3413;Работа с ОТП токенами;Робота з OTP-токенами;workingWithOtpTokens
1158;Работа с ОТР токенами;Робота з OTP-токенами;m_otp_tokens
2784;Рабочее время: с;Робочий час: з;workingTimeFrom
3153;Рабочие;Робочі;common_workDocument
3249;Рабочий день;Робочий день;DayResource.WorkingВay
4051;Разблокировать;Розблокувати;common_unblock
1378;Разблокировка;Розблокування;unblocking
1541;Развернуть;Розвернути;common_Expand
3942;Развернуть;Розвернути;common_expand
2479;Раздел;Розділ;page_menudetailstitle
1877;Размер комиссии;Розмір комісії;provider_service_commission_amount
1773;Размер тела письма;Розмір наповнення листа;property_LETTER_BODY_SIZE
1818;Размер темы письма;Розмір наповнення листа;translation_43
1766;Размер файла Мб;Розмір файлу Мб;property_FILE_SIZE
3788;Размер числа превышает допустимое значение;Розмір числа перевищує припустиме значення;error_toLongField
3525;размерность поля;Розмірність поля;temp_sizeField
3731;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;intTransfer_isPermitGiveInformation
3396;Разрешенные роли;Дозволені ролі;authfactor_rolesAllowed
2811;Ранг организации;Ранг організації/підприємства;orgRank
4056;Рано для подписания;Зарано для підпису;key_too_early
3700;Раскрыть фильтр;Розкрити фільтр;expand_filter
2888;Расписание;Розклад;jobs.cron.title
3744;Рассчитать;Розрахувати;calc_calc
3283;Рассчитать НДС;Розрахувати ПДВ;paymentOrder_calculateVat
4138;Рассылка группе организаций;Розсилка групі підприємств;letter_distribution
3867;Расходы;Видатки;graph_dataType_debet
4004;Расчет комисии в АБС банка;Розрахунок комісії в АБС Банку;commission_calculate_in_abs
1419;Расширенный фильтр;Розширений фільтр;common_full_search
3228;Регион;Регіон;common_region
1313;Регионы;Регіони;job_REGION
3446;Завершенный;Завершений;ps_Completed
2977;Регионы;Регіони;regions
2526;Регистрация нового менеджера;Реєстрація нового менеджера;managers_add
3266;Регистрация нового менеджера;Реєстрація нового менеджера;manager_new_title
2740;Регистрация нового пользователя;Реєстрація нового користувача;customeruser_new_title
1868;Регулярное выражение;Регулярний вираз;provider_service_regex
3917;Регулярное выражение;Регулярний вираз;constraint_regexp
3130;Регулярные платежи;Регулярні платежі;navigation_standingOrders_person
4123;Редактирование дня;Редагування дня;calendar_EditDay
2494;Редактирование задачи;Редагування задачі;jobs.edit_job.title
4124;Редактирование календаря;Редагування календаря;calendarEditing
3457;Отмененный;Відмінений;ps_Canceled
1149;Редактирование корпоративной карты;Редагування корпоративної карти;privilege_corpCards_edit
3344;Редактирование параметров уполномоченного лица:;Редагування параметрів уповноваженої особи;companyPersonEdit_title
3828;Редактирование Платежных услуг;Редагування Платіжних послуг;m_provider_service_edit
4106;Редактирование Правила автоавторизации платежей;Редагування Правила авторизації платежів;autopayment_rules_edit
3519;Редактирование правила для подписи;Редагування правила для підпису;signingrules_edit_title
4109;Редактирование Правила запрещенных платежей;Редагування правила заборонених платежів;denied_payment_rules_edit
3472;Редактирование роли;Редагування ролі;role_editTitle
1873;Редактирование услуги;Редагування послуги;provider_service_edit_service
1140;Редактировать;Редагувати;privilege_int_transfers_edit
1146;Редактировать;Редагувати;privilege_payment_service_edit
1197;Редактировать;Редагувати;m_bank_hb_edit
1200;Редактировать;Редагувати;m_calendars_edit
1202;Редактировать;Редагувати;m_system_hb_edit
1204;Редактировать;Редагувати;m_constants_edit
1206;Редактировать;Редагувати;m_access_edit
1208;Редактировать;Редагувати;m_constructor_edit
1212;Редактировать;Редагувати;m_users_edit
1217;Редактировать;Редагувати;m_managers_edit
1226;Редактировать;Редагувати;m_organisations_edit
1230;Редактировать;Редагувати;m_auth_persons_edit
1238;Редактировать;Редагувати;privilege_payments_edit
1240;Редактировать;Редагувати;privilege_conversion_edit
1247;Редактировать;Редагувати;m_singanurerule_edit
1250;Редактировать;Редагувати;privilege_transfers_edit
1258;Редактировать;Редагувати;privilege_exposedorders_edit
1301;Редактировать;Редагувати;m_quicklink_edit
1602;Редактировать;Редагувати;company.persons.change
3244;Редактировать;Редагувати;common_edit
3280;Редактировать;Редагувати;organization.grid.change
3961;Редактировать Агрегатор;Редагувати Агрегатор;provider_service_edit_provider
1820;Редактировать аккаунт;Редагувати аккаунт;privilege_account_edit
3036;Редактировать заявление;Редагувати заяву;demandCreate_EditDemand
3959;Редактировать категорию;Редагувати категорію;provider_service_edit_category
4011;Редактировать Категорию;Редагувати Категорію;CodeCategory_EditCategory
1148;Редактировать кредит;Редагувати кредит;privilege_credits_edit
3891;Редактировать письмо;Редагувати лист;letter_edit
1251;Редактировать статус документов;Редагувати статус документів;privilege_workflow_actions
3979;Реестр;Реєстр;common_list_of_employees
1327;Режим работы банкоматов / отделений / терминалов; Режим роботи банкоматів / відділень / терміналів;job_SERVICE_POINT_SCHEDULE
3746;Результат;Результат;calc_result
3400;Результат импорта документа №;Результат імпорту документа №;payment.import.result.document
4091;Результирующий CRON:;Результуючий CRON:;jobs.result_cron
2728;Реквизиты;Реквізити;withdraw_requisites
3494;Реквизиты;Реквізити;invoice_requisites
3956;Реквизиты  зачисления;Реквізити зарахування;document_transferCreditDetails
2605;Реквизиты - Пенсионные отчисления;Реквізити - Пенсійні зарахування;transferRequisites_pensionRequisites
2450;Реквизиты - Пенсионные, социальные отчисления;Реквізити - Пенсійні, соціальні відрахування;detailsPensionSocialContributions
3873;Реквизиты  покупки;Реквізити купівлі;document_conversionCreditDetails
2863;Реквизиты  покупки (Зачисления);Реквізити купівлі (Зарахування);paymentOrder_creditRequisites
3216;Реквизиты - Социальные отчисления;Реквізити - Соціальні відрахування;transferRequisites_socialRequisites
3770;Реквизиты банка;Реквізити банку;footer_requisites
3314;Реквизиты Банка контрагента;Реквізити Банку контрагента;counterparty_bankRequisites
3397;Реквизиты Банка посредника;Реквізити Банку посередника;counterparty_agentRequisites
1472;Реквизиты контрагента;Реквізити контрагента;counterparty_requisites
3872;Реквизиты продажи;Реквізити продажу;document_conversionDebitDetails
2855;Реквизиты продажи (Списания);Реквізити продажу (Списання);paymentOrder_debitRequisites
3955;Реквизиты списания;Реквізити списання;document_transferDebitDetails
1920;Реклама и охрана;Реклама і охорона;security_services
1921;Реклама и охрана;Реклама і охорона;security_services_full
1477;Роли;Ролі;navigation_roles
1606;Роли;Ролі;companyperson_roles
2957;Роли;Ролі;manager_roles
3630;Роли;Ролі;companyPersonEdit_roletabTitle
2623;Роли менеджеров;Ролі менеджерів;navigation_managersroles
2745;Роли менеджеров;Ролі менеджерів;managerroles_title
3401;Роли пользователей;Ролі користувачів;roles_title
3421;Роли пользователей;Ролі користувачів;navigation_usersroles
2794;Роль;Роль;manager_role
3580;Роль в организации;Роль в підприємстві / організації;companyperson_organizationRole
1520;Роль используется;Роль використовується;role_roleUsed
3481;Роль менеджера;Роль менеджера;managerView_role
1042;Российский рубль;російський рубль;currency_rub
2875;Руководитель;Керівник;paymentOrder_payerDirector
3163;Руководитель;Керівник;CompanyPerson_Director
4088;Ручной ввод CRON;Ручний ввод CRON;cron_manually_input.title
4089;Ручной ввод CRON;Ручний ввод CRON;cron_manually_input.subtitle
3713;С ошибкой;З помилкою;task_with_error
3717;С ОШИБКОЙ;З ПОМИЛКОЮ;working_error
1739;Сб;Сб;short_SATURDAY
1998;Сберегательный;Ощадний;SAVINGS_deposit_type
2614;Сброс настроек;Скидання налаштувань;clear_settings
2928;Сбросить;Скинути;common_reset
3745;Сбросить;Скинути;calc_reset
1454;Свернуть;Згорнути;common_rollUp
3941;Свернуть;Згорнути;common_collapse
3431;Связанные кнопка;Повязана кнопка;CustomRequestType_relatedButton
4047;Сделать активным/неактивным;Зробити активним / неактивним;jobs.setActivity
1348;Сделать видимым;Зробити видимим;common_makeVisible
2898;Сделать регулярным;Зробити регулярним;paymentOrder_repeat
3672;Секунды ;Секунди;jobs.schedule.second
3022;Серийный номер;Серійний номер;serial
3173;Серийный номер;Серійний номер;companyperson_certificate_sn
4066;Серия документа;Серія документу;common_documen_seria
4101;Серия/№ паспорта;Серія / Номер паспорту;serial_passport_number
1593;Сертификат;Сертифікат;companyperson_certificate
2865;Сертификат;Сертифікат;certificate
4062;Сертификат не найден или истек;Сертифікат не знайдено або термін його дії скінчився;login.certificateExpiredOrNotExist
3047;Сертификат отсутствует;Сертифікат відсутній;certificate.missing
4036;Сертификат сохранен успешно. Введите пароль на хранилище;Сертифікат збережено успішно. Введіть пароль до сховища;login_saved_enter_pass
4078;Сертификаты для мобильных;Сертифікати для мобільних;certificate_mobile_delivery
2448;Сертификаты пользователя;Сертифікати користувача;userCertificates
2826;Сертификаты ЭЦП;Сертифікати ЕЦП;certificate.ds
1165;Сессии пользователей;Сесії користувачів;m_sessions
3286;Сессии пользователей;Сесії користувачів;navigation_sessions
3532;Сессии пользователей;Сесії користувачів;sessions_title
2815;Сессия завершится через;Сесія завершиться через;mainbar_sessionWillExpire
3613;Сессия завершится через;Сесія завершиться через;mainbar_timeoutWarning
2421;Символ;Символ;currency_currencycode
3005;символов;символів;common_symbolsForMaxLength
3851;символов;символів;common_symbolsForLength
3614;символов максимальная длина;символів максимальна довжина;paymentOrder_valid_lengthLimit
3331;Синхронизировано успешно!;Синхронізовано успішно!;syncSuccessful
3224;Синхронизировать;Синхронізувати;sync
1189;Системные справочники;Системні довідники;m_system_hb
3544;Системные справочники;Системні довідники;systemHandbooks
1279;Сканированные копии документов;Скановані копії документів;custom_field_scanned_copies
1533;Скачивайте мобильный банкинг;Скачайте мобільний банкінг;login_mobile
1942;Скидочные проекты;Знижкові проекти;discount_projects
1943;Скидочные проекты;Знижкові проекти;discount_projects_full
3588;Скопировать календарь;Скопіювати календар;copyCalendar
1448;Скрытые депозиты;Приховані депозити;hiddenDeposits
1081;Скрыть;Приховати;privilege_deposits_hide
1101;Скрыть;Приховати;privilege_credits_hide
3194;Скрыть;Приховати;common_hide
1559;Скрыть закрытые депозиты;Приховати закриті депозити;hideClosedDeposits
1480;Скрыть закрытые карты;Приховати закриті карти;hideClosedCards
1608;Скрыть закрытые кредиты;Приховати закриті кредити;hideClosedCredits
1368;Скрыть закрытые счета;Приховати закриті рахунки;common_hideClosedAccounts
1658;Скрыть остаток;Приховати залишок;hideBalance
1586;Скрыть остаток по всем счетам;Приховати залишок по всім рахункам;common_hideBalance
1635;Скрыть остаток по всех картах;Приховати залишок по всім картам;hideAllCardsBalance
1466;Скрыть остаток по всех кредитам;Приховати залишок по всім кредитам;hideAllCreditsBalance
3701;Скрыть фильтр;Приховати фільтр;close_filter
1944;Службы такси;Служби таксі;taxi_services
1945;Службы такси;Служби таксі;taxi_services_full
1213;Смена пароля;Зміна паролю;m_users_password
1218;Смена пароля;Зміна паролю;m_managers_password
3391;Смена пароля;Зміна паролю;changepassword__title
3393;Смена пароля;Зміна паролю;customeruser_changepassword
1214;Смена статуса;Зміна статусу;m_users_status
1219;Смена статуса;Зміна статусу;m_managers_status
3720;Сменить активность;Змінити активність;jobs.changeActive
3310;Сменить пароль;Змінити пароль;customeruser_forcePasswordChange
3534;Событие;Подія;eventview_title
2688;событий выбрано;Подій обрано;events_X5selected
3034;события выбрано;Подій обрано;events_X4selected
3315;События до;Події до;events_eventsto
3539;События с;Події з;events_eventsfrom
2537;Советы по безопасности;Поради з безпеки;login_tips
1283;Согласие с условием открытия счета;Згода з умовою відкриття рахунку;agreementOpeningAccounts
1335;Согласие с условием открытия счета;Згода з умовою відкриття рахунку;demandCreate_agreeWithCondition
3140;Содержание;Зміст;news_desc
2718;Содержание запроса;Зміст запиту;requests_request
2500;Содержание ответа;Зміст відповіді;requests_response
2444;Создание банка;Створення банку;bankCreating
2719;Создание Банкомата/отделения/терминала;Створення банкомату / відділення / терміналу;creatingAtmBranchesTerminals
3357;Создание Вида карт;Створення виду карт;creatingCardType
3597;Создание Вида карточных продуктов;Створенн виду карткових продуктів;creatingCardProductType
3298;Создание Города;Створення міста;creatingCity
2985;Создание длительного поручения;Створення довгострокового доручення;standing_order_create
3376;Создание Зарплатного отчисления;Створення Зарплатного відрахування;paymentOrder_addNewPayroll
4125;Создание календаря;Створення календаря;calendarCreating
1452;Создание канала;Створення каналу;creatingChannel
2748;Создание кода бюджетной классификации(КБК);Створення кода бюджетної класифікації (КБК);kbkCreating
2445;Создание многофакторной авторизации;Створення багатофакторної авторизації;authfactorcreate_title
3072;Создание Модуля системы;Створення модуля системи;creatingSystemModule
3447;Создание назначения платежа;Створення призначення платежу;paymentOrder_createPaymentPurpose
2988;Создание нового депозита;Створення нового депозиту;newDepositCreating
3946;Создание новой Валюты;Створення нової валюти;currency_newcurrency
3082;Создание новой области;Створення нової області;districts_create
1810;Создание пароля;Створення паролю;login_passCreation
2843;Создание Пенсионного отчисления;Створення Пенсійного відрахування;paymentOrder_addNewPensionContribution
3965;Создание перевода между картами;Створення переводу між картами;create_card_transfer
2529;Создание Платежного поручения;Створення Платіжного доручення;paymentOrder_addNewOrder
4105;Создание Правила автоавторизации платежей;Створення Правила авторизації платежів ;autopayment_rules_create
2714;Создание правила для подписи;Створення правилу для підпису;signingrules_new_title
4108;Создание Правила запрещенных платежей;Створення правилу заборонених платежів;denied_payment_rules_create
2712;Создание Причины разблокировки карты;Створення причини розблокування карти;creatingCardUnblockreason
3473;Создание роли;Створення ролі;role_createTitle
3416;Создание Социального отчисления;Створення Соціального відрахування;paymentOrder_addNewSocialContribution
3237;Создание Статуса документа;Створення Статусу документу;creatingDocStatus
3063;Создание Статуса карт;Створення статусу карт;creatingCardStatus
2437;Создание страны;Створення країни;countryCreating
1685;Создание счета;Створення рахунку;create_exposed
2425;Создание Типа документа;Створення типу документу;creatingDocType
2668;Создание Типа письма;Створення типу листа;creatingLetterType
3545;Создание типа счёта;Створення типу рахунку;creatingAccountType
1668;Создание типа уведомления;Створення типу повідомлення;creatingNotificationType
1872;Создание услуги;Створення послуги;provider_service_create_service
2966;Создание Шаблона Зарплатного отчисления;Створення Шаблону Зарплатного відрахування;paymentOrder_addNewPayrollTemplate
3970;Создание Шаблона международного платежа;Створення Шаблону міжнародного платежу;intTransfer_createTemplate
2471;Создание Шаблона Пенчионного отчисления;Створення Шаблону Пенсійного відрахування;paymentOrder_addNewPensionTemplate
3966;Создание шаблона перевода между картами;Створення Шаблону переводу між картами;Create_template_card_transfer
3042;Создание Шаблона Платежного поручения;Створення Шаблону Платіжного доручення;paymentOrder_addNewOrderTemplate
2608;Создание Шаблона Социального отчисления;Створення Шаблону Соціального відрахування;paymentOrder_addNewSocialTemplate
1141;Создать;Створити;privilege_message_add
1144;Создать;Створити;privilege_payment_service_add
1199;Создать;Створити;m_calendars_add
1211;Создать;Створити;m_users_add
1216;Создать;Створити;m_managers_add
1225;Создать;Створити;m_organisations_add
1229;Создать;Створити;m_auth_persons_add
1234;Создать;Створити;m_message_add
1237;Создать;Створити;m_news_add
1239;Создать;Створити;privilege_conversion_add
1241;Создать;Створити;m_constructor_add
1246;Создать;Створити;m_singanurerule_add
1249;Создать;Створити;privilege_transfers_add
1257;Создать;Створити;privilege_exposedorders_add
3432;Создать;Створити;common_create
3960;Создать Агрегатор;Створити Агрегатор;provider_service_create_provider
4079;Создать запрос;Створити запит;profile.createCertificateRequest
1581;Создать заявку на открытие счёта;Створити заявку на відкриття рахунку;common_applyNewAccount
1423;Создать заявление на отзыв платежа;Створити заявку на відкликання платежу;withdraw_create
3958;Создать категорию;Створити категорію;provider_service_create_category
2419;Создать ключи;Створити ключі;vc_keysRequest
1392;Создать контрагента;Створити контрагента;counterparty_create
3032;Создать копию;Створити копію;common_createCopy
3345;Создать международный перевод валюты;Створити міжнародний перевод валюти;intTransfer_create
2622;Создать нового клиента;Створити нового клієнта;organizationsCreate_create
2920;Создать новое заявление;Створити нову заяву;demand_createNewDemand
3561;Создать новую задачу;Створити нову задачу;jobs.new_job.title
3323;Создать новую категорию;Створити нову категорію;CodeCategory_createNewCategory
2458;Создать новую Причину блокировки карты;Створити нову Причину блокування карти;createCardBlockReason
3261;Создать новую Причину разблокировки карты;Створити нову Причину розблокування карти;createCardUnblockReason
1137;Создать новый;Створити новий;privilege_payments_add
1138;Создать новый;Створити новий;privilege_int_transfers_add
1139;Создать новый;Створити новий;privilege_refunds_add
2779;Создать новый банк;Створити новий банк;createNewBank
3510;Создать новый Банкомат/отделение/терминал;Створити новий банкомат / відділення / термінал;createAtmBranchTerminal
2684;Создать новый Вид депозитных продуктов;Створити новий Вид депозитних продуктів;createNewDepositProductType
3166;Создать новый Вид карт;Створити новий Вид карт;createCardType
3415;Создать новый Вид карточных продуктов;Створити новий Вид карточних продуктів;createNewCardProductType
3121;Создать новый Город;Створити новий Город;createNewCity
1328;Создать новый документ;Створити новий документ;common_createDocument
1420;Создать новый канал;Створити новий канал;createNewChannel
2912;Создать новый КБК;Створити новий КБК;createNewKBK
2432;Создать новый Модуль системы;Створити новий модуль системи;createNewSystemModule
1634;Создать новый статус;Створити новий статус;createNotificationType
2948;Создать новый Статус документа;Створити новий Статус документа;createDocStatus
3533;Создать новый Статус карт;Створити новий Ствтус карт;createCardStatus
3605;Создать новый тип;Створити новий тип;common_createNewType
3426;Создать новый Тип документа;Створити новий Тип документа;createDocType
3501;Создать новый тип заявлени;Створити новий тип заяви;demandType_newDemand
2801;Создать новый Тип письма;Створити новий Тип листа;createNewLetterType
1583;Создать письмо;Створити листа;letterCreate
2565;Создать правило для подписи;Створити правило для підпису;signingrules_add
2488;Создать сотрудника;Створити співробітника;employee_createEmployee
3006;Создать строку cron;Створити рядок CRON;jobs.createCronString
1966;Создать счет на основании депозита;Створити рахунок на підставі депозиту;property_CREATE_ACCOUNT_FROM_DEPOSIT
1967;Создать счет на основании карты;Створити рахунок на підставі карти;property_CREATE_ACCOUNT_FROM_CARD
1965;Создать счет на основании скредита;Створити рахунок на підставі кредиту;property_CREATE_ACCOUNT_FROM_CREDIT
2664;Создать тип заявления;Створити тип заяви;create_demand_type
1630;Создать Шаблон;Створити Шаблон;common_createTemplate
3479;Создать шаблон;Створити шаблон;paymentOrder_createTemplate
3723;Создаю ключ;Створюю ключ;signature_creatingKey
2583;Сокращенное название;Скорочена назва;shortName
1750;Сокращённое наименование;Скорочене найменування;SHORT_BANK_NAME
3012;Сообщение;Повідомлення;multicasting_text
3477;Сообщение;Повідомлення;documentHistory_massage
2490;Сообщение из банка;Повідомлення з банку;common_MasageFromBank
2880;Сообщение из банка;Повідомлення з банку;refunds.msg.from.bank
3090;Сообщение из банка;Повідомлення з банку;paymentOrder_bankResponse
1780;Сообщение о получении кода для входа в интернет-банкинг;Повідомлення про отримання коду для входу в інтернет-банкінг;translation_27
1781;Сообщение о получении кода для подтверждения документа;Повідомлення про отримання коду для підтвердження документу;translation_28
1782;Сообщение о получении кода для подтверждения смены пароля;Повідомлення про отримання коду для підтвердження зміни паролю;translation_29
2649;Сообщение об ошибке;Повідомлення про помилку;jobs.errorMessage
3352;Сообщения импорта;Повідомлення імпорту;upload_documentForUpload
3507;Состояние;Стан;common_state
2613;Состояние документа;Стан документу;withdraw_doc_status
1437;Состояние документа финальное;Стан документу фінальний;workflow_stateisfinal
2452;Состояние кредита;Стан кредиту;creditState
2832;Состояние модуля;Стан модуля;jobs.jobState
3943;Состояние отделения;Стан відділення;service_point_status
1910;Сотовая и спутниковая связь;Стільниковий та супутниковий зв'язок;cellular_communication
1911;Сотовая и спутниковая связь;Стільниковий та супутниковий зв'язок;cellular_communication_full
3618;Сотрудники;Співробітники;navigation_employees
3793;Сохранение шаблона;Збереження шаблону;template_saving
2000;Сохранено;Збережено;common_saved
2896;Сохранить;Зберегти;common_save
3795;Сохранить;Зберегти;common_updateDocument
4022;Сохранить;Зберегти;common.save
3558;Сохранить;Зберегти;common_createNewDocument
2677;Сохранить день;Зберегти день;saveDay
1379;Сохранить Документ;Зберегти документ;common_saveDocument
3109;Сохранить и перейти в список;Зберегти та перейти до списку;createDemandType_saveAndGo
1642;Сохранить получателя;Зберегти отримувача;paymentOrder_saveCounterparty
1503;Сохранить сотрудников;Зберегти співробітників;paymentOrder_saveEmployees
3179;Сохранить шаблон;Зберегти шаблон;paymentOrder_updateTemplate
2717;Социальное отчисление;Соціальне відрахування;domTransfer_socialContribution
3992;Социальное отчисление;Соціальне відрахування;DocumentSubType_SocialContribution
3013;Списание;Списання;accTransfer_debit
2018;Списания;Списання;transaction_type_out
4162;СПИСАНИЯ;СПИСАННЯ;working_outgoing
2028;Список;Список;mobile.list
1614;Список валютных контрактов;Список валютних контрактів;counterparty_contractsList
1880;Список городов;Список міст;provider_service_cities_list
3378;Список Групп задач;Список груп задач;jobs.CroupList
2883;Список для печати документов пуст;Список для друку документів пустий;document.printError.emptyList
1543;Список документов;Список документів;document.list
1450;Список заявлений;Список заяв;demand.list
3354;Список менеджеров;Список менеджерів;managers_title
1521;Список отзывов документов;Список відкликів документів;documentWithdrow.list
3459;Список пользователей;Список користувачів;customeruser_userslist
2521;Список работ;Список робіт;jobs.List
1879;Список регионов;Список регіонів;provider_service_regions_list
3528;Список сотрудников;Список співробітників;paymentOrder_employeeList
3133;Список сотрудников не заполнен;Список співробітників не заповнений;paymentOrder_employeesListEmpty
2954;Список типов задач;Список типів задач;jobs.TypesList
3161;Справочник;Довідник;temp_sourceCodeField
3934;Справочник банков;Довідник банків;constraint_db_bank
3929;Справочник бюджетных кодов;Довідник бюджетних кодів;constraint_db_budgetCodes
3936;Справочник валют;Довідник валют;constraint_db_currency
3928;Справочник КБЕ;Довідник КБЕ;constraint_db_residencyCodes
3930;Справочник КНП;Довідник КНП;constraint_db_purposeCodes
3935;Справочник локальных банков;Довідник локальних банків;constraint_db_localBanks
1458;Справочник не выбран!;Довідник не обрано!;global_settings.constants.validation.no_handbook_selected
1617;Справочник полномочий;Довідник повноважень;menutree_title
1317;Справочник Российские банки;Довідник Російські банки;job_RU_BANK
3933;Справочник стран;Довідник країн;constraint_db_countries
3932;Справочник типов комисий;Доідник типів комісій;constraint_db_feeType
3931;Справочник типов отчислений сотрудникам;Довідник типів відрахувань співробітникам;constraint_db_employeeTransferCategories
3016;Справочник: Банки;Довідник: Банки;banks_handbookBanks
3252;Справочник: Валюта;Довідник: Валюта;currency_handBooktitle
3205;Справочник: Календари;Довідник: Календарі;handbookCalendars
3536;Справочник: Курс валют;Довідник: Курс валют;exchangeRates_handbook
1410;Справочник: Локальные банки;Довідник: Локальні банки;banks_handbookLocalBanks
3207;Справочник: Назначение платежа;Довідник: Призначення платежу;paymentOrder_handbookPaymentPurpose
3549;Справочник: Области;Доідник: Області;districts_handbook
1576;Справочник: Страны;Довідник: Країни;handbookCountries
2989;Справочник: Типы многофакторной авторизации;Довідник: Типи багатофакторної авторизації;authfactors_title
1090;Справочники;Довідники;page_handbooks
1187;Справочники;Довідники;m_handbooks
2561;Справочники;Довідники;navigation_handbooks
3114;Справочники;Довідники;navigation_commonHandbooks
1736;Ср;Сер;short_WEDNESDAY
4128;Среда;Середа;common.wednesday
2742;Срок;Строк;term
3496;Срок действия;Строк дії;invoice_expire
4031;Срок действия;Строк дії;login_expiration_time
1763;срок действия пароля;Строк дії паролю;property_PWD_LIFE
2996;Срок действия пароля;Строк дії паролю;customeruser_passwordExpiry
1779;Срок действия смс-кода;Строк дії смс-коду;property_SMS_VALID_PERIOD
1786;Срок действия смс-кода;Строк дії смс-коду;translation_33
2541;Срок действия счета;Строк дії рахунку;accountValidity
1268;Срок депозита;Строк депозиту;custom_field_loan_term
1661;Срок до;Строк до;termTo
1277;Срок займа;Строк займу;custom_field_loan_term_2
3901;Срок займа;Строк займу;loanTerm
