en;ru;kk;translation_key;output_channel
Hide balance;Скрыть остаток;Қалдықты жасыру;hideBalance;W
Details unit: Information from bank;Блок реквизитов: Информациия от банка;Деректемелер блогы: Банктен ақпарат;refunds.infoFromBank;W
Sent;Отправлено;Жөнелтілді;sent;W
In more detail/Edit;Детальнее/Редактировать;Егжей-тегжейлірек/Редакциялау;accTransfer_detailEdit;W
Types of documents;Типы документов;Құжаттар типтері;signingrules_doctypes;W
Select a key;Выберите ключ;Кілтті таңдаңыз;docSigning_chooseKey;W
Term till;Срок до;дейінгі мерзімі;termTo;W
The session will end in;Сессия завершится через;...кейін Сессия аяқталады ;mainbar_timeoutWarning;W
Blocking characteristic;Признак блокировки;Бұғаттау белгісі;organization.grid.column.blocked.status;W
characters maximum length;символов максимальная длина;символдардың максималды ұзындығы;paymentOrder_valid_lengthLimit;W
Iban has a wrong format ;iban имеет не правильный формат;iban пішімі дұрыс емес;common.iban.wrongCode;W
Technological certificate;Технологический сертификат;Технологиялық сертификат;companyperson_certificate_temp;W
Send;Отправить;Жөнелтуші;send;W
Employees;Сотрудники;Қызметкерлер;navigation_employees;W
Maximum length of 255 characters!;Максимальная длина 255 символов!;Максималды ұзындығы 255 символ!;global_settings.constants.validation.max.255;W
IP terminal ;IP терминала;терминалдың IP;events_terminal2;W
Link;Ссылка;Сілтеме;link;W
Cash purchase;Наличный покупка;Қолма-қол сатып алу;exchangeRates_cashPurchase;W
Change;Изменить;Өзгерту;Common_change;W
Pension contribution refund;Возврат по пенсионному отчислению;Возврат по пенсионному отчислению;refunds.pensioncontribution;W
An error occurred while parsing the file in the line -;Произошла ошибка во время парсинга файла в строке -;Жолдағы файл парсингі кезінде қате орын алды - ;ImportPaymentExeption_error_while_parsing_in_line;W
Account repeats;Счет повторяется;Шот қайталанады;paymentOrder_accountRepeated;W
Event history;История событий;Оқиғалар тарихы;EventsExcelCreator.Events;W
Total blocked amount;Общая заблокированная сумма;Жалпы бұғатталған сома;totalBlockedAmount;W
Code;Код;Код;paymentOrder_payerResidencyCode;W
Additional information;Дополнительная информация;Қосымша ақпарат;paymentOrder_info;W
Valid ;Валидный;Валидті;key_ok;W
Manager menu;Меню менеджера;Менеджердің мәзірі;page_managermenutitle;W
Correspondent account;Кор. счет;Кор.шот;intTransfer_correspondentAccount;W
Cost;Стоимость;Құны;cost;W
Create a notification type;Создание типа уведомления;Хабарлама типін жасау;creatingNotificationType;W
Notification template;Шаблон уведомления;Еске салу хабарламасының шаблоны;template_notification;W
Roles;Роли;Рольдер;companyPersonEdit_roletabTitle;W
CNP (control and normative parameter) of PDC (payment destination code);КНП;ТБК;invoice_knp;W
Counteractant;Контрагент;Контрагент;counterparty;W
Extend;Продлить;Ұзарту ;mainbar_continue;W
Information and offers;Информация и предложения;Ақпарат пен ұсыныстар;navigation_infoAndSuggestions;W
Actions ;Действия;Әрекеттер;operationsWithDepositProductType;W
Files;Файлы;Файлдар;intTransfer_files;W
Log in by finger print;Войти с помощью отпечатка пальца;Саусақ ізінің көмегімен кіру;login_byfingerprint;W
Card Blocking/Unblocking ;Блокировка/Разблокировка карты;Картаны бұғаттау/бұғатсыздандыру;title_block_unblock;W
Reason for blocking;Причина блокировки;Бұғаттау себебі;blocked_reason;W
Reason for unlocking;Причина разблокировки;Бұғаттан шығару себебі;unblock_reason;W
Card number;Номер карты;Карта нөмірі;card_number;W
Blocked;Блокирован;Бұғатталған;card_number_is_blocked;W
Cuurent accounts;Текущие счета;Ағымдағы шоттар;current_accounts;W
No date in the table;Данные в таблице отсутствуют;Кестеде деректер жоқ;grid_emptyRowLabel;W
Full name;ФИО;Аты-жөні;fio;W
Time;Время;Уақыт ;common_time;W
Denomination of banknotes;Купюрность;Купюралық;denomination;W
Clock;Часы;Сағат;hour;W
Minutes;Минуты;Минуттар;minute;W
Statement;Заявление;Өтініш;demand_tab;W
the amount of withdrawal of cash is less than 2 million KZT or 20 thousand US dollars or 15 thousand euros;сумма снятия наличных денег меньше 2 миллионов казахстанских тенге или 20 тысяч долларов США или 15 тысяч  евро;қолма-қол ақша шешу сомасы 2 миллион қазақстандық теңге немесе 20 мың АҚШ доллары немесе 15 мың еуро;demand_cash_validation_failed_message;W
According to the document;По документу;Құжат бойынша;for_document;W
Tasks group;Группа задач;Міндеттер тобы;jobsGroup.edit_jobGroup.title;W
Draft number;Номер черновика;Жобажазба нөмірі;draft_number;W
Draft type;Тип черновика;Жоба-жазба типі;draft_type;W
Correspondent bank;Банк-корреспондент;Банк-корреспондент;bank_correspondent;W
Document;Документ;Құжат;document;W
Sign-in settings;Настройки входа;Кіруі баптаулар;personal_login;W
By documents;документами;құжаттармен;documents1;W
Documents ;документов;құжаттардың;documents2;W
By document;документом;құжатпен;document1;W
Action is done;Выполнено действие;Әрекет орындалды;didAction;W
above;над;үстінен;on;W
click to hide this message;кликните чтобы скрыть это сообщение;бұл хабарламаны жасыру үшін нұқыңыз;Click_hide_this_message;W
Valuation less then current ;валютирования меньше текущей;валюталау ағымдағыдан кем;common_lessThenCurrent;W
Every second;Каждую секунду;Әрбір секундта;jobs.schedule.everySecond;W
Starting from a second;Начиная с секунды;Секундтан бастап;jobs.schedule.startFromSecond;W
Specified second;Указанная секунда;Көрсетілген секунд;jobs.schedule.specificSecond;W
Between the seconds;Между секундами;Секундтардың арасында;jobs.schedule.beetweenSecond;W
Every minute;Каждую минуту;Әрбір минутта;jobs.schedule.everyMinute;W
Starting from the minute;Начиная с  минуты;Минуттан бастап;jobs.schedule.startFromMinute;W
Specified minute;Указанная минута;Көрсетілген минут;jobs.schedule.specificMinute;W
Between the minutes;Между минутами;Минуттардың арасында;jobs.schedule.beetweenMinute;W
Every hour;Каждый час;Әрбір сағат;jobs.schedule.everyHour;W
Starting with a certain hour;Начиная с определенного часа;Белгілі бір сағаттан бастап;jobs.schedule.startFromHour;W
Specified hour;Указанный час;Көрсетілген сағат;jobs.schedule.specificHour;W
Between the hours;Между часами;Сағаттардың арасында;jobs.schedule.beetweenHour;W
Every day;Каждый день;Әрбір күн;jobs.schedule.everyDay;W
Starting from the day of the week;Начиная с дня недели;Аптаның күнінен бастап;jobs.schedule.startFromDayOfWeek;W
Starting from the month;Начиная с дня Месяца;Айдың күнінен бастап;jobs.schedule.startFromDayOfMonth;W
A certain day of the week;Определенный день недели;Аптаның белгілі бір күні;jobs.schedule.specificDayOfWeek;W
A certain day of the month;Определенный день месяца;Айдың белгілі бір күні;jobs.schedule.specificDayOfMonth;W
Every months;Каждый месяц;Әрбір ай;jobs.schedule.everyMonth;W
Starting from a certain month;Начиная с определенного месяца;Белгілі бір айдан бастап;jobs.schedule.ststartFromMonth;W
Certain months;Определенные месяца;Белгілі бір айлар;jobs.schedule.specificMonth;W
Between the months;Между месяцами;Айлардың арасында;jobs.schedule.beetweenMonth;W
Seconds;Секунды ;Секундтар;jobs.schedule.second;W
Minutes;Минуты ;Минуттар;jobs.schedule.minute;W
Hours;Часы ;Сағат;jobs.schedule.hour;W
Days;Дни ;Күндер;jobs.schedule.day;W
Months;Месяцы ;Айлар;jobs.schedule.Month;W
Every;Каждый ;Әрбір;jobs.Every;W
second from second;секунду начиная с секунды;секундтан бастап секунд;jobs.second_starting_at_second;W
between ;между ;арасында;jobs.between;W
and;и ;және;jobs.and;W
Every;Каждую;Әрбір;jobs.Every_second;W
A certain second (select one or more);Определенная секунда (выберите одну или несколько);Белгілі бір секунд (бір немесе бірнешесін таңдаңыз);jobs.Specific_second;W
Every second between a second;Каждую секунду между секундой ;Секунд арасында әрбір секундта;jobs.every_second_between_second;W
and a second;и секундой;және секундпен;jobs.and_second;W
one minute from the minute;минуту начиная с минуты;минуттан бастап минут;jobs.minute_starting_at_minute;W
A certain minute (select one or more);Определенная минута (выберите одну или несколько);Белгілі бір минут (бір немесе бірнешесін таңдаңыз) ;jobs.specific_minute;W
Every minute between the minute;Каждую минуту между минутой;Минут арасындағы әрбір минутты;jobs.Every_minute_between;W
and a minute;и минутой;және минутпен;jobs.and_minute;W
Certain day of the week (select one or few);Определенный день недели (выберите один или несколько);Аптаның белгілі бір күні (бір немесе бірнешесін таңдаңыз);jobs.Specific_day_of_week;W
Certain month (select one or more);Определенный месяц (выберите один или несколько);Белгілі бір ай (бір немесе бірнешесін таңдаңыз);jobs.Specific_month;W
month starting with;месяц начиная с ;бастап ай;jobs.month_starting_in;W
Every month between the month;Каждый месяц между месяцем;Айлар арасындағы әрбір ай;jobs.Every_Month_between;W
and month;и месяц;және ай;jobs.and_month;W
Day beginning from day ;день начиная с дня;күнінен бастап күн;jobs.day_starting_at_day;W
month starting since;месяц начиная с;бастап ай;jobs.month_starting_on;W
Certain day of month (select one or more);Определенный день месяца (выберите один или несколько);Айдың белгілі бір күні (бір немесе бірнешесін таңдаңыз);jobs.Specific_day_of_month;W
hour from the hour;час начиная с часа;сағаттан бастап сағат;jobs.hour_starting_at_hour;W
Certain hour (select one or more);Определенный час (выберите один или несколько);Белгілі бір сағат (бір немесе бірнешесін таңдаңыз);jobs.Specific_hour;W
every hour between the hour;каждый час между часом;сағат арасындағы әрбір сағат;jobs.Every_hour_between;W
and an hour;и часом;және сағатпен;jobs.and_hour;W
month;месяцем;аймен;jobs.of_the_month;W
Yen;Японская йена;Жапон йені;currency_jap;W
By the amount;По сумме;Сома бойынша;by_amount;W
Expand the filter;Раскрыть фильтр;Сүзгіні ашу;expand_filter;W
Hide filter;Скрыть фильтр;Сүзгіні жасыру;close_filter;W
All payees;Все получатели;Барлық алушылар;all_receivers;W
notifications;уведомлений;хабарламалар ;notifications_notifications;W
New;Новых;Жаңалырды;notifications_new;W
No new notifications;Нет новых уведомлений;Жаңа хабарламалар жоқ;notifications_nonew;W
Invoices;Счета;Шоттар;all_accounts;W
All statuses;Все статусы;Барлық мәртебелер;all_states;W
All payers;Все плательщики;Барлық төлеушілер;all_payers;W
Setting of quick links;Настройка быстрых ссылок;Жылдам сілтемелерді баптау;quick_links_props;W
My account;Мной счета;Менің шоттарым;exposed_tab;W
Accounts for me;Мне счета;Маған шоттар;invoice_tab;W
Waiting for signature;Ожидающие подписи;Қолтаңбаны күтетіндер;task_awaits;W
Ready for send;Готовы к отправке;Жөнелтуге дайын;task_ready;W
With an error;С ошибкой;Қатемен;task_with_error;W
Unpaid invoices;Неоплаченые счета;Төленбеген шоттар;task_unpaid;W
All;Все;Бәрі;working_all;W
For signature;На подпись;Қол қоюға;working_sign;W
With an error;С ошибкой;Қатемен;working_error;W
FOR SENDING;К ОТПРАВКЕ;ЖІБЕРУГЕ;working_send;W
Cash order;Заказ наличности;Қолма-қол ақшаға тапсырыс;actions_DemandCash;W
Cash order;Заказ наличности;Қолма-қол ақшаға тапсырыс;navigation_Cash;W
Inactive;Не активна;Активті емес;jobs.isNotActive;W
Started;Запущена;Іске қосылды;jobs.isRunning;W
Change activity;Сменить активность;Активтілікті ауыстыру;jobs.changeActive;W
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;edit_exposed;W
Create an account;Создание счета;Шот жасау;create_exposed;W
Stop;Остановить;Тоқтату;jobs.stop;W
Per year;За год;Бір жыл үшін;graph_periodType_year;W
Per quarter;За квартал;Бір тоқсан үшін;graph_periodType_quarter;W
Per month;За месяц;Бір ай үшін;graph_periodType_month;W
Balance;Остаток;Қалдық;graph_dataType_balance;W
Inflows;Приходы;кірістер;graph_dataType_credit;W
Costs;Расходы;Шығыстар;graph_dataType_debet;W
Financial dynamics;Финансовая динамика;Қаржылық динамика;graph_title;W
Loading;Идёт загрузка;Жүктеу жүріп жатыр;common_loading;W
I'm creating a key;Создаю ключ;Кілт жасау;signature_creatingKey;W
Key created;Ключ создан;Кілт жасалды;signature_createdKey;W
СNY;Китайский юань;Қытай юаны;currency_chin;W
Downloading a file;Идет загрузка файла;Файлды жүктеу жүріп жатыр;file_import_in_progress;W
Importing of documents;Импорт документов;Құжаттардың импорты;file_import_title;W
Total balance;Общий суммарный остаток;Жалпы сомалық қалдық;common_sum_balance;W
Log on to Internet-banking;Вход в систему Интернет-банкинг;Интернет-банкинг жүйесіне кіру;login_expo_head;W
For confirmation ;На подтверждение;Растауға;action_sendForConfirmation;W
Confirm;Подтвердить;Растау;confirmation_title;W
Departments;Отделения;Бөлімше;departments;W
Tafiffs;Тарифы;Тарифтер;common_tariffs;W
I permit the authorized bank to provide information on this payment and (or) transfer of money to the law enforcement agencies of the Republic of Kazakhstan and the National Bank upon their request.;Разрешаю уполномоченному банку представление информации о данном платеже и (или) переводе денег в правоохранительные органы Республики Казахстан и Национальный Банк по их требованию.;Уәкілетті банкіге осы төлем және (немесе) ақша аударымы туралы ақпаратты талаптары бойынша Қазақстан Республикасының құқыққорғау органдарына және Ұлттық Банкіге беруге рұқсат етемін. ;intTransfer_isPermitGiveInformation;W
Currency conversion;Конвертация валюты;Валюта конвертациясы;document_conversion;W
Internal payments;Внутренние платежи;Ішкі төлемдер;document_transfer;W
Current;Текущий;Ағымдағы;acc_current;W
Depositary;Депозитный;Депозиттік;acc_deposit;W
Credit;Кредитный;Кредиттік;acc_credit;W
Card;Карточный;Карталық;acc_card;W
User type;Тип пользователя;Пайдаланушы типі;events_executortype;W
The document (s) are being signed;Подписываются документ(ы);Құжатқа(тарға) қол қойылуды;docSigning_processing;W
Account currency should not be differ;Валюты счетов не должны различатся;Шоттардың валютасы ерекшеленбеуі тиіс;error_differentCurrency;W
Write-offs details;Реквизиты списания;Есептен шығару  деректемелері;document_transferDebitDetails;W
Requisites of entering an account;Реквизиты  зачисления;Ақша аудару деректемелері ;document_transferCreditDetails;W
Details of sale;Реквизиты продажи;Сату деректемелері;document_conversionDebitDetails;W
Purchase requisites;Реквизиты  покупки;Сатып алу деректемелері;document_conversionCreditDetails;W
Password should not match login;Пароль не должен соответствовать логину;Құпиясөз логинге сәйкеспеуі тиіс;customeruser_passwordeqlogin;W
User with such login already exists;Пользователь с таким логином уже существует;Мұндай логині бар пайдаланушы бұрыннан бар;customeruser_alreadyexist;W
User is not found;Пользователь не найден;Пайдаланушы табылған жоқ;customeruser_notfound;W
Phone Number;Номер телефона;Телефон нөмірі;login_phone_number;W
Failed to sign in under the digital signature! The password may not be entered correctly.;Не удалось войти по цифровой подписи! Возможно, пароль введен неправильно.;Сандық қолтаңба бойынша кіру мүмкін болмады! Құпиясөздің дұрыс енгізілмеуі ықтимал;login_signErr;W
Interface language;Язык интерфейса;Интерфейс тілі ;personal_langSelector;W
Welcome;Добро пожаловать;Қош келдіңіз;welcome;W
Your personal manager;Ваш персональный менеджер;Сіздің дербес менеджеріңіз;personal_manager;W
Customer support contacts:;Контакты службы клиентской поддержки:;Клиенттік қолдау қызметінің байланыстары:;support_contacts;W
My Favorites;Избранное;Таңдаулы;favorite;W
Currency calculator;Калькулятор валюты;Валюта калькуляторы;currency_calc;W
Updated ;Обновлено;Жаңаланды;er_refreshed;W
Purchase;Покупка;Сатып алу;er_buy;W
Sale;Продажа;Сату;er_sell;W
View all exchange rates;Посмотреть все курсы;Барлық курстарды қарау;err_all_rates;W
I'm buying;Покупаю;Сатып аламын;calc_buy;W
For Sale;Продаю;Сатамын;calc_sell;W
Calculate;Рассчитать;Есептеу;calc_calc;W
Reset;Сбросить;Кетіру;calc_reset;W
Result;Результат;Нәтижесі;calc_result;W
All accounts;Все счета;Барлық шоттар;common_all_accounts;W
Operations history;История операций;Операциялар тарихы;operation_history;W
Statement format;Формат выписки;Көшірме форматы;format_statement;W
File;Файл;Файл;st_file;W
Search by destination of payment;Поиск по назначению платежа;Төлем арналамы бойынша іздеу;search_purpose;W
Not selected;Не выбрано;Таңдалған жоқ;common_notChosen;W
All transactions;Все операции;Барлық операциялар;dt_allOperations;W
Headline news;Главные новости;Басты жаңалықтар;news_main;W
News archive;Архив новостей;Жаңалықтар мұрағаты;archive_news;W
Without a template;Без шаблона;Шаблонсыз;without_temp;W
By the amount of write-offs;По сумме списания;Есептен шығару сомасы бойынша;at_writeOff;W
By the amount of deposit;По сумме зачисления;Есептеу сомасы бойынша;at_enlistment;W
At a rate of;По курсу;Курс бойынша;at_rate;W
By write-off account;По счету списания;Есептен шығару шоты бойынша;at_writeOffAcc;W
By deposit account;По счету зачисления;Есептеу шоты бойынша;at_enlistmentAcc;W
By write-off currency;По валюте списания;Есептен шығару валютасы бойынша;at_writeOffCurr;W
By deposit currency;По валюте зачисления;Есептеу валютасы бойынша;at_enlistmentCurr;W
All currency;Все валюты;Барлық валюталар;all_currencies;W
All categories;Все категории;Барлық санаттар;all_categories;W
Default language;Язык поумолчанию;Үнсіздік бойынша тілі;clear_notification_defaultLanuage;W
Forgot your password;Забыли пароль;Құпиясөзді ұмыттыңыз;login_forgot;W
Password reset;Восстановление пароля;Құпиясөзді қалпына келтіру;login_recovery;W
Show all;Показать все;Барлығын көрсету;common_show_all;W
Search by beneficiary's details;Поиск по реквизитам получателя;Алушы деректемелері бойынша іздеу;search_benefDetails;W
Require SMS at the entrance;Требовать СМС при входе;Кіргенде СМС сұрау;personal_smsrequire;W
Information about the bank;Информация о банке;банк туралы ақпарат;footer_bankInfo;W
Bank details;Реквизиты банка;Банк деректемелері;footer_requisites;W
Licenses and solutions;Лицензии и решения;Лицензиялар мен рұқсаттар;footer_licence;W
Reporting;Отчетность;Есептілік;footer_accountability;W
Payments in national currency;Платежи в нац. валюте;Ұлт. валютадағы төлемдер;navigation_payments_expo;W
Payments in foreign currency ;Платежи в ин. валюте;Шет. валютамен төлемдер;navigation_intTransfers_expo;W
Conversions;Конвертации;Конвертациялар;navigation_conversion_expo;W
The total length of the following fields of the Recipient;Суммарная длина следующих полей Получателя;Алушының келесі жолдарының сомалық ұзындығы;field_total_length;W
can not exceed 140 characters;не должна превышать 140 символов;140 белгіден артық болмауы тиіс;should_not_exceed_140;W
Opening an Account;Открытие Счета;Шот ашу;OpenAccount;W
Issuing loan;Выдача займа;Қарыз беру;OpenCredit;W
Early loan repayment;досрочное погашение кредита;несиені мерзімінен бұрын өтеу;CloseCredit;W
Cards issuance;выпуск карты;картаны шығару;CreateCard;W
Card re-issue;Перевыпуск карты;Картаны қайташығару;ReCreateCard;W
Name in English;Наименование Английское;Атауы Ағылшын;common.nameEn;W
Name in Russian;Наименование Русское;Атауы Орысша;common.nameRu;W
Name in Kazakh;Наименование Казахское;Атауы Қазақша;common.nameKK;W
Repeat sending;Повторить отправку;Жөнелтуді қайталау;resend_sms;W
IIN;ИИН;ЖСН;paymentOrder_payerCode_expo;W
It is forbidden to cancel publication if there are already created applications in the database;Запрещена отмена публикации если уже есть созданные заявления в базе;Егер база жасалған өтініштер ендіге бар болса, жариялауды болдырмауға тыйым салынған;customRequestType.unpublishedError;W
Here will be  the text of the agreement, a multi-line part;Здесь будет находится текст соглашения, многострочная часть;Бұл жерде келісімнің мәтіні бар, көп жолды бөлік;translation_18;W
Change in the amount of payment with preservation of the loan term- Change in the loan term with preservation of repayment amount;Изменение суммы выплаты с сохранением срока займа-Изменение срока займа с сохранением суммы выплаты;Қарыз мерзімін сақтаумен төлеу сомасын өзгерту - Төлеу сомасын сақтаумен қарыз мерзімін өзгерту;translation_19;W
Closing of account is possible only in the absence of funds on this account;Закрытие счета возможно только при отсутствии денежных средств на счете;Шотты жабу шотта ақша қаражаттары болмаған кезде ғана мүмкін;translation_20;W
Confirmation of agreement with terms of deposit opening;Подтверждение о согласии с условиями открытия вклада;Салым ашу шарттарына келісімі туралы растау;translation_21;W
Confirmation of  agreement with  terms of issue of the card;Подтверждение о согласии с условиями выпуска карты;Карта шығару шарттарына келісімі туралы растау;translation_22;W
The application for cash in the cash desk is submitted for one working day (transaction day). In the absence of an application, an additional fee of 0.10% of the issued amount is withdrawn.;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;Заявление на получение наличности в кассе подается за один рабочий (операционный день). В случае отсутствия заявки снимается дополнительная комиссия в размере 0.10% от выдаваемой суммы.;translation_23;W
Connection error. Check if the necessary software is installed to work with EDS;Ошибка подключения. Проверьте установлено ли необходимое программное обеспечение для работы с ЭЦП;Қосу қатесі. ЭСҚ-мен жұмыс үшін қажетті бағдарламалық жасақтаманың орнатылғанын тексеріңіз;socket_closed;W
Search by recipient;Поиск по получателю;Алушы бойынша іздеу;search_receiver_asia;W
Transfer between accounts;Перевод между счетами;шоттар арасындағы аударым;actions_transfer;W
Conversion;Конвертация;Конвертация;actions_conversion;W
CHF;Швейцарский франк;Швейцария франкі;currency_frank;W
Meaning in several languages;Значение на нескольких языках;Бірнеше тілдегі мәні;multilanguage_value_label;W
One of the values ​​for localization is empty;Одно из значений для локализации не заполнено;Оқшаулауға арналған мәндердің бірі толтырылмаған;constant.validation.multi.value.empty;W
Contracts (Agreements);Контракты;Келісім-шарттар;contracts;W
Work time starting;Время начала работы;Жұмыстың басталу уақыты;start_time;W
Work time completion;Время окончания работы;Жұмыстың аяқталу уақыты;end_time;W
Break time starting ;Время начала перерыва;Үзілістің басталу уақыты;break_start_time;W
Break time completion;Время окончания перерыва;Үзілістің аяқталу уақыты;break_end_time;W
Task active;Задача активна;Тапсырма белсенді;isActive;W
Mo;Пн;Дс;short_MONDAY;W
Tu;Вт;Сс;short_TUESDAY;W
Wd;Ср;Ср;short_WEDNESDAY;W
Thu;Чт;Бс;short_THURSDAY;W
Fr;Пт;Жм;short_FRIDAY;W
St;Сб;Сб;short_SATURDAY;W
Su;Вс;Жк;short_SUNDAY;W
Days-off;Нерабочие дни;Жұмыс емес күндер;days_off;W
The size of the number exceeds the allowed value;Размер числа превышает допустимое значение;Санның мөлшері жол берілетін мәннен артық;error_toLongField;W
Enter the date in following format: 31.12.2017;Введите дату в следующем формате 31.12.2017;Келесі пішімде күнді енгізіңіз 31.12.2017;set_date_in_format;W
Bank code;Код банка;Банктің коды;bankCode;W
Mandatory field at payment amount exceeding or equal to  10,000 USD;Обязательное поле при сумме платежа большей или равной 10 000$;10 000$ артық немесе тең төлем сомасындағы міндетті жол;required_field_10000;W
The specified beneficiary account does not correspond to the selected bank. Bank code;Указанный счет получателя не соответствует выбранному банку. Код банка;Алушының көрсетілген шоты таңдалған банкіге сәйкеспейді. Банк коды;account_error_string1;W
5-7 account symbols should be-;5-7 символы счета должны быть -;5-7 шот символдары болуы тиіс - ;account_error_string2;W
Template saved successfully;Шаблон успешно сохранен;Шаблон сәтті сақталды;template_saved;W
Saving a template;Сохранение шаблона;Шаблонды сақтау;template_saving;W
Fill  in the message template for the channel;Заполните шаблон сообщения для канала;Арна үшін хабарлама шаблонын толтырыңыз;notificationtype_messagetextempty;W
Save;Сохранить;Сақтау;common_updateDocument;W
Invoice to customers ;Выставленные клиентам счета;Клиенттерге ұсынылған шоттар;manager_exposedOrder;W
Planned balance;Плановый остаток;Жоспарлы қалдық;common_planBalance;W
Value (one of the values) is invalid;Значение(одно из значений) заполнено неверно;Мәні (мәндердің біреуі) дұрыс толтырылмаған;constant.validation.multi.value.invalid;W
VAT;НДС;ҚҚС;VAT_CODE;W
National currencies;Национальные валюты;Ұлттық валюта;CURRENCY_CODE;W
PCO token synchronization window;Окно синхронизации ОТП токена;Токен ОТП синхрондау терезесі;LOOK_AHEAD_RESYNCHRONIZATION_WINDOW;W
Password length of  token technical support department ;Длина пароля ОТП токена;Токен ОТП құпиясөзінің ұзындығы;OTP_TOKEN_LENGTH;W
Maximum number of incorrect PCO token attempts;Максимально количество неверных попыток ОТП токена;ОТП токеннің дұрыс емес әрекеттерінің максималды саны;INCORRECT_ATTEMPTS;W
Full name;Полное наименование;Толық атауы;FULL_BANK_NAME;W
Abbreviated name;Сокращённое наименование;Қысқартылған атауы;SHORT_BANK_NAME;W
BIC;БИК;БСК;property_BIK;W
BIN;БИН;БСН;property_BIN;W
Beneficiary Code;КБЕ;КБЕ;property_KBE;W
General Classifier of Enterprises and Organizations;Код ОКПО;КҰЖЖ коды;property_OKPO_CODE;W
Юридический адрес;Юридический адрес;Юридический адрес;property_BANK_ADDRESS;W
minimum login length;минимальная длина логина;логинның минималды ұзындығы;property_MIN_LOGIN_LENGTH;W
maximum login length;максимальная длина логина;логинның максималды ұзындығы;property_MAX_LOGIN_LENGTH;W
minimum password length;минимальная длина пароля;құпиясөздің минималды ұзындығы;property_MIN_PWD_LENGTH;W
maximum password length;максимальная длина пароля;құпиясөздің максималды ұзындығы;property_MAX_PWD_LENGTH;W
required characters for the password;требуемые символы для пароля;құпиясөз үшін сұралатын белгілер;property_ALLOWED_PWD_SYMBOLS;W
Password history depth;глубина истории паролей;құпиясөздердің тарихы тереңдігі;property_PWD_HISTORY_DEEP;W
Number of incorrect password attempts;колличество неверных попыток паролей;Құпиясөздердің дұрыс емес әрекеттері саны ;property_PWD_INCORRECT_ATTEMPTS;W
Password expiration date;Срок действия пароля;Құпиясөз әрекетінің мерзімі;property_PWD_LIFE;W
Number of days till notification of the user on the expiry of password;колличество дней до уведомления пользователя об окночании срока пароля;пайдаланушыға құпиясөздің мерзімінің аяқталуы туралы хабарландырғанға дейінгі күндер саны;property_PWD_NOTIFICATION;W
File type;Тип файла;Файл типі;property_FILE_TYPE;W
File size Mb;Размер файла Мб;Файл мөлшері МБ;property_FILE_SIZE;W
Duration of session, with;Продолжительность сессии, c;Сессия ұзақтығы, бастап;property_SESSION_TIME;W
Profile;Profile;Profile;property_PROFILE;W
ProfilePassword;ProfilePassword;ProfilePassword;property_PROFILE_PASSWORD;W
ManagerSN;ManagerSN;ManagerSN;property_KEY_SERIAL_NUMBER;W
Number of sessions;Количество сессий;Сессиялар саны;property_SESSION_AMOUNT;W
Default tariff;Default tariff;Default tariff;property_DEFAULT_TARIFF;W
Body size of the letter;Размер тела письма;Хат денесінің өлшемі;property_LETTER_BODY_SIZE;W
Duration of news applicability;Длительность актуальности новости;Өзекті жаңалықтар ұзақтығы;property_NEWS_ACTUALITY;W
The period for the valuation of payments (maximum number of days);Период валютирования платежей (максимальное колличество дней);Төлемдерді валюталау кезеңі (максималды күндер саны);property_MAX_VALUE_DAYS;W
URL Buses of the Bank;URL шины банка;банк шинасының URL;property_INTEGRATION_ABS_URL;W
Login access to the bank bus;Логин доступа к шине банка;Банктің шинасына қол жеткізу логины;property_INTEGRATION_ABS_LOGIN;W
Password for access to the bank bus;Пароль доступа к шине банка;Банк шинасына қолжеткізу құпиясөзі;property_INTEGRATION_ABS_PASSWORD;W
SMS code expiration date;Срок действия смс-кода;Смс-код әрекетінің мерзімі;property_SMS_VALID_PERIOD;W
The message about the receipt of the code for entering the Internet banking;Сообщение о получении кода для входа в интернет-банкинг;Интернет-банкингке кіретін код алғаны туралы хабарлама;translation_27;W
Message about the receipt of the code to confirm the document;Сообщение о получении кода для подтверждения документа;Құжатты растау үшін код алғаны туралы хабарлама;translation_28;W
Message about the receipt of code to confirm the change of password;Сообщение о получении кода для подтверждения смены пароля;Құпиясөзді ауыстырғанын растау үшін код алғаны туралы хабарлама ;translation_29;W
Fixed PDC in currency conversion (purchase of currency);Фиксированый КНП при конвертации валюты (покупка валюты);Валютаны конвертациялағандағы тыянақталған КНП (валюта сатып алу);translation_30;W
Fixed PDC in currency conversion (currency sale);Фиксированый КНП при конвертации валюты (продажа валюты);Валютаны конвертациялағандағы тыянақталған КНП (валюта сату);translation_31;W
Fixed purpose of payment for internal payments (transfer from account to account in the same currency);Фиксированое назначение платежа при внутренних платежах (перевод со счета на счет в одной валюте);Ішкі төлемдердегі төлемнің тыянақталған арналамы (бір валютамен шоттан шотқа аудару);translation_32;W
SMS code expiration date;Срок действия смс-кода;Смс-код әрекетінің мерзімі;translation_33;W
SMPP HOST;SMPP HOST;SMPP HOST;translation_34;W
SMPP PORT;SMPP PORT;SMPP PORT;translation_35;W
